DATA, ACAP, KLOC, LTEX, PVOL, SITE, TEAM, TIME, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.407,4.021,202.388,1.497,2.191,5.934,4.218,3.434,544.458,24.578,3647.029,0.804
3.82,4.052,281.626,1.9,4.324,3.488,1.343,3.396,468.864,23.346,5835.835,2.413
3.319,3.308,260.323,2.223,2.819,3.505,4.873,3.837,841.229,27.716,4901.344,0.0
4.853,4.852,253.081,2.823,4.621,2.076,1.699,3.442,1057.904,32.545,24423.074,1.877
4.011,4.039,84.621,1.114,2.243,2.358,3.019,3.744,363.363,22.125,1926.835,0.804
4.485,4.536,342.743,3.846,3.357,1.262,4.149,3.884,1846.258,36.875,7336.767,0.536
2.136,4.07,209.581,2.783,3.759,2.18,2.252,3.315,850.044,30.436,8479.923,2.145
3.019,4.378,256.632,3.026,4.33,5.001,3.019,3.811,444.514,23.573,5344.195,1.072
2.78,4.846,164.331,2.677,3.048,4.488,3.739,3.447,299.26,21.134,5544.947,2.145
4.757,3.002,196.216,2.348,3.08,5.022,3.922,3.704,989.262,30.125,4379.728,1.609
2.984,3.026,312.069,1.672,4.52,5.328,4.39,3.676,1815.67,37.575,9645.59,0.268
4.627,4.235,388.466,1.575,4.556,4.706,2.429,3.982,1276.544,32.664,6370.164,2.145
4.78,4.86,275.834,1.473,2.333,2.325,1.168,3.632,1031.509,32.1,6931.807,1.072
3.679,3.156,338.625,2.823,2.723,4.032,2.781,3.032,1023.177,30.615,9968.191,0.536
2.802,3.844,275.3,3.766,4.153,4.194,3.616,3.152,493.32,23.509,6044.173,2.145
2.41,4.042,246.691,3.932,2.886,2.534,3.553,3.859,1114.917,30.854,3793.486,0.0
4.491,3.713,16.269,2.236,2.427,2.501,1.814,3.038,160.665,17.376,813.064,0.804
3.636,4.987,56.528,1.528,4.097,3.95,3.012,3.637,293.197,20.903,1755.293,1.072
2.221,4.718,200.451,2.968,2.369,2.95,4.456,3.793,490.879,23.966,1333.729,2.145
3.134,3.885,292.432,1.193,2.172,2.213,2.026,3.116,721.852,26.728,13475.768,1.072
4.849,4.657,238.73,1.1,3.18,2.21,3.792,3.136,1807.759,37.683,7480.009,0.0
3.643,4.784,163.682,1.266,2.05,5.639,2.714,3.148,529.576,25.903,3605.247,0.268
3.971,4.031,359.833,2.064,3.199,1.567,2.849,3.149,1252.827,31.049,4498.497,0.268
2.058,4.953,338.346,1.081,4.8,2.946,2.768,3.847,1409.52,32.729,4489.036,1.34
3.485,4.184,14.091,2.892,3.103,4.795,4.434,3.781,59.461,12.626,80.928,0.0
3.848,3.411,273.292,1.32,4.73,1.523,4.831,3.429,2783.956,39.349,5952.389,0.0
4.528,4.436,161.175,2.433,3.733,5.008,4.072,3.38,226.516,19.144,1550.104,0.536
2.174,3.171,212.251,1.05,4.044,4.835,1.539,3.908,651.228,28.237,6824.023,1.072
3.74,4.158,213.87,3.471,3.205,1.75,4.283,3.514,962.655,29.155,7986.773,2.145
2.778,3.11,317.027,2.75,2.367,3.453,2.222,3.876,1021.173,31.581,19553.631,0.0
3.654,3.086,266.119,1.083,2.548,1.481,1.439,3.273,834.18,29.18,40281.487,3.217
4.852,4.404,153.629,1.939,3.52,4.898,2.456,3.592,517.706,24.595,3915.118,1.34
4.072,4.484,362.912,1.193,3.699,2.83,1.471,3.667,2577.437,41.767,25399.177,1.609
2.649,3.413,103.407,2.725,2.468,2.584,1.165,3.533,677.83,26.93,6446.185,1.34
2.004,4.17,67.274,3.547,2.136,5.414,2.004,3.222,174.094,17.868,559.007,0.536
3.498,3.624,139.106,3.288,3.186,3.344,3.065,3.135,780.809,29.652,2868.503,0.0
2.915,4.875,286.525,2.275,4.347,2.086,4.441,3.502,1383.168,33.731,17520.985,1.072
2.804,4.529,27.007,1.714,3.743,2.549,4.151,3.356,134.442,16.159,393.329,1.072
3.138,4.644,18.961,1.229,2.628,5.296,2.487,3.643,87.081,14.114,163.319,0.268
3.642,3.486,152.615,3.978,4.589,1.824,3.099,3.402,1232.221,32.146,6511.856,0.0
2.223,3.073,95.611,2.161,2.2,4.968,1.407,3.527,183.072,17.709,1331.806,2.681
2.053,3.664,170.299,1.982,3.351,3.159,4.109,3.26,724.579,27.364,5703.452,0.268
2.916,4.379,273.093,2.678,3.104,3.143,2.502,3.143,973.079,30.579,5789.395,2.145
2.724,4.646,170.392,3.822,3.733,1.28,1.764,3.166,831.972,29.162,5573.134,0.536
4.125,3.197,298.325,1.535,4.418,4.175,3.506,3.123,1171.458,32.753,6632.339,0.268
4.688,4.287,167.249,1.647,3.562,4.747,1.319,3.862,471.251,23.969,8699.306,1.877
3.295,4.787,389.578,1.178,4.379,5.884,3.493,3.044,656.433,25.609,4018.7,1.34
2.018,4.579,281.644,2.308,2.343,1.787,4.205,3.388,593.371,25.38,5944.583,2.145
4.983,4.001,152.378,3.204,4.243,4.095,3.416,3.062,478.292,24.266,2413.451,1.609
2.408,4.197,255.168,3.076,2.855,3.543,4.203,3.207,617.585,24.204,2477.546,2.145
4.533,4.802,228.36,3.857,4.24,1.493,3.273,3.364,372.832,21.354,5808.622,2.145
2.238,4.738,70.478,1.567,2.539,1.28,3.265,3.045,409.029,22.849,3297.105,0.0
3.831,4.86,57.446,2.082,4.493,1.016,2.103,3.324,195.679,18.229,3800.426,1.34
4.267,3.951,239.671,3.35,4.692,5.162,1.61,3.596,574.219,25.12,3754.68,0.536
4.628,3.54,65.954,2.108,3.847,2.055,3.005,3.94,515.852,25.127,5374.728,0.536
4.049,4.648,311.037,2.402,3.95,5.213,4.508,3.025,1091.674,29.745,2300.602,0.0
4.513,3.272,273.139,3.505,2.569,2.286,3.921,3.344,682.843,26.836,5326.308,0.0
2.209,3.907,32.986,1.02,4.187,1.984,4.663,3.194,251.838,19.483,1576.638,0.268
4.869,4.971,381.829,3.252,4.65,5.402,1.293,3.182,626.254,25.841,3773.89,1.072
2.341,4.708,354.477,2.826,4.191,3.918,4.286,3.792,1519.915,34.169,5383.402,0.0
3.99,4.549,67.508,2.626,2.39,4.461,2.055,3.024,161.947,17.932,1270.706,3.217
4.135,4.315,266.964,2.306,2.806,5.527,1.347,3.036,745.697,28.093,9271.716,2.681
4.062,3.132,248.599,1.064,2.657,2.598,1.651,3.626,979.024,30.616,24598.444,1.609
3.734,4.664,166.625,2.067,4.596,5.015,4.658,3.747,550.366,24.473,3950.93,0.536
4.912,4.796,290.578,2.129,4.897,2.622,1.252,3.397,1544.741,35.8,17696.83,0.804
3.158,3.4,98.36,2.833,4.351,5.642,1.364,3.537,330.793,22.959,1789.397,0.536
2.757,4.505,159.303,3.287,2.583,1.15,4.608,3.43,821.931,27.799,6581.586,0.536
2.725,3.171,151.901,3.744,4.239,1.28,4.302,3.572,1142.035,31.853,2143.447,0.0
3.613,4.408,261.34,2.262,2.389,2.874,3.733,3.11,1525.496,34.482,12547.698,0.536
3.271,4.575,261.064,3.647,3.117,3.276,2.026,3.535,541.494,25.273,7538.027,1.609
2.06,3.933,32.904,3.444,4.717,2.853,2.178,3.509,189.182,18.139,2795.003,1.072
3.959,4.526,261.516,3.516,2.824,5.973,2.188,3.182,568.458,26.613,2658.705,1.072
3.615,3.365,128.685,3.193,4.066,3.597,2.763,3.25,526.461,25.009,1836.401,0.0
2.505,3.517,21.761,2.814,4.966,4.198,3.81,3.501,65.391,13.058,1105.789,1.609
2.345,3.236,154.687,2.67,2.226,5.258,1.514,3.688,430.841,22.968,1561.097,0.536
2.822,4.923,23.468,2.542,4.185,2.861,1.337,3.403,117.345,16.493,991.824,2.413
4.728,4.922,47.687,2.557,4.169,1.266,2.87,3.9,147.22,16.916,934.618,0.804
2.472,3.932,43.889,1.795,2.598,5.494,3.651,3.231,224.87,18.865,953.056,0.268
4.788,3.116,67.333,3.905,2.541,3.732,4.699,3.697,355.476,21.693,794.422,0.536
2.851,3.391,327.942,1.957,3.655,3.794,1.696,3.05,1367.496,35.02,19559.927,0.268
2.266,4.649,75.529,1.898,3.795,1.64,1.058,3.429,253.567,19.958,2654.527,2.681
4.717,4.576,61.822,3.101,4.878,1.096,3.692,3.605,372.281,21.696,2142.606,2.145
3.01,4.227,185.19,1.466,2.948,3.618,2.256,3.3,920.727,29.94,2272.641,0.268
3.439,4.561,316.055,2.38,2.21,5.174,4.979,3.551,480.416,22.904,2597.566,1.072
3.246,4.887,223.257,3.731,4.296,5.402,4.168,3.35,298.246,20.023,1641.968,3.217
2.773,3.565,62.39,3.42,3.934,2.719,4.81,3.593,217.386,18.238,1052.311,0.536
3.883,4.635,74.042,1.614,4.769,2.706,2.215,3.252,417.713,23.698,2328.09,1.34
3.581,3.701,179.477,1.251,4.098,1.766,1.216,3.138,1172.282,32.095,15620.735,1.34
3.456,4.151,11.778,2.307,3.0,4.07,1.698,3.204,20.753,9.448,283.581,1.072
2.534,3.245,242.424,1.62,3.287,4.391,1.722,3.528,970.714,29.26,13085.575,1.34
4.452,4.243,72.49,1.762,3.41,1.124,3.075,3.72,141.319,16.312,2641.002,1.072
4.701,4.518,297.385,2.876,3.373,1.693,1.796,3.343,816.617,28.401,8305.299,2.681
4.788,4.225,120.681,3.082,4.893,3.672,1.517,3.281,515.459,25.898,3215.724,3.753
4.027,4.381,104.93,1.148,2.141,5.344,2.073,3.095,248.208,19.879,1446.481,2.413
3.471,4.449,167.062,1.842,4.835,4.388,1.326,3.101,1042.521,31.502,8647.801,0.804
4.836,4.313,103.639,1.65,2.833,3.382,3.581,3.457,373.045,21.888,2598.755,2.145
2.314,3.189,81.662,1.009,2.475,4.998,2.727,3.325,125.121,16.053,1144.399,2.145
2.621,3.836,14.892,3.033,2.884,4.968,3.257,3.681,40.714,11.404,175.019,0.536
4.146,3.119,216.426,3.492,4.698,5.958,3.777,3.476,583.193,26.439,5184.234,0.0
2.807,3.275,145.392,2.608,2.381,1.139,1.25,3.648,993.584,29.703,9981.364,1.072
2.317,4.904,295.951,3.916,3.645,4.485,4.691,3.316,336.834,21.193,1537.723,1.072
4.448,4.035,301.864,2.167,2.228,5.039,1.401,3.337,1282.997,34.01,10243.627,1.072
4.182,3.782,241.748,1.228,2.345,1.198,4.259,3.948,2556.635,41.686,7025.285,0.0
4.865,4.5,358.702,2.741,2.736,4.42,2.509,3.584,949.7,30.61,6435.126,1.609
3.119,4.84,203.075,3.515,4.57,3.137,4.682,3.541,791.638,27.525,1573.19,1.072
2.583,4.742,228.131,3.143,4.753,2.72,1.036,3.567,1414.483,34.873,5052.476,0.268
4.545,3.214,103.715,3.54,3.434,1.025,1.911,3.262,297.661,21.558,5274.051,3.217
3.801,3.309,279.724,1.915,3.623,2.95,4.524,3.09,1881.5,35.471,8798.045,0.268
3.364,4.825,292.607,2.244,3.965,1.616,3.476,3.648,2068.069,38.06,21886.34,0.536
2.156,3.987,103.265,2.05,4.502,4.379,4.637,3.03,344.176,21.338,589.074,1.072
4.761,4.94,300.698,2.859,3.502,2.784,1.979,3.485,947.724,30.256,15287.301,1.877
4.281,4.571,136.624,3.499,2.812,5.319,1.747,3.149,122.734,16.347,4201.351,2.145
4.617,3.135,263.49,2.486,2.683,5.361,3.884,3.141,1182.648,30.953,2993.546,0.0
2.119,4.046,40.651,3.129,3.497,5.441,3.601,3.095,93.994,14.89,535.769,1.072
2.99,4.635,191.068,3.019,2.728,3.878,1.622,3.435,757.242,28.385,8767.868,1.609
3.063,3.163,157.468,2.176,3.387,2.431,1.523,3.196,743.59,27.773,9081.573,0.268
2.251,4.58,123.044,2.341,2.041,1.682,2.899,3.366,798.222,29.731,5770.315,2.413
3.28,4.291,71.169,1.557,3.451,2.511,2.113,3.537,313.579,21.239,5024.119,1.072
2.407,4.005,31.142,1.829,3.821,1.309,3.43,3.829,126.571,15.91,656.748,1.072
2.608,3.932,283.191,2.186,2.849,4.512,2.219,3.808,678.242,26.656,3220.829,0.0
2.463,3.66,266.333,2.865,2.706,2.536,4.617,3.855,590.94,25.267,6136.707,1.072
3.408,4.012,116.586,1.916,4.651,4.588,4.775,3.773,458.499,23.841,2529.85,2.145
3.424,3.441,130.828,2.764,4.24,5.062,3.388,3.75,578.607,25.795,2510.837,0.536
3.736,3.204,264.9,1.92,2.121,4.89,2.815,3.36,622.19,25.978,7510.193,1.609
3.025,4.874,188.986,3.472,2.695,1.384,1.31,3.628,373.388,22.529,10597.56,3.217
2.648,4.445,51.945,1.54,3.632,1.514,3.079,3.557,561.788,26.624,3493.094,0.0
2.164,3.69,239.444,3.76,4.825,4.552,1.351,3.348,501.199,25.663,4023.737,0.0
4.446,4.099,343.041,1.762,4.51,2.775,2.56,3.618,483.44,23.607,5473.189,1.072
4.915,3.014,17.675,3.595,2.754,3.962,2.37,3.192,113.472,15.272,727.536,1.072
3.499,4.175,133.862,2.004,4.199,5.273,3.031,3.939,212.274,18.596,2622.04,3.217
3.305,3.732,108.608,2.16,4.892,1.505,1.122,3.013,672.479,27.304,7671.529,1.072
4.241,4.485,56.67,2.993,2.951,3.106,1.975,3.885,219.564,19.786,3222.201,2.681
3.511,3.591,70.539,1.694,4.599,2.395,3.544,3.612,515.969,25.225,1645.246,1.072
3.843,4.985,261.087,2.086,3.959,5.62,1.325,3.501,764.996,28.424,4199.682,1.072
4.71,4.384,156.261,2.447,3.848,1.897,3.614,3.734,662.815,27.096,13077.142,1.609
4.533,4.058,361.55,3.65,3.175,4.635,2.417,3.282,635.58,27.164,6827.411,0.536
2.684,4.826,229.914,3.342,3.682,4.247,2.717,3.826,543.981,25.543,3797.113,1.072
3.457,3.214,197.91,2.437,4.638,2.003,3.187,3.903,733.415,26.733,10728.634,0.536
2.911,3.335,241.029,3.241,4.789,2.569,4.265,3.464,2049.342,37.521,4929.689,0.0
3.988,4.622,12.172,3.654,3.231,4.531,1.728,3.357,39.156,11.242,682.134,2.681
4.53,4.663,331.875,1.45,3.788,1.644,1.746,3.209,1304.891,33.73,16477.061,1.877
2.641,3.427,188.928,1.153,2.445,5.236,3.768,3.67,531.074,25.391,4350.595,1.34
4.515,3.736,303.057,1.916,3.177,5.435,4.191,3.062,683.358,27.418,3403.715,0.0
3.72,4.706,295.998,2.587,3.687,2.29,3.663,3.843,1269.622,32.244,14205.737,1.609
3.824,3.506,221.505,1.805,2.876,5.651,2.471,3.789,991.65,29.556,4084.758,0.0
4.414,4.622,391.59,1.437,4.042,4.186,4.442,3.244,2159.819,37.814,12882.754,0.804
3.406,4.633,122.083,2.057,2.431,1.941,4.825,3.947,566.157,25.453,4357.273,2.145
2.825,4.284,339.487,3.789,4.309,1.583,4.132,3.497,958.444,29.705,4674.961,0.536
4.827,4.937,237.443,2.146,2.589,4.921,1.769,3.835,435.574,23.692,3338.793,2.145
2.891,4.575,179.853,3.616,2.321,1.831,2.278,3.529,644.228,27.673,8147.654,2.413
2.331,3.723,389.281,2.604,3.936,3.0,4.039,3.396,1220.962,33.674,7594.741,1.609
4.318,3.783,60.571,2.48,2.711,3.12,1.427,3.804,302.217,21.258,1141.255,0.0
2.402,4.664,217.345,1.4,3.263,5.795,1.428,3.972,529.429,26.492,3620.52,1.609
4.992,4.791,293.339,2.877,2.657,4.577,3.143,3.777,874.649,28.15,2739.717,0.0
3.406,3.414,125.704,2.558,2.148,3.333,2.612,3.188,229.788,19.961,1829.192,0.536
4.19,3.991,140.328,1.617,3.099,4.993,1.806,3.969,551.159,25.853,5668.136,0.536
3.57,4.291,80.241,2.57,3.781,5.68,4.64,3.552,244.283,18.941,510.627,1.072
3.837,4.957,20.22,2.706,4.278,5.417,3.468,3.828,76.805,13.773,205.097,0.536
4.557,4.982,96.483,3.996,2.348,5.85,4.152,3.257,146.127,16.601,510.009,1.072
3.115,3.71,241.829,2.149,3.871,2.36,3.68,3.539,1700.98,34.176,8031.104,0.0
2.912,4.707,337.212,3.607,3.591,4.219,2.472,3.195,758.324,28.265,7572.68,0.0
4.673,3.821,104.437,1.645,3.106,3.705,4.735,3.144,408.089,23.101,1116.026,0.268
4.672,4.073,161.291,2.906,2.516,5.935,1.985,3.07,243.964,20.166,1939.333,0.0
2.508,3.439,350.165,3.262,4.472,2.16,2.703,3.266,1757.778,36.321,23049.551,1.072
2.537,4.498,170.875,1.937,4.186,1.506,2.531,3.069,1200.715,32.155,13315.439,0.536
2.248,4.238,322.089,1.584,4.516,5.662,1.021,3.186,487.328,24.75,8640.47,0.804
2.536,3.075,385.333,1.963,4.929,1.999,1.818,3.091,2514.38,41.343,38007.668,1.877
4.449,4.562,328.366,1.761,3.36,2.055,3.829,3.472,1820.72,36.418,4467.645,0.0
4.063,4.858,263.515,3.272,4.096,1.529,2.311,3.411,1619.066,36.051,11482.894,2.413
3.33,3.662,285.362,3.151,2.808,2.327,2.106,3.032,787.561,27.823,6447.702,2.145
3.079,3.092,286.628,3.278,2.881,1.461,1.917,3.691,1377.444,34.11,26444.064,0.536
2.226,4.471,324.773,1.893,3.941,5.141,3.893,3.454,879.167,29.496,9583.987,0.804
2.383,3.794,183.903,2.478,4.19,4.629,1.173,3.573,449.172,24.144,4455.423,0.536
2.485,3.184,237.983,1.384,3.703,1.484,3.914,3.243,986.25,30.061,8559.717,1.34
2.532,4.226,180.812,1.903,3.1,2.255,1.935,3.116,1015.316,32.093,13390.055,2.145
4.074,3.254,60.644,3.539,3.662,3.776,4.05,3.966,179.747,17.34,443.478,0.536
4.87,4.428,210.036,2.364,2.647,2.991,1.272,3.612,485.364,24.476,10927.701,3.485
3.746,4.421,345.453,1.427,2.627,3.561,3.438,3.483,1036.374,30.105,17063.463,2.145
4.963,3.305,366.136,3.397,3.951,5.952,3.475,3.156,1621.025,36.225,5863.9,0.0
3.851,4.979,354.702,1.385,3.441,1.018,4.632,3.023,1283.454,31.034,9079.91,1.072
3.432,4.019,335.473,3.476,3.975,3.007,2.193,3.668,1142.136,31.699,7670.91,0.536
3.646,3.278,326.642,2.499,3.586,4.222,3.611,3.953,1280.921,32.279,7982.015,1.072
4.553,3.411,231.952,2.625,2.611,2.926,2.228,3.267,940.301,31.879,7354.114,2.145
3.581,3.717,27.04,1.983,2.699,5.515,4.109,3.313,63.797,12.871,616.559,0.268
3.847,4.079,338.755,3.955,3.745,2.345,4.772,3.033,532.09,23.556,2736.196,3.217
4.504,3.708,144.147,1.414,4.824,3.928,3.107,3.98,957.396,30.419,5887.448,1.34
3.747,4.337,162.709,2.308,4.083,1.101,3.39,3.791,654.843,26.373,7207.653,0.536
3.128,4.652,168.136,1.739,2.652,4.923,1.985,3.657,322.565,21.607,2101.998,0.804
2.073,4.432,350.108,2.428,3.002,5.304,1.834,3.703,478.814,24.457,5592.507,3.217
4.098,4.271,262.045,3.694,2.816,2.297,2.011,3.677,1247.174,32.326,18160.127,1.609
2.307,4.951,107.641,1.451,3.803,2.286,2.722,3.581,398.491,23.369,11698.548,1.072
3.389,4.706,184.724,1.523,4.41,1.411,3.967,3.94,866.166,28.112,9146.718,1.877
2.415,3.882,79.98,2.766,4.788,5.828,1.223,3.771,528.796,25.183,865.817,0.0
3.929,4.548,243.83,3.906,3.092,4.631,3.053,3.421,242.933,19.603,2973.476,2.145
3.367,4.392,290.095,3.277,2.76,2.745,3.998,3.733,1106.462,29.642,5288.313,2.145
3.017,4.91,312.903,2.45,4.736,5.728,2.001,3.18,547.426,24.895,4429.87,0.0
4.601,3.546,37.265,1.998,2.033,4.505,4.978,3.271,211.47,18.111,628.122,0.268
2.71,4.045,126.458,2.489,3.34,3.842,4.403,3.945,452.05,23.123,865.673,1.072
4.827,3.382,117.072,2.995,4.761,1.202,4.162,3.039,686.047,26.9,5691.272,0.0
2.492,3.582,159.87,3.053,2.219,2.482,2.796,3.278,487.344,24.198,3980.692,0.0
2.358,3.483,109.142,2.549,4.983,1.398,3.228,3.582,503.143,24.17,11288.171,0.536
4.588,4.194,25.395,3.66,2.298,5.821,3.658,3.909,58.073,12.587,63.451,1.072
4.866,3.491,133.832,1.917,3.031,4.343,4.639,3.806,979.422,28.77,3059.224,0.536
4.107,3.277,288.654,1.832,3.557,3.812,1.772,3.741,759.306,28.259,5288.718,0.536
3.27,4.637,150.022,1.661,2.197,5.823,1.559,3.744,292.843,21.442,701.464,0.804
4.106,3.421,167.317,3.885,4.737,2.988,2.288,3.223,1558.159,34.344,3467.683,0.0
3.567,4.611,299.934,3.512,4.979,5.453,3.734,3.113,536.762,24.498,1471.721,1.072
4.603,4.648,14.034,1.202,2.01,1.126,2.633,3.411,94.656,14.971,2064.164,2.145
4.352,4.672,348.157,1.82,3.778,4.117,4.433,3.07,1231.941,34.109,12930.823,3.217
3.354,4.813,146.199,2.571,3.463,3.162,4.761,3.585,395.344,22.833,11913.091,2.145
2.923,4.652,72.385,3.022,3.451,4.382,1.101,3.029,233.842,20.151,2939.436,2.145
4.368,4.312,328.333,3.404,2.97,3.081,4.264,3.612,855.745,26.71,8078.505,2.145
2.779,3.179,295.173,2.497,2.142,5.218,1.113,3.224,533.4,24.988,5175.529,1.072
2.389,4.882,125.949,3.195,4.848,1.3,4.639,3.862,392.115,21.965,1754.958,0.0
3.226,3.627,53.249,3.979,3.535,2.924,1.736,3.351,196.122,18.183,1396.977,0.268
3.304,4.827,370.646,3.238,2.936,3.846,1.236,3.614,995.864,30.972,6963.184,0.0
3.302,4.395,148.222,3.618,2.557,3.847,4.905,3.595,325.185,21.143,741.317,0.536
2.718,4.083,324.913,2.424,4.314,3.516,2.445,3.058,619.421,27.123,5722.77,1.072
5.0,4.28,377.113,1.062,2.897,1.825,2.015,3.292,1790.582,36.93,21910.816,1.609
3.281,4.578,90.373,2.794,3.167,4.225,4.955,3.812,180.124,17.959,575.291,1.609
2.831,4.414,252.59,1.327,4.078,5.703,3.972,3.973,446.122,23.294,2082.684,1.34
3.777,3.163,328.98,1.262,3.072,2.108,3.004,3.592,905.591,27.757,8530.127,0.268
2.881,3.268,194.343,2.806,2.737,2.131,1.751,3.332,865.051,29.409,3318.865,0.804
4.741,3.68,332.515,1.499,2.665,3.533,1.727,3.96,1429.196,33.223,24374.011,1.34
4.438,3.699,165.185,2.703,2.312,1.328,2.202,3.031,862.127,29.857,7673.028,0.268
4.915,4.212,349.371,2.422,2.427,1.787,4.101,3.88,1410.81,34.587,9788.403,0.536
3.728,3.138,362.889,2.598,3.704,4.532,4.176,3.718,600.459,25.74,10254.039,0.0
3.485,3.625,165.618,1.288,2.712,5.123,3.182,3.09,711.816,28.328,7606.47,2.145
4.665,4.663,79.61,2.211,4.108,3.133,2.991,3.124,388.024,23.174,3092.716,1.609
3.737,4.879,277.963,3.368,3.866,3.639,3.487,3.934,606.794,25.992,6658.014,1.072
3.232,3.49,180.75,1.42,4.387,4.918,3.539,3.481,834.424,28.749,8079.491,0.268
2.151,4.354,363.929,3.781,2.068,2.708,3.526,3.458,689.327,25.469,4767.69,0.0
4.418,4.265,101.824,2.366,4.167,5.788,2.143,3.266,232.6,18.933,1524.023,2.145
2.191,3.588,222.449,1.64,4.716,1.828,2.398,3.302,2319.604,38.584,10589.186,0.536
4.077,3.468,202.875,3.652,3.12,4.047,2.339,3.9,537.57,25.173,4275.614,1.072
2.457,4.258,361.355,3.011,3.534,1.591,3.288,3.921,1324.837,31.922,8079.994,0.536
3.114,3.169,258.646,3.123,2.091,4.424,3.906,3.566,395.226,22.097,6729.948,1.609
3.84,4.647,125.375,2.072,4.249,5.147,3.535,3.542,661.654,25.709,3343.353,1.609
3.864,4.365,58.686,1.754,4.296,5.339,4.37,3.437,222.449,18.695,1478.493,0.804
3.278,3.867,265.907,2.587,2.404,2.482,1.272,3.702,756.797,27.863,19088.614,2.413
2.284,4.057,141.892,2.318,3.826,3.126,2.425,3.044,745.902,28.341,5897.639,0.0
3.563,4.048,389.586,3.574,2.912,5.658,4.659,3.696,508.381,23.812,4962.843,2.145
3.638,4.328,250.07,3.373,4.152,2.923,1.402,3.356,833.278,29.506,12924.551,2.413
4.047,3.055,224.708,3.839,2.149,2.151,1.924,3.688,979.119,30.938,6222.15,1.34
2.616,4.815,153.852,3.501,2.519,2.925,1.967,3.262,290.24,20.123,1684.327,1.34
2.955,3.002,69.565,1.857,4.982,5.093,1.171,3.473,247.537,19.583,1109.429,0.536
3.634,4.476,262.603,2.276,3.492,5.969,3.161,3.525,420.89,23.958,3458.394,0.0
2.191,3.913,97.118,1.437,4.273,4.039,1.393,3.124,190.511,17.901,1833.595,0.268
3.447,3.039,339.595,2.907,4.785,2.67,2.191,3.83,1552.098,35.94,14879.938,1.609
2.236,4.574,133.477,1.065,3.191,2.474,3.33,3.254,515.744,24.785,4523.435,2.145
2.025,4.918,148.205,3.144,4.932,4.291,3.524,3.421,401.625,22.413,2090.818,0.0
2.256,4.4,314.01,1.083,2.6,3.944,3.296,3.866,896.651,29.543,15523.047,1.877
4.84,3.047,367.469,3.084,4.058,4.593,3.595,3.984,2206.427,39.271,9156.989,0.0
3.886,4.497,386.921,1.77,3.525,5.757,4.363,3.474,814.149,27.843,7119.663,0.804
3.871,3.354,95.499,2.231,4.071,4.114,3.447,3.337,297.962,20.568,4593.083,1.609
4.13,3.613,391.378,2.601,3.249,5.984,4.321,3.901,570.821,24.814,1389.116,0.536
3.809,3.665,184.588,1.468,3.88,1.055,3.793,3.006,755.525,27.9,10606.928,0.536
2.547,3.604,201.418,3.85,4.295,1.752,2.526,3.972,535.703,24.592,7632.914,0.268
2.111,4.363,170.71,1.521,4.681,5.019,1.506,3.783,296.594,20.784,4619.3,1.877
2.106,3.136,237.71,1.145,2.471,3.01,2.317,3.878,505.322,25.23,3737.787,1.34
2.583,4.148,78.823,3.247,3.545,1.218,3.523,3.247,510.506,23.199,1183.077,1.072
4.914,4.593,21.094,2.992,3.874,1.272,3.351,3.561,121.717,15.642,815.94,2.145
2.77,4.348,253.281,1.052,3.819,4.003,1.77,3.73,671.489,27.826,9361.576,2.145
3.141,4.844,328.221,2.945,2.446,4.978,4.676,3.26,666.253,26.473,2039.288,0.0
3.08,4.3,334.343,1.986,2.446,5.639,3.995,3.081,841.294,29.485,2513.717,0.268
3.741,4.226,285.892,1.018,3.641,4.618,2.128,3.866,1019.638,30.553,11571.572,2.145
3.499,3.688,224.368,1.813,4.548,2.137,2.509,3.026,2300.38,38.965,17566.273,1.34
4.979,4.981,315.948,1.854,3.962,1.807,4.797,3.39,1397.896,32.269,6898.522,2.145
3.389,3.655,218.896,2.859,4.955,3.184,3.413,3.448,546.011,24.847,7449.037,1.072
3.742,4.148,285.633,3.609,2.764,5.589,4.477,3.482,897.911,29.845,1744.304,1.072
3.582,3.173,263.187,3.508,3.593,5.476,4.848,3.162,830.877,28.245,2179.482,0.0
2.298,3.661,343.989,3.947,2.348,4.797,2.349,3.509,566.268,25.509,2439.186,0.536
3.335,4.972,336.664,1.722,4.377,5.6,2.511,3.574,830.927,28.805,3739.697,1.34
3.837,4.774,235.429,3.825,3.011,1.952,3.467,3.428,861.733,28.827,6444.853,0.536
4.302,4.448,217.174,1.733,2.299,3.672,2.924,3.52,623.948,26.924,6097.743,1.877
2.112,3.33,358.836,1.423,3.144,2.122,4.975,3.583,1992.333,36.329,5066.883,0.268
3.568,4.425,341.214,3.837,4.475,1.433,3.32,3.77,867.14,27.872,7102.407,2.145
4.429,3.199,237.287,1.395,4.256,2.027,2.751,3.186,1275.738,33.037,14028.137,2.145
3.48,4.136,294.069,3.671,3.835,4.581,3.946,3.762,611.492,24.944,3929.06,0.536
4.76,4.073,219.486,1.354,4.503,2.326,4.572,3.06,1124.249,30.397,5769.413,0.0
4.643,3.582,143.63,1.408,2.014,3.539,1.12,3.932,599.943,26.13,7935.786,1.34
4.293,3.902,26.538,3.089,2.845,2.591,4.951,3.178,69.664,13.47,266.598,1.609
3.744,4.408,88.137,2.337,2.868,4.67,4.141,3.069,231.531,19.299,923.573,1.072
