journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,journalCommitInterval,Performance-,Cpu-
1,0,1,0,1,50,325997.6,37.22769
1,0,1,0,1,100,318672.4,35.971071
1,0,1,0,1,200,327092.4,35.777407
1,0,1,0,1,500,323864.8,35.338197
1,0,1,0,1,1,330511.4,47.750308
1,0,1,0,1,10,332215.0,43.045464
1,0,1,0,1,50,330036.4,38.50191
1,0,1,0,1,100,331349.0,37.193017
1,0,1,0,1,200,329560.2,36.169118
1,0,1,0,1,500,332918.2,36.186775
1,0,1,0,1,1,260175.0,41.872662
1,0,1,0,1,10,262122.6,39.136677
1,0,1,0,1,50,258026.6,35.340763
1,0,1,0,1,100,265433.0,34.512047
1,0,1,0,1,200,262452.0,34.750569
1,0,1,0,1,500,259274.8,32.392916
1,0,1,0,1,1,262572.6,42.904525
1,0,1,0,1,10,260836.0,38.723464
1,0,1,0,1,50,266112.8,34.69806
1,0,1,0,1,100,257875.0,33.147762
1,0,1,0,1,200,256703.6,33.501267
1,0,1,0,1,500,257895.0,33.285852
1,0,1,0,1,1,261339.0,42.01074
1,0,1,0,1,10,260632.4,39.102362
1,0,1,0,1,50,257717.2,35.278771
1,0,1,0,1,100,262421.2,34.785504
1,0,1,0,1,200,257867.6,34.184845
1,0,1,0,1,500,258660.8,32.888978
1,0,1,0,1,1,261616.2,43.520717
1,0,1,0,1,10,260022.4,38.227341
1,0,1,0,1,50,259002.8,34.277627
1,0,1,0,1,100,258196.0,34.84773
1,0,1,0,1,200,265139.8,34.72648
1,0,1,0,1,500,261754.2,33.026451
1,0,1,0,1,1,262576.2,42.778814
1,0,1,0,1,10,258138.8,37.88002
1,0,1,0,1,50,258728.8,34.121228
1,0,1,0,1,100,260912.8,33.386549
1,0,1,0,1,200,264568.2,34.784471
1,0,1,0,1,500,263303.4,33.95722
1,0,1,0,1,1,329169.8,47.020871
1,0,1,0,1,10,331662.4,42.817396
1,0,1,0,1,50,328271.2,37.411012
1,0,1,0,1,100,327033.2,36.530846
1,0,1,0,1,200,328244.4,37.396809
1,0,1,0,1,500,326195.0,34.832839
1,0,1,0,1,1,335064.2,47.808382
1,0,1,0,1,10,332147.6,42.823851
1,0,1,0,1,50,324903.6,37.273524
1,0,1,0,1,100,336194.4,37.76662
1,0,1,0,1,200,326514.2,36.211219
1,0,1,0,1,500,328091.4,36.129982
1,0,1,0,1,1,338905.0,47.611744
1,0,1,0,1,10,328771.4,41.316202
1,0,1,0,1,50,334599.0,37.610238
1,0,1,0,1,100,335548.4,37.436936
1,0,1,0,1,200,330376.2,37.598074
1,0,1,0,1,500,334738.4,37.219224
1,0,1,0,1,1,334499.2,47.934677
1,0,1,0,1,10,334585.2,43.070748
1,0,1,0,1,50,334657.0,37.728672
1,0,1,0,1,100,334920.8,36.680767
1,0,1,0,1,200,331356.4,36.428854
1,0,1,0,1,500,333321.4,37.623019
1,0,1,0,1,1,337637.8,47.668423
1,0,1,0,1,10,337548.4,43.077819
1,0,1,0,1,50,329747.0,38.528678
1,0,1,0,1,100,330286.8,37.659447
1,0,1,0,1,200,331487.6,37.243751
1,0,1,0,1,500,330000.4,37.264159
1,0,1,0,1,1,252316.4,40.637781
1,0,1,0,1,10,263745.4,37.815142
1,0,1,0,1,50,260077.8,33.840648
1,0,1,0,1,100,260440.6,33.998389
1,0,1,0,1,200,260067.0,33.68436
1,0,1,0,1,500,265403.4,33.141606
1,0,1,0,1,1,261650.4,41.649683
1,0,1,0,1,10,258819.6,37.527958
1,0,1,0,1,50,257719.0,34.700311
1,0,1,0,1,100,254099.2,33.328074
1,0,1,0,1,200,257624.8,33.594036
1,0,1,0,1,500,256722.6,33.499512
1,0,1,0,1,1,261440.8,41.019817
1,0,1,0,1,10,253893.4,37.785002
1,0,1,0,1,50,257118.2,34.374219
1,0,1,0,1,100,257789.6,33.701218
1,0,1,0,1,200,256483.4,33.823241
1,0,1,0,1,500,256796.4,33.648879
1,0,1,0,1,1,261703.6,42.233022
1,0,1,0,1,10,262040.4,38.012041
1,0,1,0,1,50,260142.2,33.839962
1,0,1,0,1,100,252943.2,33.390641
1,0,1,0,1,200,255932.2,33.215041
1,0,1,0,1,500,255314.4,33.17215
1,0,1,0,1,1,258641.8,42.406976
1,0,1,0,1,10,254843.2,36.799467
1,0,1,0,1,50,256155.2,33.666806
1,0,1,0,1,100,257864.8,33.224747
1,0,1,0,1,200,254713.2,33.914639
1,0,1,0,1,500,262919.6,33.228836
1,0,1,0,1,1,327015.0,46.5369
1,0,1,0,1,10,328867.8,42.373596
1,0,1,0,1,50,325960.0,37.142753
1,0,1,0,1,100,325112.8,36.921
1,0,1,0,1,200,329547.8,36.857723
1,0,1,0,1,500,329677.8,37.015018
1,0,1,0,1,1,327963.8,46.953877
1,0,1,0,1,10,328290.4,42.365978
1,0,1,0,1,50,328260.4,37.446997
1,0,1,0,1,100,326613.8,36.452211
1,0,1,0,1,200,332614.4,37.227277
1,0,1,0,1,500,335461.8,36.863766
1,0,1,0,1,1,331183.6,47.252647
1,0,1,0,1,10,327107.8,41.170572
1,0,1,0,1,50,328163.4,38.282238
1,0,1,0,1,100,331645.2,37.536512
1,0,1,0,1,200,330297.8,36.091407
1,0,1,0,1,500,326344.2,36.033985
1,0,1,0,1,1,329825.6,47.070485
1,0,1,0,1,10,338471.4,41.511875
1,0,1,0,1,50,328281.0,38.110227
1,0,1,0,1,100,325340.0,36.488495
1,0,1,0,1,200,329230.0,36.850598
1,0,1,0,1,500,328766.8,37.088525
1,0,1,0,1,1,332962.4,47.332747
1,0,1,0,1,10,333602.6,41.588984
1,0,1,0,1,50,331212.2,38.535624
1,0,1,0,1,100,327974.2,36.981823
1,0,1,0,1,200,326934.6,37.085253
1,0,1,0,1,500,327701.0,35.758112
1,0,1,1,0,1,254117.8,41.376073
1,0,1,1,0,10,256183.2,37.750873
1,0,1,1,0,50,255029.4,34.045544
1,0,1,1,0,100,252650.2,33.010405
1,0,1,1,0,200,251888.4,32.804599
1,0,1,1,0,500,256177.8,32.451812
1,0,1,1,0,1,256577.2,41.4466
1,0,1,1,0,10,253661.2,37.420267
1,0,1,1,0,50,256760.6,33.372846
1,0,1,1,0,100,253517.8,33.202224
1,0,1,1,0,200,260265.8,34.173305
1,0,1,1,0,500,257269.8,32.122762
1,0,1,1,0,1,261388.8,41.738545
1,0,1,1,0,10,259602.2,38.443208
1,0,1,1,0,50,261531.0,34.779865
1,0,1,1,0,100,260906.4,34.283348
1,0,1,1,0,200,258239.0,33.778697
1,0,1,1,0,500,253332.2,32.115956
1,0,1,1,0,1,259512.2,41.893325
1,0,1,1,0,10,254176.8,37.44347
1,0,1,1,0,50,258656.2,34.930798
1,0,1,1,0,100,256314.0,32.972265
1,0,1,1,0,200,249549.6,33.160883
1,0,1,1,0,500,256869.8,32.168203
1,0,1,1,0,1,258307.2,42.449351
1,0,1,1,0,10,255329.0,37.582211
1,0,1,1,0,50,260901.4,35.411593
1,0,1,1,0,100,258620.8,34.911117
1,0,1,1,0,200,259203.6,34.044752
1,0,1,1,0,500,254698.8,32.384717
1,0,1,1,0,1,258627.0,40.981113
1,0,1,1,0,10,257157.8,38.042504
1,0,1,1,0,50,254260.0,34.423348
1,0,1,1,0,100,256263.6,33.865787
1,0,1,1,0,200,257901.8,32.129581
1,0,1,1,0,500,258349.0,32.264967
1,0,1,1,0,1,259029.4,42.334816
1,0,1,1,0,10,260117.4,38.797144
1,0,1,1,0,50,258773.2,34.332747
1,0,1,1,0,100,258208.2,33.50166
1,0,1,1,0,200,261115.8,33.954107
1,0,1,1,0,500,258853.2,33.617246
1,0,1,1,0,1,262604.2,42.154845
1,0,1,1,0,10,257802.0,37.115937
1,0,1,1,0,50,255883.0,34.218323
1,0,1,1,0,100,257184.2,33.53006
1,0,1,1,0,200,258729.0,33.820886
1,0,1,1,0,500,262254.6,33.633549
1,0,1,1,0,1,257869.6,41.864552
1,0,1,1,0,10,257563.0,38.49991
1,0,1,1,0,50,259990.8,34.748976
1,0,1,1,0,100,257306.0,32.915283
1,0,1,1,0,200,259356.8,33.802538
1,0,1,1,0,500,259073.2,32.38372
1,0,1,1,0,1,255605.0,41.795949
1,0,1,1,0,10,259374.8,38.664049
1,0,1,1,0,50,254636.0,33.429531
1,0,1,1,0,100,254884.6,32.839835
1,0,1,1,0,200,258099.8,33.800325
1,0,1,1,0,500,257355.8,32.117293
1,0,1,1,0,1,258691.4,42.101637
1,0,1,1,0,10,262626.6,38.977436
1,0,1,1,0,50,262995.6,34.571344
1,0,1,1,0,100,263889.8,34.288252
1,0,1,1,0,200,258989.2,34.112857
1,0,1,1,0,500,258934.8,32.293165
1,0,1,1,0,1,264308.4,42.586553
1,0,1,1,0,10,258620.6,37.779181
1,0,1,1,0,50,259642.4,34.973597
1,0,1,1,0,100,257218.0,32.830702
1,0,1,1,0,200,261912.8,34.070912
1,0,1,1,0,500,261944.2,34.20047
1,0,1,1,0,1,263866.2,42.693857
1,0,1,1,0,10,258004.6,38.03405
1,0,1,1,0,50,258069.8,34.074317
1,0,1,1,0,100,259695.8,34.811469
1,0,1,1,0,200,264512.4,34.535977
1,0,1,1,0,500,258000.2,32.984576
1,0,1,1,0,1,266590.0,42.844847
1,0,1,1,0,10,262677.6,38.921532
1,0,1,1,0,50,260365.8,35.620514
1,0,1,1,0,100,262322.2,34.400093
1,0,1,1,0,200,262078.2,34.782068
1,0,1,1,0,500,255226.8,33.692379
1,0,1,1,0,1,259442.0,41.701047
1,0,1,1,0,10,262780.2,39.184146
1,0,1,1,0,50,257959.6,35.440664
1,0,1,1,0,100,261004.6,33.694926
1,0,1,1,0,200,259609.8,34.800906
1,0,1,1,0,500,262043.2,32.652381
1,0,1,1,0,1,262300.0,42.710313
1,0,1,1,0,10,263514.0,38.769704
1,0,1,1,0,50,255283.2,33.848244
1,0,1,1,0,100,260560.2,33.081312
1,0,1,1,0,200,260229.2,34.521698
1,0,1,1,0,500,257203.4,31.188535
1,0,1,1,0,1,262722.8,42.838756
1,0,1,1,0,10,261202.4,39.33563
1,0,1,1,0,50,260093.8,33.817158
1,0,1,1,0,100,256480.8,32.78661
1,0,1,1,0,200,253717.4,32.707394
1,0,1,1,0,500,261199.8,33.789041
1,0,1,1,0,1,263099.8,41.941626
1,0,1,1,0,10,257905.6,38.024815
1,0,1,1,0,50,260110.8,34.571391
1,0,1,1,0,100,252846.6,33.029034
1,0,1,1,0,200,258628.0,33.636672
1,0,1,1,0,500,256066.6,33.801112
1,0,1,1,0,1,263558.4,42.355805
1,0,1,1,0,10,261060.6,39.075039
1,0,1,1,0,50,259762.4,34.519398
1,0,1,1,0,100,258431.2,35.406901
1,0,1,1,0,200,258484.2,33.547873
1,0,1,1,0,500,252245.4,32.85942
1,0,1,1,0,1,261502.8,41.958814
1,0,1,1,0,10,260000.8,37.228935
1,0,1,1,0,50,255455.4,34.736941
1,0,1,1,0,100,260700.8,34.173021
1,0,1,1,0,200,261240.4,33.08938
1,0,1,1,0,500,259852.4,34.903688
1,0,1,1,0,1,320028.4,46.377039
1,0,1,1,0,10,324499.6,41.381968
1,0,1,1,0,50,324212.4,36.931696
1,0,1,1,0,100,326648.2,37.51562
1,0,1,1,0,200,326719.6,37.147501
1,0,1,1,0,500,323898.4,35.601424
1,0,1,1,0,1,331933.8,46.954963
1,0,1,1,0,10,325420.0,42.71744
1,0,1,1,0,50,324442.6,37.940273
1,0,1,1,0,100,326416.4,36.040871
1,0,1,1,0,200,325152.6,37.212538
1,0,1,1,0,500,326864.2,36.617107
1,0,1,1,0,1,325271.4,46.823833
1,0,1,1,0,10,327406.2,41.453477
1,0,1,1,0,50,327913.2,38.471037
1,0,1,1,0,100,329231.6,37.975948
1,0,1,1,0,200,324888.4,36.001785
1,0,1,1,0,500,323295.6,36.902432
1,0,1,1,0,1,325312.4,46.823685
1,0,1,1,0,10,328721.4,42.684164
1,0,1,1,0,50,332934.0,38.357463
1,0,1,1,0,100,324700.0,37.254279
1,0,1,1,0,200,329089.8,36.636166
1,0,1,1,0,500,328290.0,35.725249
1,0,1,1,0,1,327481.6,46.118265
1,0,1,1,0,10,328709.2,41.495913
1,0,1,1,0,50,329064.0,37.344436
1,0,1,1,0,100,326750.8,37.342164
1,0,1,1,0,200,322126.4,37.039565
1,0,1,1,0,500,327608.6,36.875471
1,0,1,1,0,1,328810.4,47.277851
1,0,1,1,0,10,330460.0,42.803637
1,0,1,1,0,50,324857.4,38.12928
1,0,1,1,0,100,319807.6,36.59741
1,0,1,1,0,200,333018.6,36.359877
1,0,1,1,0,500,332003.2,37.571518
1,0,1,1,0,1,327659.6,47.082437
1,0,1,1,0,10,332221.4,41.758946
1,0,1,1,0,50,332098.0,38.748835
1,0,1,1,0,100,326155.8,37.238539
1,0,1,1,0,200,336238.2,37.441927
1,0,1,1,0,500,332181.6,35.432785
1,0,1,1,0,1,326511.0,47.015332
1,0,1,1,0,10,335292.4,43.534264
1,0,1,1,0,50,326580.0,38.311653
1,0,1,1,0,100,332817.2,38.050348
1,0,1,1,0,200,330770.8,36.086444
1,0,1,1,0,500,330560.8,36.005803
1,0,1,1,0,1,328166.8,46.376227
1,0,1,1,0,10,332622.4,42.879604
1,0,1,1,0,50,330039.6,37.456653
1,0,1,1,0,100,325754.4,36.421914
1,0,1,1,0,200,334166.8,37.767167
1,0,1,1,0,500,336845.6,36.394156
1,0,1,1,0,1,333066.6,47.857605
1,0,1,1,0,10,329012.6,41.342029
1,0,1,1,0,50,330084.6,37.593562
1,0,1,1,0,100,334847.4,36.882834
1,0,1,1,0,200,330178.0,36.544614
1,0,1,1,0,500,328152.0,37.010066
1,0,1,1,0,1,333052.4,47.412899
1,0,1,1,0,10,326148.8,42.402093
1,0,1,1,0,50,329100.0,38.383092
1,0,1,1,0,100,331938.0,36.845408
1,0,1,1,0,200,331218.2,36.65371
1,0,1,1,0,500,330287.4,36.133451
1,0,1,1,0,1,331116.2,47.424403
1,0,1,1,0,10,329351.4,42.008494
1,0,1,1,0,50,330269.8,36.968183
1,0,1,1,0,100,325404.4,36.475814
1,0,1,1,0,200,321322.4,35.548319
1,0,1,1,0,500,327847.0,35.600695
1,0,1,1,0,1,323380.2,46.669031
1,0,1,1,0,10,330890.2,42.485988
1,0,1,1,0,50,320389.2,37.173523
1,0,1,1,0,100,328746.8,36.42642
1,0,1,1,0,200,325821.6,36.432119
1,0,1,1,0,500,326348.2,35.814309
1,0,1,1,0,1,331117.8,46.859681
1,0,1,1,0,10,330812.4,43.101242
1,0,1,1,0,50,326803.6,37.539481
1,0,1,1,0,100,335808.4,37.559017
1,0,1,1,0,200,330505.0,37.042974
1,0,1,1,0,500,320673.6,36.435565
1,0,1,1,0,1,330748.2,47.139326
1,0,1,1,0,10,334134.2,41.418893
1,0,1,1,0,50,328424.6,38.568131
1,0,1,1,0,100,330598.6,36.85387
1,0,1,1,0,200,328378.4,36.557173
1,0,1,1,0,500,329633.8,36.491209
1,0,1,1,0,1,326026.4,46.113072
1,0,1,1,0,10,334089.0,42.148024
1,0,1,1,0,50,324408.0,37.881898
1,0,1,1,0,100,335167.2,37.301052
1,0,1,1,0,200,332699.0,36.120547
1,0,1,1,0,500,327146.2,36.647353
1,0,1,1,0,1,335199.6,47.860021
1,0,1,1,0,10,335412.6,43.135049
1,0,1,1,0,50,329027.0,37.853131
1,0,1,1,0,100,331131.6,37.61539
1,0,1,1,0,200,329226.4,36.472707
1,0,1,1,0,500,331174.0,35.484483
1,0,1,1,0,1,335886.0,47.864874
1,0,1,1,0,10,329202.2,41.39747
1,0,1,1,0,50,323835.6,37.752669
1,0,1,1,0,100,335266.8,37.135581
1,0,1,1,0,200,328908.6,37.077588
1,0,1,1,0,500,332764.4,37.06305
1,0,1,1,0,1,330741.0,47.526001
1,0,1,1,0,10,331672.6,43.213596
1,0,1,1,0,50,330478.8,38.25618
1,0,1,1,0,100,328315.4,37.511187
1,0,1,1,0,200,325163.6,36.37552
1,0,1,1,0,500,328116.6,35.58241
1,0,1,1,0,1,328996.2,47.245407
1,0,1,1,0,10,334683.4,43.090011
1,0,1,1,0,50,329431.0,37.866677
1,0,1,1,0,100,332736.0,37.751767
1,0,1,1,0,200,331989.6,36.300198
1,0,1,1,0,500,336095.0,37.486124
1,0,1,1,0,1,255012.8,41.0427
1,0,1,1,0,10,256941.8,37.228078
1,0,1,1,0,50,251304.8,33.7676
1,0,1,1,0,100,255616.8,33.725507
1,0,1,1,0,200,259686.2,34.513255
1,0,1,1,0,500,256726.0,33.426452
1,0,1,1,0,1,259112.6,42.563633
1,0,1,1,0,10,259672.2,37.234796
1,0,1,1,0,50,251872.8,33.128533
1,0,1,1,0,100,257447.4,32.718616
1,0,1,1,0,200,257851.8,33.854886
1,0,1,1,0,500,249372.2,30.534734
1,0,1,1,0,1,256548.4,42.087982
1,0,1,1,0,10,256456.2,37.033181
1,0,1,1,0,50,256690.0,35.219647
1,0,1,1,0,100,254470.2,33.344593
1,0,1,1,0,200,257690.4,34.50839
1,0,1,1,0,500,255176.2,33.515409
1,0,1,1,0,1,259206.0,42.778817
1,0,1,1,0,10,252240.0,37.473146
1,0,1,1,0,50,255385.0,34.946531
1,0,1,1,0,100,258456.2,34.802432
1,0,1,1,0,200,253455.0,33.092578
1,0,1,1,0,500,253726.4,33.561703
1,0,1,1,0,1,262683.0,43.088761
1,0,1,1,0,10,254819.6,37.725086
1,0,1,1,0,50,251920.6,33.726909
1,0,1,1,0,100,256183.0,32.79986
1,0,1,1,0,200,260012.4,35.1077
1,0,1,1,0,500,257659.4,34.225685
1,0,1,1,0,1,264138.0,41.395863
1,0,1,1,0,10,255268.4,37.763589
1,0,1,1,0,50,252931.8,33.521984
1,0,1,1,0,100,255997.8,33.912649
1,0,1,1,0,200,249369.8,32.573232
1,0,1,1,0,500,252625.0,32.55316
1,0,1,1,0,1,256528.6,42.151418
1,0,1,1,0,10,262538.4,37.057202
1,0,1,1,0,50,258488.2,34.133726
1,0,1,1,0,100,255107.8,34.592507
1,0,1,1,0,200,254845.2,33.331914
1,0,1,1,0,500,255745.4,32.774537
1,0,1,1,0,1,258674.6,42.733049
1,0,1,1,0,10,256987.2,37.630005
1,0,1,1,0,50,261049.8,33.913069
1,0,1,1,0,100,256052.6,32.874859
1,0,1,1,0,200,257023.0,34.136871
1,0,1,1,0,500,255202.8,33.438991
1,0,1,1,0,1,258576.6,41.684675
1,0,1,1,0,10,258573.2,39.222369
1,0,1,1,0,50,255694.8,34.130676
1,0,1,1,0,100,256696.4,34.284775
1,0,1,1,0,200,259803.4,34.165221
1,0,1,1,0,500,255219.2,33.411098
1,0,1,1,0,1,259208.0,41.473631
1,0,1,1,0,10,252897.6,36.784902
1,0,1,1,0,50,253532.6,33.515625
1,0,1,1,0,100,256325.4,33.170425
1,0,1,1,0,200,255107.4,34.43825
1,0,1,1,0,500,258373.2,34.195324
1,0,1,1,0,1,332384.6,47.734445
1,0,1,1,0,10,328271.2,42.652589
1,0,1,1,0,50,331251.6,38.835264
1,0,1,1,0,100,326191.0,37.03553
1,0,1,1,0,200,323885.6,36.874207
1,0,1,1,0,500,328440.6,37.361499
1,0,1,1,0,1,323294.2,46.609257
1,0,1,1,0,10,329686.8,42.940469
1,0,1,1,0,50,327606.2,38.392814
1,0,1,1,0,100,326903.2,37.656853
1,0,1,1,0,200,322389.2,36.692173
1,0,1,1,0,500,325693.2,34.927278
1,0,1,1,0,1,331215.4,47.773958
1,0,1,1,0,10,326954.2,42.849043
1,0,1,1,0,50,324877.2,38.092352
1,0,1,1,0,100,323148.6,37.181802
1,0,1,1,0,200,330329.2,37.239405
1,0,1,1,0,500,329517.2,36.817898
1,0,1,1,0,1,327170.2,46.743674
1,0,1,1,0,10,330512.6,42.799244
1,0,1,1,0,50,326398.0,38.470552
1,0,1,1,0,100,330305.4,37.712173
1,0,1,1,0,200,322554.4,34.768416
1,0,1,1,0,500,321496.0,35.124856
1,0,1,1,0,1,324861.0,47.254525
1,0,1,1,0,10,324639.8,40.764049
1,0,1,1,0,50,327932.6,38.561856
1,0,1,1,0,100,326807.2,37.551333
1,0,1,1,0,200,327483.2,36.997528
1,0,1,1,0,500,322775.0,37.000109
1,0,1,1,0,1,328868.6,46.791281
1,0,1,1,0,10,326894.2,42.509564
1,0,1,1,0,50,326419.4,37.914479
1,0,1,1,0,100,326275.8,36.111183
1,0,1,1,0,200,325980.8,35.310854
1,0,1,1,0,500,325875.4,36.604405
1,0,1,1,0,1,328421.6,46.446288
1,0,1,1,0,10,332058.8,41.268229
1,0,1,1,0,50,326374.0,37.766758
1,0,1,1,0,100,326639.2,36.771821
1,0,1,1,0,200,327730.4,37.14132
1,0,1,1,0,500,325089.4,36.4765
1,0,1,1,0,1,326929.4,46.902754
1,0,1,1,0,10,328366.8,41.921535
1,0,1,1,0,50,326367.6,37.924741
1,0,1,1,0,100,329786.8,36.931319
1,0,1,1,0,200,332337.4,36.574123
1,0,1,1,0,500,326009.2,36.740446
1,0,1,1,0,1,322131.6,46.169512
1,0,1,1,0,10,327694.8,42.97339
1,0,1,1,0,50,331318.0,38.423216
1,0,1,1,0,100,328564.6,37.434551
1,0,1,1,0,200,326146.2,36.981056
1,0,1,1,0,500,330814.8,36.698833
1,0,1,1,0,1,330684.0,47.223729
1,0,1,1,0,10,326642.2,42.625181
1,0,1,1,0,50,329086.6,38.274907
1,0,1,1,0,100,330271.2,36.140044
1,0,1,1,0,200,324166.6,35.714959
1,0,1,1,0,500,329543.4,36.954877
1,0,1,1,0,1,264173.0,42.01921
1,0,1,1,0,10,260406.6,38.439607
1,0,1,1,0,50,261145.6,35.165807
1,0,1,1,0,100,257309.6,32.905016
1,0,1,1,0,200,257368.8,34.341544
1,0,1,1,0,500,258449.2,34.526727
1,0,1,1,0,1,261989.4,42.512943
1,0,1,1,0,10,257478.8,38.817091
1,0,1,1,0,50,263434.8,34.624255
1,0,1,1,0,100,261388.4,34.511591
1,0,1,1,0,200,263073.0,34.502624
1,0,1,1,0,500,263611.0,34.092118
1,0,1,1,0,1,264118.6,42.159199
1,0,1,1,0,10,261213.8,38.34601
1,0,1,1,0,50,263706.0,34.737967
1,0,1,1,0,100,260440.4,34.838114
1,0,1,1,0,200,256584.8,34.614044
1,0,1,1,0,500,261322.6,33.826216
1,0,1,1,0,1,258554.0,42.56288
1,0,1,1,0,10,260456.4,38.475697
1,0,1,1,0,50,259514.8,35.11069
1,0,1,1,0,100,261350.8,35.198678
1,0,1,1,0,200,258685.2,32.407199
1,0,1,1,0,500,263003.6,34.36118
1,0,1,1,0,1,268139.8,42.999875
1,0,1,1,0,10,262738.6,39.242114
1,0,1,1,0,50,257146.6,33.603587
1,0,1,1,0,100,258741.4,35.185461
1,0,1,1,0,200,255890.0,32.697826
1,0,1,1,0,500,259403.2,34.74747
1,0,1,1,0,1,330501.4,47.116565
1,0,1,1,0,10,327153.0,42.38152
1,0,1,1,0,50,330386.8,38.658883
1,0,1,1,0,100,327341.4,36.440322
1,0,1,1,0,200,327856.6,36.13077
1,0,1,1,0,500,327616.2,37.356533
1,0,1,1,0,1,336219.8,47.881928
1,0,1,1,0,10,332272.8,41.959462
1,0,1,1,0,50,329975.2,37.248731
1,0,1,1,0,100,334736.0,37.843348
1,0,1,1,0,200,325292.6,35.556592
1,0,1,1,0,500,332274.0,37.306957
1,0,1,1,0,1,331107.2,47.48841
1,0,1,1,0,10,329226.4,41.627506
1,0,1,1,0,50,330590.0,38.410211
1,0,1,1,0,100,328647.0,36.310786
1,0,1,1,0,200,325630.8,35.017426
1,0,1,1,0,500,325213.4,37.197135
1,0,1,1,0,1,331759.4,47.452682
1,0,1,1,0,10,335865.0,42.859343
1,0,1,1,0,50,334160.6,39.056898
1,0,1,1,0,100,329288.0,37.424243
1,0,1,1,0,200,332933.0,37.210169
1,0,1,1,0,500,329487.8,36.05587
1,0,1,1,0,1,335260.2,48.013224
1,0,1,1,0,10,331873.6,43.123261
1,0,1,1,0,50,331098.4,38.729203
1,0,1,1,0,100,328676.2,37.906722
1,0,1,1,0,200,330477.4,37.341856
1,0,1,1,0,500,341753.2,36.923947
1,0,1,1,0,1,264805.4,42.768684
1,0,1,1,0,10,259249.2,38.380746
1,0,1,1,0,50,257875.2,34.812876
1,0,1,1,0,100,260315.4,34.290637
1,0,1,1,0,200,261354.6,34.079962
1,0,1,1,0,500,260247.6,34.238727
1,0,1,1,0,1,254977.8,42.051237
1,0,1,1,0,10,259649.2,38.995243
1,0,1,1,0,50,259097.4,33.098274
1,0,1,1,0,100,262217.8,34.288543
1,0,1,1,0,200,258360.6,33.88443
1,0,1,1,0,500,262191.4,33.887734
1,0,1,1,0,1,268190.6,42.173562
1,0,1,1,0,10,255692.6,36.841234
1,0,1,1,0,50,259509.4,35.055626
1,0,1,1,0,100,260859.8,34.620568
1,0,1,1,0,200,262763.4,33.591858
1,0,1,1,0,500,261288.0,34.082354
1,0,1,1,0,1,259197.4,41.89257
1,0,1,1,0,10,259216.6,39.023082
1,0,1,1,0,50,258602.2,35.025459
1,0,1,1,0,100,256979.6,34.431512
1,0,1,1,0,200,263016.2,34.301676
1,0,1,1,0,500,260786.8,34.3286
1,0,1,1,0,1,264540.8,42.418717
1,0,1,1,0,10,260886.4,38.175514
1,0,1,1,0,50,263901.4,34.697904
1,0,1,1,0,100,261075.4,34.417761
1,0,1,1,0,200,263930.0,34.551631
1,0,1,1,0,500,256270.2,34.013811
1,0,1,1,0,1,329678.2,46.736991
1,0,1,1,0,10,333870.6,42.566692
1,0,1,1,0,50,328635.0,38.220583
1,0,1,1,0,100,330253.2,36.039373
1,0,1,1,0,200,335696.6,37.031936
1,0,1,1,0,500,328516.8,36.771948
1,0,1,1,0,1,334088.8,47.441782
1,0,1,1,0,10,330920.4,42.700929
1,0,1,1,0,50,328973.2,38.134819
1,0,1,1,0,100,326192.2,37.200246
1,0,1,1,0,200,331434.2,36.979639
1,0,1,1,0,500,325913.2,36.675402
1,0,1,1,0,1,331358.2,47.150477
1,0,1,1,0,10,333369.0,42.629043
1,0,1,1,0,50,327157.4,38.253583
1,0,1,1,0,100,331321.6,37.411
1,0,1,1,0,200,327131.6,35.524645
1,0,1,1,0,500,327395.0,37.013102
1,0,1,1,0,1,335550.8,47.586648
1,0,1,1,0,10,327115.8,42.405866
1,0,1,1,0,50,330412.8,38.229264
1,0,1,1,0,100,329766.0,36.229188
1,0,1,1,0,200,329586.8,35.847083
1,0,1,1,0,500,333724.2,36.932806
1,0,1,1,0,1,330852.6,47.048972
1,0,1,1,0,10,330268.4,42.397931
1,0,1,1,0,50,332070.6,37.115389
1,0,1,1,0,100,331213.0,37.40375
1,0,1,1,0,200,332900.6,36.919721
1,0,1,1,0,500,329096.8,36.432819
1,0,1,0,1,1,257825.6,41.985604
1,0,1,0,1,10,256489.2,37.495227
1,0,1,0,1,50,255594.6,34.43933
1,0,1,0,1,100,257858.0,34.215722
1,0,1,0,1,200,259006.2,32.274986
1,0,1,0,1,500,256570.8,33.899781
1,0,1,0,1,1,262131.8,41.979322
1,0,1,0,1,10,252545.8,38.208441
1,0,1,0,1,50,257080.0,34.889956
1,0,1,0,1,100,257142.8,34.376505
1,0,1,0,1,200,257511.4,33.998543
1,0,1,0,1,500,257535.8,33.877494
1,0,1,0,1,1,262222.0,41.625144
1,0,1,0,1,10,255772.8,38.772596
1,0,1,0,1,50,259889.8,34.572594
1,0,1,0,1,100,259167.6,34.057315
1,0,1,0,1,200,256213.2,33.435026
1,0,1,0,1,500,255117.2,34.375822
1,0,1,0,1,1,260117.8,42.150257
1,0,1,0,1,10,257557.2,38.419881
1,0,1,0,1,50,258036.2,34.702342
1,0,1,0,1,100,259774.0,34.249415
1,0,1,0,1,200,254449.4,34.08537
