 ACAP, DOCU, FLEX, KLOC, PREC, SITE, TEAM, TIME, EFFORT-, MONTHS-, DEFECTS-, RISKS-
3.801,2.152,3.506,279.831,4.693,1.316,3.947,3.633,2272.574,38.344,15183.577,0.0
3.041,2.942,3.703,282.171,1.478,2.644,4.086,3.256,1464.669,34.435,11945.137,0.0
4.182,1.726,2.406,187.896,1.972,3.596,3.921,3.532,365.986,22.208,1918.168,0.0
4.384,4.077,1.233,386.648,4.479,5.912,1.495,3.105,1630.251,34.627,7938.468,0.536
3.81,2.398,4.134,153.187,3.374,2.732,1.101,3.376,590.725,25.498,3312.409,0.536
4.091,2.786,2.599,297.951,3.391,2.709,3.828,3.203,993.989,30.141,5136.678,0.536
4.853,4.44,4.746,266.169,3.16,1.862,2.095,3.209,732.842,27.117,3937.255,0.268
4.862,4.451,2.767,310.116,1.076,5.25,3.257,3.904,1198.484,33.199,5451.169,0.804
3.699,1.88,4.707,367.076,2.474,2.596,4.588,3.715,1231.768,31.282,9450.562,0.0
3.348,1.838,3.951,414.056,2.168,1.025,4.713,3.511,2559.43,40.343,25238.303,0.536
4.075,2.542,2.861,124.717,1.048,5.826,3.162,3.115,442.654,23.953,1953.404,0.0
3.096,3.272,3.166,259.398,1.719,3.807,2.848,3.111,2035.943,38.138,7678.078,1.072
4.447,2.101,4.348,94.448,2.514,1.639,2.843,3.722,325.321,21.329,5360.085,0.268
4.421,2.109,2.673,159.958,3.522,1.526,4.127,3.565,1060.438,29.954,7220.021,0.0
3.297,2.085,1.339,252.938,1.326,5.076,2.892,3.319,1661.219,36.79,13725.366,0.268
4.261,1.335,3.072,272.037,2.08,4.397,2.465,3.022,717.341,27.506,9118.206,0.0
4.835,4.733,3.687,331.345,1.44,4.659,3.7,3.071,1449.845,33.267,7011.634,0.536
4.602,1.462,4.635,18.643,4.03,1.799,4.576,3.679,121.771,15.352,644.359,0.536
4.684,4.537,3.222,339.628,4.386,5.96,3.01,3.103,892.866,28.166,3235.803,0.0
3.459,4.186,3.152,95.655,4.068,5.016,2.53,3.258,372.606,22.178,1669.779,0.0
4.749,4.22,1.853,323.929,2.6,5.684,3.078,3.345,507.628,25.517,2406.419,0.0
3.75,3.012,2.45,359.654,1.499,5.395,1.546,3.516,1097.386,32.922,5572.309,0.536
4.627,2.072,1.099,41.901,4.364,5.405,4.647,3.631,275.72,20.16,704.068,0.0
4.51,3.068,2.5,256.898,4.915,2.046,1.744,3.592,2599.079,41.121,15490.887,1.072
4.576,4.157,3.072,236.467,1.658,2.537,3.624,3.752,1231.667,32.199,5165.511,0.0
4.392,3.933,3.339,380.869,1.776,3.11,3.657,3.622,1618.293,33.733,13504.263,0.0
4.124,3.891,3.082,362.21,1.362,5.92,3.848,3.657,1438.779,33.954,3543.919,0.268
3.601,2.751,2.857,264.346,3.209,1.375,1.348,3.97,2249.441,40.293,26719.566,0.536
4.802,1.026,3.369,31.186,2.042,2.003,1.231,3.414,149.548,17.01,1237.59,0.268
3.904,2.27,1.2,222.36,4.223,3.967,4.97,3.866,673.605,25.868,4425.532,0.0
4.981,3.461,1.794,206.43,4.354,1.439,4.788,3.884,1772.864,35.072,7680.3,0.536
4.133,2.891,2.869,36.387,2.921,1.464,3.62,3.71,219.006,18.504,2142.795,0.268
4.743,4.605,1.082,94.062,1.285,1.043,2.017,3.791,746.503,28.979,2618.934,0.268
3.959,2.339,2.541,308.184,2.728,2.757,3.424,3.75,1540.174,34.692,29008.434,0.0
3.412,4.846,3.771,130.784,2.495,5.539,1.253,3.497,410.691,22.743,722.192,0.0
3.399,3.392,2.608,37.457,4.535,4.03,2.813,3.231,177.726,17.593,607.415,0.0
4.256,3.533,4.896,170.457,3.257,1.722,4.436,3.075,752.841,26.335,4546.911,0.536
4.132,3.666,1.011,356.478,1.022,2.431,3.104,3.526,1882.325,38.821,10232.738,0.0
4.634,1.756,4.034,41.069,3.529,5.66,1.396,3.112,121.601,15.846,755.408,0.0
3.103,4.696,2.988,353.969,1.556,2.315,4.699,3.859,1353.267,33.2,4676.109,0.0
4.785,1.058,4.526,244.867,2.19,1.385,3.874,3.093,1040.934,29.819,17523.371,0.0
3.484,2.137,2.534,416.335,1.402,2.439,2.342,3.561,3034.268,43.725,21071.997,0.0
4.923,1.598,4.068,354.025,2.186,2.165,3.386,3.925,1724.197,35.268,20452.819,0.0
3.929,4.023,3.252,292.886,2.403,3.831,1.984,3.04,1326.038,33.883,14357.074,0.0
3.39,3.296,2.133,347.5,3.182,4.262,4.186,3.702,3158.224,43.055,17505.217,0.0
4.043,4.527,1.993,110.179,3.578,1.254,4.38,3.244,336.215,21.243,559.863,0.0
4.857,2.648,4.035,190.493,4.288,2.668,2.067,3.677,582.715,25.401,4179.773,0.0
3.756,1.269,3.838,156.692,1.078,5.795,3.115,3.693,472.806,24.685,1845.751,0.268
4.395,2.784,4.881,199.36,4.316,2.625,1.743,3.122,1584.744,34.0,10888.14,0.804
4.613,1.274,1.081,228.279,2.909,5.261,2.739,3.697,690.088,28.289,10088.199,0.0
3.813,3.347,4.5,239.584,2.967,3.21,4.632,3.346,1603.119,33.078,6510.142,0.536
3.138,3.66,4.399,273.881,4.125,1.605,3.95,3.024,1042.308,29.813,11242.402,0.0
3.707,3.245,3.856,17.863,3.187,4.193,2.522,3.761,142.441,16.733,960.815,0.268
4.301,4.625,2.519,278.443,1.413,2.949,4.544,3.881,1646.717,35.926,8869.076,0.0
3.823,4.535,3.925,284.398,2.115,4.481,1.303,3.172,1857.62,38.382,3409.256,0.0
3.587,3.928,3.208,57.124,1.256,4.337,3.236,3.246,280.636,20.322,2252.171,0.536
4.889,3.407,3.318,371.499,2.224,3.009,2.57,3.657,1158.046,31.807,18973.493,1.072
4.793,3.854,2.767,192.877,3.024,4.589,3.79,3.253,722.555,27.504,3579.758,0.0
4.114,2.304,4.636,241.678,1.671,2.86,1.132,3.312,2160.871,40.297,20133.5,0.268
3.845,1.653,1.117,255.152,1.806,3.256,3.428,3.437,1304.71,33.73,6190.603,0.268
3.651,3.762,3.155,343.347,2.417,5.634,1.821,3.889,1999.012,37.637,11690.726,1.877
3.294,4.243,3.161,309.829,1.851,4.553,4.318,3.428,668.927,26.756,4460.508,0.0
3.661,4.755,1.099,134.425,1.212,4.51,4.249,3.566,1002.259,31.622,5256.318,0.0
4.766,2.033,3.765,87.605,3.733,1.121,1.57,3.311,525.465,24.545,1716.829,0.536
3.241,1.494,1.651,222.523,3.722,5.481,3.345,3.296,626.292,25.982,3295.83,0.0
4.091,1.256,1.027,159.427,3.996,4.215,3.448,3.306,777.505,28.643,13991.302,0.536
4.413,4.53,1.286,303.475,3.757,1.693,2.528,3.114,1386.854,33.24,5085.818,0.268
3.669,2.649,2.882,290.708,2.792,5.831,3.027,3.199,1628.87,36.268,9153.181,0.0
3.534,4.744,4.671,272.358,4.213,2.508,2.439,3.162,1742.955,35.003,11947.684,0.0
4.859,1.861,3.024,135.115,2.631,1.157,1.887,3.074,653.921,27.204,3604.911,0.536
4.047,3.442,3.262,280.164,3.175,5.832,4.368,3.604,1328.71,31.697,12475.408,0.804
3.449,3.91,2.951,244.826,3.921,2.657,1.583,3.749,837.313,28.136,4257.529,0.804
4.704,3.718,2.63,152.173,4.071,5.48,1.833,3.285,541.779,24.901,1455.398,1.609
4.207,4.071,1.706,361.122,4.364,3.07,3.278,3.297,1550.582,34.403,9001.807,0.536
3.138,1.926,3.894,71.293,4.413,4.149,4.929,3.718,491.499,23.181,2970.678,0.536
3.569,3.106,3.252,194.5,4.702,3.978,4.589,3.39,1265.268,30.849,4099.876,0.0
3.506,3.214,2.688,189.827,2.848,5.64,2.904,3.069,1459.69,34.148,7190.296,0.0
3.202,1.025,4.854,120.393,4.529,5.506,2.246,3.087,395.055,22.03,2849.695,1.34
4.07,3.242,4.537,44.898,3.584,5.068,1.938,3.668,225.3,19.188,1729.217,0.0
3.383,1.77,4.438,284.244,4.186,4.719,3.567,3.783,951.502,28.247,6920.025,0.268
4.554,1.43,4.34,164.439,3.879,2.105,1.568,3.184,494.501,24.482,6487.277,0.268
3.407,2.633,3.976,314.35,2.377,2.328,1.695,3.56,1354.669,32.875,9830.729,0.268
4.249,3.708,3.625,244.394,3.236,4.366,3.478,3.226,1370.811,32.282,5724.914,0.804
3.778,2.97,2.256,407.49,2.444,4.013,2.095,3.397,715.541,27.951,7332.245,0.0
3.233,3.552,2.605,312.817,4.885,5.993,1.867,3.816,2174.338,37.774,6335.802,0.0
4.992,1.835,4.698,180.269,3.284,1.069,3.829,3.78,1156.635,31.458,9437.232,0.536
4.626,3.851,3.029,264.912,2.769,1.856,2.19,3.898,2795.966,41.326,12590.48,0.268
4.521,1.044,3.443,273.979,4.937,5.893,2.129,3.138,618.817,25.029,3370.849,1.34
3.306,2.874,2.206,297.675,4.928,4.717,3.585,3.669,2102.058,36.33,9174.61,0.536
3.115,3.672,2.004,140.779,1.679,3.054,4.645,3.726,744.172,27.349,3809.607,0.0
3.007,1.182,1.756,353.08,3.67,1.973,2.132,3.576,1074.758,30.58,8340.85,0.536
4.554,4.796,2.804,318.127,1.551,5.88,4.175,3.624,569.992,25.689,1205.609,0.0
4.463,1.43,1.752,243.789,4.867,4.163,2.424,3.159,1260.944,32.138,6597.143,1.072
4.56,4.961,4.272,105.079,3.807,5.891,1.622,3.321,272.967,20.551,676.529,0.0
3.071,1.312,4.872,140.827,1.19,2.769,3.574,3.455,411.498,23.064,2713.001,0.0
3.84,4.991,2.078,284.082,2.98,3.481,3.03,3.552,1982.918,37.052,4386.694,0.536
3.877,4.382,2.947,299.316,4.335,4.237,4.664,3.761,1399.354,32.702,4329.056,0.0
3.034,1.196,2.951,176.825,2.446,1.214,4.829,3.876,1285.598,32.297,14952.532,0.0
4.641,1.963,4.515,132.456,2.36,1.615,3.556,3.528,534.531,24.108,6204.257,0.0
3.88,3.22,1.511,57.804,1.814,3.983,3.653,3.444,404.711,23.454,2682.593,0.0
4.534,2.044,2.485,293.77,3.484,1.656,1.477,3.124,1543.835,34.588,21054.132,1.072
3.074,3.577,3.119,243.819,2.678,1.271,3.514,3.215,1578.731,35.132,11063.82,0.0
3.543,2.069,4.405,406.488,1.282,1.436,3.654,3.854,2489.189,38.479,27436.774,0.0
3.036,4.041,4.695,201.751,3.513,1.293,1.97,3.437,887.777,28.28,8883.152,1.072
3.016,3.232,1.26,357.689,2.58,1.973,4.172,3.323,2937.646,42.251,23305.088,0.536
4.174,3.65,3.472,360.417,4.387,2.74,1.92,3.261,1445.99,33.16,8276.18,0.268
3.759,4.075,1.784,171.604,4.857,2.57,3.583,3.714,1906.931,36.615,14497.736,0.536
3.266,2.459,2.996,14.642,2.879,2.236,4.562,3.796,100.073,14.818,558.78,0.0
3.727,2.073,3.749,250.522,1.27,4.956,3.253,3.147,1830.674,37.546,14721.24,0.536
3.872,1.033,3.337,379.591,2.877,3.724,1.018,3.083,1221.703,32.0,6548.976,0.268
3.925,3.809,4.385,10.963,3.693,3.395,3.801,3.473,51.423,12.032,269.702,0.0
4.96,3.724,4.3,417.401,4.736,4.422,4.912,3.748,1275.89,31.323,5036.703,0.0
3.593,3.825,2.305,410.364,1.941,5.706,4.227,3.828,1212.89,31.513,14262.324,0.536
3.901,2.22,1.752,156.395,4.1,4.301,4.23,3.007,596.835,25.304,1789.633,0.0
4.157,2.871,3.135,74.151,1.334,5.257,4.639,3.468,236.947,19.177,888.681,0.0
4.472,4.393,3.992,31.334,2.088,4.831,1.292,3.298,123.877,16.453,670.245,0.536
4.305,4.02,4.102,45.745,2.182,3.141,1.499,3.001,243.97,19.598,1159.575,0.0
3.302,4.307,2.296,322.914,2.774,4.636,2.08,3.374,2168.065,39.117,8032.575,0.0
4.315,2.769,4.618,402.485,2.901,4.216,2.866,3.839,1081.093,30.94,6698.837,0.0
3.368,1.739,4.087,87.341,1.325,5.685,1.795,3.196,341.647,21.622,1647.761,0.0
3.925,4.775,1.443,274.23,2.697,5.541,3.594,3.564,2283.819,38.439,4714.107,0.536
3.109,3.847,4.085,39.693,4.496,4.553,4.266,3.786,157.911,16.646,573.618,0.268
4.995,1.409,3.19,328.882,3.924,2.404,4.963,3.108,1069.468,29.809,15556.322,0.536
4.435,2.077,4.015,70.682,2.797,4.967,4.152,3.904,259.988,20.02,2591.632,0.0
4.769,1.847,4.273,399.272,3.958,2.372,4.375,3.717,1518.979,33.52,23512.261,0.268
4.352,3.445,4.219,339.933,4.874,2.004,3.855,3.7,2149.967,37.022,23520.05,0.0
3.165,3.116,4.862,240.474,2.873,1.545,3.634,3.945,1671.266,33.633,17244.943,0.268
4.638,3.773,4.943,122.298,2.638,4.233,1.537,3.939,616.32,26.698,3269.416,0.0
4.971,4.694,2.105,177.11,1.549,3.258,4.437,3.182,1787.238,35.944,7905.09,0.536
4.685,1.766,2.894,102.005,4.362,5.787,1.485,3.148,124.692,16.293,399.002,0.0
3.168,2.182,4.245,300.397,2.137,4.271,4.495,3.339,919.389,29.062,8342.045,0.0
3.196,4.018,1.736,137.727,3.256,3.644,2.645,3.764,699.722,26.927,3092.252,0.0
4.827,3.711,2.305,124.731,1.356,5.488,1.657,3.59,649.358,27.665,4579.861,0.0
4.193,3.914,2.079,137.795,4.383,2.612,3.56,3.24,1162.2,31.197,4889.315,0.268
4.99,4.597,2.868,404.401,4.552,6.0,2.515,3.808,1565.815,33.963,8777.176,1.072
3.376,3.69,4.802,17.13,1.182,4.058,1.364,3.138,134.99,16.462,374.941,0.0
4.197,2.651,2.82,88.453,2.778,5.354,2.939,3.507,641.648,25.972,4127.107,0.0
4.788,4.359,4.074,161.834,4.233,4.613,1.781,3.362,621.69,25.235,1806.358,0.536
3.368,2.31,2.642,169.063,4.112,2.525,4.782,3.135,697.325,26.526,4233.58,0.536
3.628,4.3,3.08,328.632,3.258,2.501,2.751,3.862,3555.848,44.04,17385.501,0.0
4.825,2.277,3.372,380.48,4.153,3.403,3.208,3.413,768.67,26.76,4454.276,0.0
4.933,1.359,1.964,127.287,2.246,3.781,4.404,3.318,270.83,20.042,1541.094,0.0
4.352,4.011,4.467,68.798,4.704,2.271,4.085,3.329,289.537,20.004,1217.336,0.0
4.969,4.329,2.819,8.336,4.914,1.391,4.326,3.506,45.342,11.387,194.884,0.0
3.265,2.972,3.233,231.445,1.734,3.607,1.205,3.05,1148.023,33.782,3823.667,0.0
4.241,2.974,2.268,396.81,1.779,3.384,4.116,3.373,1672.928,36.182,11330.064,0.0
4.02,3.661,4.683,68.781,2.209,1.452,1.922,3.388,586.661,25.677,4567.41,0.536
4.17,1.519,2.63,135.34,1.982,4.56,4.766,3.263,279.362,19.991,2150.368,0.0
4.988,1.897,4.017,19.461,4.273,4.917,2.991,3.315,55.435,12.113,245.933,0.0
4.414,1.372,1.984,150.568,4.968,3.583,3.13,3.5,1002.672,29.091,14590.351,0.0
4.427,4.338,3.022,382.142,2.638,4.237,1.74,3.814,1401.464,33.32,5686.275,0.536
4.951,2.111,3.075,250.111,4.975,1.651,3.99,3.904,609.537,24.973,6325.481,0.0
4.186,4.68,2.684,379.386,2.673,1.22,3.218,3.423,2759.96,39.414,8691.833,0.0
3.865,1.362,1.07,38.077,2.473,3.005,4.15,3.252,222.59,19.563,2471.545,0.0
3.488,2.181,2.743,413.077,2.894,4.426,4.097,4.0,1249.708,31.963,8254.538,0.268
4.96,4.413,2.356,390.742,2.324,5.239,1.598,3.409,1309.569,35.456,8966.479,1.609
3.234,3.152,4.701,123.593,1.521,2.107,3.38,3.396,612.969,25.036,3017.778,0.0
4.767,4.976,4.78,72.475,3.298,3.787,1.876,3.302,430.668,22.818,1844.725,1.609
4.559,2.738,3.163,13.12,2.233,3.877,3.207,3.976,109.869,15.366,266.194,0.0
3.164,1.164,4.237,131.81,2.733,4.184,2.425,3.045,531.277,24.437,1827.206,0.0
3.178,4.887,1.423,186.017,4.751,5.548,4.668,3.881,548.977,24.56,1758.577,0.0
4.62,4.696,4.659,125.986,4.969,5.517,2.871,3.675,346.44,20.938,608.457,0.0
4.192,3.571,3.716,155.83,4.975,5.305,4.648,3.542,394.138,21.935,2467.494,0.0
4.6,4.927,4.766,407.087,4.688,4.343,2.131,3.38,1657.703,35.293,10727.938,0.0
4.783,4.142,2.044,155.873,1.541,1.916,4.142,3.796,732.174,27.522,3597.802,0.0
4.784,2.82,3.708,14.588,3.648,2.823,1.603,3.423,64.632,13.154,300.824,0.268
4.726,3.297,3.726,158.005,3.857,4.285,3.291,3.243,473.851,23.615,2608.005,0.0
3.407,1.736,3.642,287.319,4.412,5.091,4.571,3.285,560.637,24.978,5581.907,0.0
4.445,4.579,3.794,167.111,1.082,3.267,3.185,3.153,1741.31,36.251,14247.988,0.536
3.105,4.436,4.37,299.255,4.319,2.135,4.579,3.807,1233.506,30.939,7182.937,0.0
4.724,4.282,1.726,241.454,3.434,3.219,2.501,3.781,1288.664,33.838,7442.488,0.0
4.573,3.057,2.694,284.538,4.416,4.475,3.569,3.44,877.469,28.304,2491.39,0.268
3.629,3.848,2.418,120.603,4.4,2.776,3.18,3.879,730.352,27.28,3081.987,0.268
4.78,3.0,1.416,311.211,3.729,5.113,3.807,3.369,527.636,24.85,2234.886,0.0
4.827,4.698,1.645,118.405,2.686,1.443,4.488,3.964,1249.683,33.208,7523.277,0.804
4.945,1.406,2.134,34.432,2.717,3.95,3.185,3.203,92.25,14.613,543.307,0.0
3.656,1.414,2.935,308.731,2.647,2.95,4.055,3.21,2006.444,36.351,16143.153,0.268
3.698,3.485,4.092,45.811,1.603,2.088,1.23,3.32,216.821,19.049,2027.973,1.877
3.138,2.649,3.714,302.194,1.499,5.829,3.556,3.968,1246.917,32.505,3827.509,0.0
4.496,4.192,1.757,153.923,3.895,2.372,3.193,3.52,1261.863,32.018,13096.351,0.0
4.15,1.848,1.603,48.0,2.379,3.925,2.476,3.042,321.72,22.262,2147.261,0.0
4.167,1.352,2.517,189.435,4.746,3.937,4.155,3.551,815.005,27.224,4689.823,0.0
4.04,2.929,1.294,95.505,2.513,2.146,2.716,3.67,439.006,23.737,1996.474,0.0
4.145,2.586,3.284,300.822,3.186,5.0,3.681,3.492,934.086,29.228,2772.966,0.0
3.258,1.204,1.016,153.064,1.281,3.462,4.7,3.023,775.012,27.527,3731.116,0.0
4.158,3.323,2.385,67.58,1.347,2.563,2.087,3.523,599.975,26.27,2700.595,0.0
3.463,4.017,4.195,228.225,4.622,2.538,1.564,3.182,1393.387,32.928,8848.224,0.268
3.633,2.908,2.022,204.502,1.551,4.564,3.61,3.558,1421.157,34.792,8234.765,0.536
4.236,4.948,2.045,178.906,3.77,3.218,4.207,3.127,1145.126,31.575,3868.593,0.0
4.375,2.874,3.021,56.482,4.42,4.021,2.111,3.424,244.158,19.328,960.1,0.0
3.44,3.832,3.708,281.219,3.061,2.04,1.181,3.422,2168.221,38.811,11580.373,0.268
4.331,2.191,2.287,327.709,4.581,3.275,4.623,3.218,1035.448,29.86,5567.854,0.0
3.786,1.583,2.899,275.607,2.124,3.181,3.392,3.409,862.303,28.787,10912.27,0.0
3.82,3.219,3.357,87.525,3.002,5.498,2.247,3.037,498.713,24.618,3068.56,1.072
3.803,4.319,4.083,39.378,2.393,4.649,1.228,3.795,188.823,18.73,661.295,0.0
4.306,1.823,4.33,284.224,3.626,1.716,1.312,3.228,2036.659,38.487,11621.923,2.145
3.75,1.425,1.914,354.817,4.618,2.981,1.202,3.139,841.553,29.112,7728.564,0.268
4.062,4.583,3.183,142.817,4.061,4.043,1.737,3.631,900.88,29.815,3550.818,1.609
4.089,4.578,2.025,225.434,1.041,3.516,3.311,3.29,1773.357,37.375,7781.798,0.536
4.234,4.283,2.057,390.712,4.765,1.485,3.382,3.863,1747.423,34.358,16016.954,0.0
4.283,3.264,3.945,142.635,1.772,5.129,1.266,3.902,382.894,22.527,3187.646,0.0
4.324,1.675,3.631,165.443,2.768,2.85,3.408,3.866,742.576,27.83,6687.638,0.536
4.425,1.709,1.42,284.208,3.96,1.01,1.886,3.353,2245.246,39.926,42320.365,2.413
4.265,4.027,4.421,25.578,2.978,3.689,4.62,3.148,187.506,18.122,956.548,0.0
4.712,4.488,3.066,367.21,4.4,4.04,2.758,3.212,2321.284,38.648,6072.918,0.0
4.247,2.419,1.569,103.207,2.666,2.407,4.327,3.424,409.469,22.958,2430.229,0.0
4.445,4.234,2.021,350.51,1.583,5.526,1.204,3.461,1918.703,38.469,7626.036,0.0
3.724,3.362,2.164,311.247,1.98,1.417,2.45,3.792,4206.947,47.95,73424.895,1.609
4.583,1.036,3.043,353.369,3.962,3.848,4.839,3.651,2046.992,35.842,13497.976,0.536
4.194,2.233,2.243,156.208,4.102,1.342,2.887,3.945,862.628,28.98,5733.079,0.268
4.208,3.446,2.59,59.639,1.152,4.125,3.945,3.55,966.791,29.611,3692.79,0.536
4.499,1.608,1.355,10.929,3.382,1.976,1.807,3.09,79.292,14.103,974.179,1.072
3.276,4.056,3.733,104.193,3.751,5.859,3.537,3.636,349.274,21.298,1996.451,0.268
4.717,4.072,4.309,351.152,2.431,1.163,2.218,3.4,1989.756,37.426,13792.525,0.268
4.941,2.995,3.859,166.837,2.512,5.833,4.574,3.658,436.347,22.526,1773.002,0.0
4.861,1.95,2.623,149.811,2.082,4.714,2.333,3.414,469.111,24.305,4724.486,0.0
4.763,4.033,4.53,376.777,3.079,1.293,3.61,3.85,2156.061,37.451,29620.524,0.536
3.404,3.781,2.815,136.179,2.433,2.399,1.946,3.098,500.177,24.92,3391.876,0.268
4.378,2.576,1.231,207.149,2.64,2.275,4.672,3.216,2082.07,37.796,16875.748,0.0
4.58,3.867,3.3,53.066,4.376,4.793,3.784,3.361,181.722,17.419,551.298,0.536
4.631,1.929,1.076,277.558,2.235,1.201,4.83,3.253,1271.656,32.823,11417.043,0.268
3.522,4.637,1.623,164.05,4.844,5.348,1.402,3.563,849.786,28.649,3098.632,1.609
3.451,4.275,3.583,274.01,4.434,1.44,3.147,3.326,1280.677,31.652,9834.317,0.0
3.69,4.223,1.145,270.226,3.8,5.649,2.966,3.159,739.977,27.614,2964.051,0.0
3.518,1.542,3.101,86.409,3.592,1.169,2.904,3.26,545.83,24.291,4782.451,0.268
3.101,4.26,2.872,338.874,3.386,5.527,4.797,3.354,1257.751,32.024,4015.029,0.0
3.876,3.801,2.145,91.028,4.946,1.157,2.033,3.959,858.434,28.899,5791.219,1.609
3.053,1.123,3.012,336.66,2.751,5.203,1.863,3.666,845.433,29.801,4386.475,0.0
3.317,3.113,3.541,310.545,2.791,2.981,4.271,3.208,2347.704,38.834,16459.477,0.0
4.463,1.656,1.325,133.975,3.478,2.204,3.76,3.078,1067.822,31.355,17513.817,0.268
3.28,3.165,1.913,37.959,1.35,1.18,2.127,3.896,583.309,26.155,6817.302,0.536
4.81,3.809,2.044,385.826,3.081,5.493,3.402,3.446,1069.954,31.369,4818.095,0.0
3.798,1.492,3.602,361.663,1.553,5.414,4.909,3.405,1983.388,37.527,17184.044,0.268
4.426,3.032,3.818,136.723,1.581,4.001,2.527,3.678,490.648,25.438,4688.639,1.072
3.543,1.975,3.422,237.38,1.318,1.06,3.33,3.124,1211.347,32.295,10383.965,0.0
3.604,3.745,2.255,33.551,2.491,2.574,1.436,3.659,502.366,25.443,2305.202,0.804
3.352,1.034,4.781,170.37,4.165,5.808,3.975,3.827,337.438,20.943,2164.687,0.0
4.717,4.889,1.332,126.105,3.65,2.492,4.286,3.398,789.78,27.887,3835.436,0.268
4.235,4.087,4.299,126.419,4.95,1.734,1.965,3.634,951.902,28.841,9587.497,1.072
3.117,1.375,1.152,119.916,3.652,2.472,1.097,3.624,611.038,27.398,6846.341,0.804
4.915,3.828,2.502,224.65,2.693,2.378,4.881,3.059,752.461,26.99,8909.488,0.268
3.42,3.329,2.776,87.568,1.98,4.645,2.763,3.166,266.054,19.989,1285.379,0.0
3.494,1.423,1.951,302.445,3.777,5.171,2.114,3.845,1177.303,32.515,7108.177,0.0
3.103,3.652,2.308,174.967,4.861,4.266,3.944,3.1,1056.121,29.546,3684.448,0.0
3.921,1.547,3.386,174.032,4.287,2.036,3.221,3.66,775.456,27.065,6320.146,0.0
3.35,2.456,3.408,385.629,3.697,3.158,1.994,3.516,2521.088,40.46,26959.44,0.536
4.571,4.173,1.328,260.508,2.579,1.939,3.839,3.116,2186.595,38.842,12601.736,0.268
4.71,1.94,3.644,329.662,1.2,3.911,1.116,3.15,1721.217,36.772,16156.294,0.536
4.403,2.775,4.449,89.302,4.285,2.39,1.506,3.813,318.33,21.365,2703.378,0.268
3.855,4.33,1.439,275.251,1.679,4.454,3.798,3.392,1332.148,33.386,6780.26,0.0
4.772,4.77,1.678,276.952,2.59,5.132,4.619,3.632,1426.713,32.923,4162.945,0.536
4.94,2.35,2.756,407.104,2.78,2.732,1.129,3.515,1978.322,37.497,6722.201,0.804
3.202,1.93,3.563,63.59,3.253,5.77,4.843,3.37,363.552,21.173,704.97,0.268
3.954,2.106,1.596,142.166,4.738,4.083,1.989,3.578,845.315,28.74,8709.959,0.536
3.786,4.837,1.974,385.373,1.077,1.851,4.479,3.583,6556.639,52.762,13463.277,0.804
4.351,3.922,2.971,111.076,2.442,4.744,1.467,3.239,340.739,22.142,2957.364,1.609
4.642,4.084,3.197,61.202,1.993,1.501,2.206,3.132,590.163,25.761,2685.16,0.268
4.121,3.912,4.328,395.382,2.774,2.525,4.511,3.832,3491.631,43.424,12862.627,0.0
3.824,3.273,1.776,101.733,1.078,4.742,4.207,3.03,649.863,27.26,1792.277,0.804
4.126,2.317,2.076,310.243,2.672,2.464,4.099,3.417,755.016,27.949,8336.541,0.0
4.798,4.765,4.913,115.043,3.027,4.854,1.345,3.624,652.831,26.898,2365.466,0.536
4.968,3.647,4.204,67.616,1.07,4.046,3.98,3.598,536.312,24.995,1980.006,0.536
3.666,2.063,3.271,268.152,1.206,4.186,2.128,3.478,1264.999,33.237,7476.953,0.268
4.824,4.019,2.93,32.927,2.94,4.614,3.222,3.403,251.91,19.736,911.028,0.0
4.391,3.068,4.636,338.767,3.925,2.273,2.543,3.406,2427.512,39.292,34242.995,0.0
3.598,2.865,2.791,259.281,1.484,5.495,3.214,3.996,913.499,29.754,5538.546,0.0
4.547,4.725,1.649,253.982,3.955,3.358,3.269,3.378,1002.514,29.908,5099.278,0.0
4.566,4.756,3.924,155.413,3.817,3.004,1.763,3.635,845.917,28.889,2386.255,0.268
4.391,2.006,1.819,321.511,2.232,4.75,3.074,3.26,780.749,29.638,9895.008,0.0
3.625,4.355,4.075,75.42,3.963,2.805,3.956,3.387,440.519,22.904,2130.466,0.0
4.598,3.566,1.654,322.168,2.991,2.761,1.588,3.868,1638.167,35.057,7820.437,0.536
3.16,3.854,3.736,11.676,4.513,2.008,3.997,3.326,55.756,12.173,91.527,0.0
4.07,2.729,4.581,31.89,2.958,5.19,3.461,3.059,250.122,19.545,1834.571,0.0
3.49,3.032,4.911,362.772,2.935,4.234,1.681,3.083,1072.595,30.748,8563.012,0.536
3.876,2.057,3.92,260.457,2.718,2.431,3.237,3.641,843.335,28.209,7160.347,0.0
4.388,4.203,3.813,224.386,2.812,2.26,3.627,3.992,1224.219,31.197,4733.305,0.268
4.172,2.819,2.799,358.246,3.504,1.318,3.364,3.231,2281.723,38.618,34047.577,0.0
4.68,3.309,1.692,142.608,3.538,2.821,3.476,3.062,831.448,28.324,2388.488,0.0
4.463,3.715,2.747,128.443,2.712,1.784,1.653,3.238,1281.523,33.735,13451.803,0.536
3.976,4.196,3.716,218.604,1.779,4.647,2.777,3.694,1958.718,36.946,5475.313,1.072
4.075,1.23,3.395,242.468,2.849,3.426,2.806,3.953,1262.041,31.69,10784.905,0.0
4.749,4.806,4.46,346.872,4.382,3.569,4.117,3.825,1738.811,33.48,8908.498,0.0
