compressed_script,encryption,crypt_aes,crypt_blowfish,transaction_control,txc_mvlocks,txc_mvcc,txc_locks,table_type,memory_tables,cached_tables,small_cache,large_cache,logging,detailed_logging,no_write_delay,small_log,Benchmark-energy-,Benchmark-time-,Benchmark-cpu-
1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,7.4076,250,2.058384
1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,7.4018,250.6,2.023437
1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,6.6322,250.2,2.031146
1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,6.6734,251.6,2.22984
1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,6.7952,251.4,2.264763
1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,6.7586,249.6,2.103525
1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,6.6516,249.8,2.061334
1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,6.67,251.4,2.228412
1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,7.4236,251.6,2.232714
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,7.4006,249.8,2.107176
1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,6.6868,249.6,2.101795
1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,6.6266,249.4,2.100088
1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,6.6724,251.2,2.304596
1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,7.476,251.4,2.335031
1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,7.3856,249.8,2.074174
1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,6.6558,250,2.082972
1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,6.6506,251.4,2.30487
1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,6.7804,251.6,2.295297
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,6.6376,249.8,2.080974
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,6.6398,251.6,2.281731
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,6.7792,251.4,2.299461
1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,6.721,249.8,2.167333
1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,6.7504,249.6,2.139302
1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,6.6426,249.8,2.114128
1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,6.6902,251.2,2.345014
1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,7.4696,251.4,2.351567
1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7.354,249.6,2.103831
1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,6.6588,250,2.109638
1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,6.6936,251.6,2.334589
1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,6.835,251.4,2.364938
1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,6.6424,250,2.206908
1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,6.7188,251.2,2.400554
1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,7.4486,251.2,2.419116
1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,6.6464,250.2,2.061305
1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,6.6718,251.2,2.260826
1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,6.776,251.8,2.245246
1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,8.9416,321,7.121601
1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,8.9822,321.2,7.151708
1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,8.8114,321.2,7.129162
1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,8.7994,322.4,7.616173
1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,9.8394,322,7.239418
1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,8.9308,320.2,7.194708
1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,8.802,320.2,7.151338
1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,8.7678,323,7.253472
1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,9.813,322.2,7.230996
1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,8.8834,320.2,7.219768
1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,8.8754,320.2,7.212684
1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,8.8222,320.4,7.206119
1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,8.7376,322,7.315888
1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,9.7744,322,7.311464
1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,8.9162,320.4,7.199478
1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,8.8028,320.8,7.186363
1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,8.7486,322,7.318692
1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,9.7516,321.8,7.298561
1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,8.7624,320.2,7.205007
1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,8.7042,321.8,7.304605
1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,9.7576,321.8,7.300545
1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,8.946,319.8,7.560482
1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,8.8996,320,7.188284
1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,8.79,320.2,7.204627
1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,8.7128,322,7.286417
1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,9.7604,321.8,7.335048
1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,8.9092,320.2,7.229016
1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,8.804,320.2,7.230728
1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,8.7322,322,7.33595
1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,9.7516,321.6,7.316092
1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,8.827,320.4,7.215845
1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,8.7396,322,7.312773
1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,9.76,322,7.323302
1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,8.8064,320.8,7.144432
1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,8.7326,321.8,7.277108
1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,9.7884,321.8,7.298178
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,6.9012,249,2.084727
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,6.6764,249.6,2.113372
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,7.4588,251.6,2.281954
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,6.9694,251,2.319619
1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,6.7272,249.6,2.105847
1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,6.6464,249.8,2.112271
1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,7.0072,251.4,2.304461
1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,6.7338,251.4,2.299764
1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,6.9144,249.8,2.160142
1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,6.687,249.8,2.135877
1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,6.7478,249.2,2.185666
1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,6.724,251,2.341259
1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,7.4416,251,2.38368
1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,7.417,250,2.154056
1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,6.6456,249.8,2.103399
1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,6.6778,251.2,2.376177
1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,6.8294,251.2,2.413799
1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,7.3944,249.6,2.124243
1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,6.83,251.2,2.380805
1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,7.1742,252.2,2.108975
1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,6.7722,249.4,2.229293
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,7.428,249.2,2.193952
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,6.6796,249.6,2.174618
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,7.1364,255.2,2.380474
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,6.7732,251.2,2.437369
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,6.6764,249.8,2.134849
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,6.9098,249.2,2.030037
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,6.7862,251.2,2.380832
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,7.534,251,2.406912
1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,6.9328,249.8,2.208992
1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,6.801,250.8,2.423412
1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,7.4692,251,2.3904
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,6.9256,250,2.092932
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,6.7188,251.4,2.27577
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,7.0326,251.2,2.321383
0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,7.3384,262,3.973856
0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,8.1042,262,4.071188
0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,8.0998,262,4.090771
0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,8.1428,262.6,4.0317
0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,7.4094,263.6,4.208655
0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,7.3856,263.6,4.19799
0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,8.1544,262,4.049042
0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,8.1792,262.8,4.049157
0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,7.4256,263.8,4.228071
0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,7.3822,263.2,4.224634
0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,8.157,263.6,4.140014
0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,8.1466,263,4.094202
0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,8.1,262.8,4.088698
0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,7.403,264.4,4.226376
0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,7.4184,263.8,4.267679
0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,8.002,263.4,4.071983
0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,8.0068,263.2,4.088263
0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,7.3934,263.8,4.189106
0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,7.449,263.8,4.311451
0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,8.0916,263,4.118199
0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,7.3698,263.4,4.215967
0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,7.3882,263.8,4.24731
0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,8.1308,262.4,4.125338
0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,8.206,263,4.112901
0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,8.164,262.8,4.135134
0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,7.4072,263.6,4.249313
0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,7.3994,264,4.249354
0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,8.0854,263.2,4.117673
0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,8.1034,263,4.170958
0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,7.3794,263.2,4.250974
0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,7.416,263.8,4.252668
0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,8.1692,262.6,4.106524
0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,7.4046,263.6,4.252263
0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,7.4552,264,4.269373
0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,8.1918,262.8,4.059323
0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,7.372,263.6,4.234221
0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,7.3938,263.8,4.272219
0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,15.3564,477.6,13.143403
0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,15.3522,476.6,13.161552
0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,15.331,477.2,13.16774
0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,14.0734,478.4,13.220697
0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,14.062,478,13.204914
0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,15.3372,477.6,13.201358
0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,15.3628,477.2,13.172787
0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,14.0724,478.6,13.201622
0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,14.087,478.6,13.207547
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,15.441,511.8,13.923523
0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,14.6412,509.8,13.986011
0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,14.6608,511.4,13.950011
0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,15.36,511.4,13.958738
0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,15.2582,510.2,13.957292
0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,15.4168,512.2,13.892237
0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,14.5908,509.6,13.969125
0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,14.6482,511.4,13.969608
0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,15.2812,511.4,13.96135
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,14.632,511.2,13.932997
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,6.6816,249.4,2.052439
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,14.6362,510.6,13.970841
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,16.3352,509.6,13.970749
0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,16.3918,509.8,13.97497
0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,16.405,509.4,13.982906
0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,15.0934,510.4,14.027571
0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,15.0984,511,14.019641
0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,16.4504,509.8,13.974326
0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,15.383,510.2,13.988762
0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,16.4212,510.4,13.974782
0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,15.3404,510.4,14.016689
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,16.4282,509.8,13.962939
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,15.1264,511.4,14.012126
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,15.0656,510.6,13.994087
0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,15.3106,477.2,13.148737
0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,14.0616,478.2,13.21464
0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,14.0446,478.4,13.222936
1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,7.3946,262.4,3.966694
1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,7.63,264.8,4.055937
1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,7.6666,265.2,4.04194
1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,7.4218,261.8,4.054768
1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,7.7252,266.6,4.214022
1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,7.4134,263.8,4.151269
1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,7.1592,262.8,4.065093
1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,7.3904,261.6,4.083429
1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,7.7232,266.6,4.173446
1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,7.4262,263.6,4.181611
1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,7.156,263,4.101756
1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,7.1622,263.2,4.14039
1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,7.4262,262.6,4.106085
1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,7.7476,266.2,4.219664
1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,7.3938,263.8,4.18215
1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,7.2024,263.4,4.149846
1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,7.444,262.6,4.060712
1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,7.7242,266.2,4.210479
1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,7.4536,264,4.155216
1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,7.4892,263,4.145709
1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,7.731,266.6,4.177013
1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,7.42,264,4.149742
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,6.6574,249.2,2.071943
1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,7.1898,263,4.19567
1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,7.4448,262,4.177931
1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,6.6566,249.4,2.061399
1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,7.4282,263.2,4.204279
1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,7.1644,262.4,4.132375
1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,7.4436,262.2,4.119331
1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,7.7122,266.8,4.238578
1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,7.447,264,4.221977
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,7.4322,262.2,4.175325
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,7.744,266.6,4.251171
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,7.437,263.4,4.198001
1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,7.366,261.4,4.068572
1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,7.2076,264.2,4.247207
1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,7.4482,263.8,4.160516
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,13.869,479.2,13.141784
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,13.9122,479.6,13.123501
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,14.159,480.6,13.111532
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,14.6108,480.6,13.141302
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,14.3798,479.4,13.192717
1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,14.281,477.4,13.18674
1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,14.3236,478.2,13.162532
1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,13.7132,478.8,13.189075
1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,14.4744,481.2,13.144742
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,15.708,512,13.920185
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,15.6844,512,13.931249
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,15.3766,510,13.980546
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,14.9588,512,14.00768
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,15.356,511.6,13.981813
1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,15.6998,512,13.907318
1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,15.3806,510,14.015466
1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,14.947,511.4,13.971351
1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,15.3978,511.8,13.996756
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,15.3412,509.6,13.987414
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,14.901,511.4,13.986071
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,15.3432,510.8,13.964826
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,14.672,510.6,13.970185
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,15.0156,510.6,13.983604
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,14.8104,511.6,13.974115
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,14.913,511,13.980172
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,15.3402,511.4,13.968622
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,15.7234,512.4,13.919469
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,15.3982,510.2,13.979434
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,14.9296,511.2,13.987743
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,15.3148,510.8,13.957102
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,15.3684,510.6,13.978298
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,14.8992,510.8,13.968401
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,15.1604,511.6,14.020079
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,14.1134,480.6,13.08032
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,13.9932,478.6,13.206459
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,14.3578,480.2,13.184784
1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,7.0848,262,3.962385
1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,7.3566,262,3.943525
1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,7.127,263.8,4.064776
1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,7.4402,264,4.051627
1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,7.646,264.8,3.92532
1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,7.3226,262.4,3.868127
1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,7.1802,264,4.037414
1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,7.4858,263.6,4.052124
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,7.5936,264.4,3.848533
1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,7.593,264.4,3.865645
1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,7.3404,262,3.887476
1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,7.1178,263.6,3.984555
1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,7.3556,262.8,3.924692
1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,7.5796,264.6,3.831103
1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,7.3496,262,3.820234
1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,7.1254,263.4,3.998465
1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,7.357,263,3.938228
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,7.3424,262,3.878697
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,7.1038,263.4,3.96916
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,7.3378,263.2,3.928155
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,7.5972,264.8,3.895303
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,7.3704,262.2,3.850478
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,7.3622,262,3.861952
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,7.1724,263.2,4.036466
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,7.165,263.2,4.002606
1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,6.9042,249.4,2.023093
1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,7.4084,261.8,3.898102
1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,7.154,263.6,4.008093
1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,7.6652,265.6,4.485699
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,7.3694,261.6,3.902071
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,7.6726,266,3.998944
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,7.4016,263.2,4.00346
1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,7.115,262.6,3.933147
1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,7.6574,265.6,4.008521
1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,7.4156,263.2,4.057836
0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,7.2886,261.6,3.934413
0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,7.0862,262,3.899672
0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,7.1994,264,4.04616
0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,7.985,264,4.022923
