no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,core,core1,core2,core3,core4,Benchmark-iperf-,Benchmark-cpu-
1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,50.784,66.78971
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,50.748,91.83309
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,186.254,25.123336
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,99.992,47.2224
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,71.926,66.087723
1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,23.916,92.147971
1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,89.566,25.088377
1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,47.506,47.993573
1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,32.162,70.733125
1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,36.864,91.19958
1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,134.842,25.506286
1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,71.572,47.596009
1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,51.372,66.704012
1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,50.912,91.861835
1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,186.39,25.204399
1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,99.82,47.605099
1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,71.806,65.899625
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,23.824,91.253478
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,88.856,25.183394
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,46.852,48.212664
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,32.182,69.742876
1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,36.338,90.998333
1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,133.818,25.277772
1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,71.572,47.469268
1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,51.016,66.414535
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,50.78,92.216588
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,185.524,25.152611
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,99.848,47.595138
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,71.706,65.933662
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,23.858,91.583333
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,88.866,25.26415
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,47.05,48.457021
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,31.848,69.68875
1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,36.488,90.259413
1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,133.926,25.503446
1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,71.32,47.51561
1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,51.16,66.140274
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,50.568,91.279655
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,185.546,25.200131
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,99.708,47.174889
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,71.788,65.830763
1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,23.672,90.381159
1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,88.836,25.492663
1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,47.042,47.957024
1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,31.88,70.434375
1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,36.124,91.96
1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,133.926,25.528006
1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,71.35,47.305385
1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,51.006,66.857717
1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,50.714,91.603991
1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,185.71,25.226111
1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,99.7,47.414487
1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,71.682,65.910004
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,22.522,87.839961
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,81.772,25.616856
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,43.84,47.814545
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,29.93,68.652253
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,30.44,90.973591
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,111.892,25.527119
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,59.736,47.52565
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,41.47,69.072415
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,41.408,91.830255
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,151.222,25.649664
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,80.848,47.832728
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,56.51,67.705526
1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,23.338,86.740181
1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,82.224,25.479056
1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,44.094,47.578636
1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,30.368,69.136473
1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,31.276,89.274193
1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,112.362,25.39446
1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,59.97,47.907655
1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,41.978,67.890372
1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,41.794,91.402706
1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,151.802,25.247574
1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,81.36,47.810392
1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,57.08,67.56052
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,23.762,84.758913
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,82.786,25.18098
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,44.476,46.892073
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,30.954,67.61742
1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,31.706,87.432077
1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,113.098,25.520067
1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,60.37,47.64429
1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,42.322,68.091429
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,42.452,90.356317
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,152.176,25.123276
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,81.854,47.486862
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,57.38,67.736246
1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,22.396,88.55253
1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,81.566,25.110152
1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,43.44,46.524831
1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,29.768,69.214551
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,30.506,90.730366
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,111.708,25.290043
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,59.592,47.862045
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,41.704,68.44669
1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,41.228,91.800685
1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,150.756,25.389034
1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,80.994,47.525916
1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,56.712,67.450276
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,23.338,85.30225
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,82.328,25.156986
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,43.96,46.4837
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,30.64,67.735548
1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,30.974,89.711613
1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,112.49,25.386639
1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,60.142,47.065667
1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,41.992,67.322381
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,41.782,91.228235
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,151.24,25.090154
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,81.296,47.492698
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,57.232,67.65112
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,24.142,83.305452
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,82.764,24.995195
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,44.588,47.800384
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,31.342,67.274173
1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,31.842,88.15254
1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,112.784,25.431865
1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,60.528,47.832585
1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,42.782,67.089302
1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,42.596,90.234662
1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,151.834,25.189887
1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,81.794,47.611942
1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,57.88,67.126249
1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,22.496,89.03996
1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,81.904,24.975975
1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,43.496,46.516934
1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,29.714,69.124046
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,34.118,90.137395
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,124.226,25.055285
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,66.262,48.070191
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,47.146,67.227909
1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,47.374,90.703874
1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,172.726,25.087119
1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,92.83,47.494234
1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,66.864,65.45597
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,22.998,85.95913
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,82.35,25.252589
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,43.914,47.271025
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,30.452,67.087904
1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,34.536,89.808588
1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,125.044,25.24628
1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,66.914,47.511045
1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,47.934,65.994646
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,48.032,90.832633
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,173.328,25.330139
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,93.188,47.603496
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,66.962,65.665622
1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,23.896,83.619384
1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,82.738,25.665148
1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,44.472,47.328444
1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,30.912,67.529032
1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,35.498,89.49111
1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,125.33,25.122261
1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,67.2,47.690521
1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,48.156,65.870855
1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,48.272,89.644158
1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,173.74,25.381759
1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,93.232,47.577384
1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,67.632,65.559389
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,22.746,87.497391
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,81.744,25.289741
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,43.664,48.449313
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,29.906,67.838667
1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,33.828,90.821533
1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,123.932,25.334893
1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,66.294,47.438614
1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,47.484,66.488498
1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,47.432,91.351503
1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,172.216,25.21671
1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,92.544,47.747491
1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,66.96,65.614704
1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,23.194,87.347645
1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,82.154,25.342195
1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,44.238,48.013039
1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,30.544,68.076644
1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,34.452,88.471429
1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,124.628,25.169615
1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,66.648,48.147879
1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,47.766,65.629619
1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,47.796,90.029429
1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,172.904,25.055551
1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,93.156,47.441519
1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,67.264,65.397912
1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,23.934,84.864167
1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,82.696,25.088963
1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,44.616,46.842394
1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,31.134,66.833549
1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,35.368,88.379619
1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,125.194,25.174548
1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,67.166,48.074627
1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,48.484,65.695127
1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,48.304,90.279583
1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,173.418,25.188498
1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,93.74,47.566591
1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,67.826,65.309846
1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,23.984,89.870833
1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,88.67,25.047237
1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,47.116,47.652405
1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,31.864,69.395331
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,30.226,90.853527
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,113.43,25.472086
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,59.958,48.195257
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,40.706,69.936756
1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,39.534,92.64241
1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,147.498,25.023063
1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,77.542,48.31338
1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,52.63,71.045069
1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,23.734,91.956731
1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,88.706,24.99228
1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,47.146,48.134777
1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,31.712,70.19496
1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,30.378,91.809674
1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,113.57,25.681141
1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,59.654,47.720124
1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,40.562,69.920606
1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,39.394,92.984663
1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,147.528,25.047027
1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,77.904,48.694435
1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,52.842,70.977696
1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,23.756,92.219094
1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,88.962,25.059492
1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,47.032,48.031006
1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,31.768,69.604432
1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,30.562,91.268753
1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,113.642,25.649954
1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,59.836,48.343757
1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,40.654,69.059021
1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,39.63,92.918872
1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,147.684,25.132604
1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,77.566,48.822905
1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,52.586,70.947692
1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,23.582,91.282754
1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,88.27,25.281493
1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,46.958,47.659734
1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,31.424,68.690414
1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,30.604,90.955419
1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,113.046,26.419227
1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,59.64,48.341266
1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,40.47,69.446671
1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,39.492,92.306051
1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,147.432,25.101476
1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,77.206,49.025806
1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,52.75,71.104918
1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,23.71,90.668877
1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,88.304,25.175654
1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,46.65,48.4221
1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,31.564,69.402199
1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,30.144,91.822236
1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,113.078,25.69009
1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,59.94,48.657751
1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,40.622,68.749114
1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,39.554,92.719525
1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,147.438,25.336079
1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,77.282,48.413552
1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,53.086,70.909707
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,23.662,91.015326
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,88.234,25.487566
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,47.066,48.482275
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,31.43,69.205282
1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,30.244,91.665134
1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,113.224,25.397574
1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,59.454,47.481045
1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,40.398,69.409
1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,39.426,92.896192
1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,147.67,25.388973
1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,77.16,48.125443
1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,52.822,70.714086
1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,23.666,89.118659
1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,88.912,25.505203
