journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,ssl,networkCompression,networkCompressionSnappy,networkCompressionZlib,wireObjectCheck,dataCompression,dataCompressionSnappy,dataCompressionZlib,indexPrefixCompression,journalCommitInterval,CacheSize,Performance-,Cpu-
1,0,1,0,1,0,0,0,0,0,0,0,0,0,200,0.512,255014,32.653558
1,0,1,0,1,0,0,0,0,0,0,0,0,0,500,0.512,254486.8,32.779418
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.024,258137,41.585548
1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,1.024,255732.6,37.514409
1,0,1,0,1,0,0,0,0,0,0,0,0,0,50,1.024,252815,32.683963
1,0,1,0,1,0,0,0,0,0,0,0,0,0,100,1.024,258293.2,32.923733
1,0,1,0,1,0,0,0,0,0,0,0,0,0,200,1.024,253851.2,33.687632
1,0,1,0,1,0,0,0,0,0,0,0,0,0,500,1.024,257276.4,32.464229
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2.048,254123.8,41.779911
1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,2.048,254979,38.244066
1,0,1,0,1,0,0,0,0,0,0,0,0,0,50,2.048,254061,34.207388
1,0,1,0,1,0,0,0,0,0,0,0,0,0,100,2.048,253529,33.351545
1,0,1,0,1,0,0,0,0,0,0,0,0,0,200,2.048,253691.2,32.866754
1,0,1,0,1,0,0,0,0,0,0,0,0,0,500,2.048,250919.8,32.708002
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4.096,257284,41.909273
1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,4.096,253368.4,37.599875
1,0,1,0,1,0,0,0,0,0,0,0,0,0,50,4.096,254155.6,33.910893
1,0,1,0,1,0,0,0,0,0,0,0,0,0,100,4.096,252230,33.756344
1,0,1,0,1,0,0,0,0,0,0,0,0,0,200,4.096,259624,33.00908
1,0,1,0,1,0,0,0,0,0,0,0,0,0,500,4.096,257167.2,33.006076
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.256,324219.2,45.888339
1,0,1,0,1,1,0,0,0,0,0,0,0,0,10,0.256,329792.6,41.746351
1,0,1,0,1,1,0,0,0,0,0,0,0,0,50,0.256,325357,37.523091
1,0,1,0,1,1,0,0,0,0,0,0,0,0,100,0.256,326446.4,36.328217
1,0,1,0,1,1,0,0,0,0,0,0,0,0,200,0.256,321688.2,36.200865
1,0,1,0,1,1,0,0,0,0,0,0,0,0,500,0.256,323860.4,36.034248
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.512,328140.8,46.704756
1,0,1,0,1,1,0,0,0,0,0,0,0,0,10,0.512,320781.4,41.316004
1,0,1,0,1,1,0,0,0,0,0,0,0,0,50,0.512,326623.2,37.389384
1,0,1,0,1,1,0,0,0,0,0,0,0,0,100,0.512,329950.2,36.390722
1,0,1,0,1,1,0,0,0,0,0,0,0,0,200,0.512,330517,36.297276
1,0,1,0,1,1,0,0,0,0,0,0,0,0,500,0.512,325840,36.190695
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1.024,322828.6,46.735593
1,0,1,0,1,1,0,0,0,0,0,0,0,0,10,1.024,319875,41.76179
1,0,1,0,1,1,0,0,0,0,0,0,0,0,50,1.024,324194.4,37.530912
1,0,1,0,1,1,0,0,0,0,0,0,0,0,100,1.024,328251.4,36.014884
1,0,1,0,1,1,0,0,0,0,0,0,0,0,200,1.024,326900.6,36.504773
1,0,1,0,1,1,0,0,0,0,0,0,0,0,500,1.024,322616.2,35.306585
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2.048,328927.2,46.884415
1,0,1,0,1,1,0,0,0,0,0,0,0,0,10,2.048,325657,41.857116
1,0,1,0,1,1,0,0,0,0,0,0,0,0,50,2.048,328316.4,37.347243
1,0,1,0,1,1,0,0,0,0,0,0,0,0,100,2.048,327798.6,36.346599
1,0,1,0,1,1,0,0,0,0,0,0,0,0,200,2.048,321926.4,36.21609
1,0,1,0,1,1,0,0,0,0,0,0,0,0,500,2.048,324941.4,36.351748
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,4.096,326918.8,46.592862
1,0,1,0,1,1,0,0,0,0,0,0,0,0,10,4.096,326897.2,41.689315
1,0,1,0,1,1,0,0,0,0,0,0,0,0,50,4.096,328260.8,37.620608
1,0,1,0,1,1,0,0,0,0,0,0,0,0,100,4.096,320734.6,36.402655
1,0,1,0,1,1,0,0,0,0,0,0,0,0,200,4.096,325530.2,36.28082
1,0,1,0,1,1,0,0,0,0,0,0,0,0,500,4.096,328454.8,35.947726
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.256,255052.8,41.840511
1,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.256,257542,37.75054
1,0,1,0,1,0,0,0,0,1,0,0,0,0,50,0.256,261501.8,33.397887
1,0,1,0,1,0,0,0,0,1,0,0,0,0,100,0.256,252941.4,32.715345
1,0,1,0,1,0,0,0,0,1,0,0,0,0,200,0.256,256639.4,32.851259
1,0,1,0,1,0,0,0,0,1,0,0,0,0,500,0.256,256182.2,32.713599
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.512,255274.8,41.297877
1,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.512,255821.8,37.978481
1,0,1,0,1,0,0,0,0,1,0,0,0,0,50,0.512,257823,34.137973
1,0,1,0,1,0,0,0,0,1,0,0,0,0,100,0.512,258792,33.418019
1,0,1,0,1,0,0,0,0,1,0,0,0,0,200,0.512,256189.6,33.308843
1,0,1,0,1,0,0,0,0,1,0,0,0,0,500,0.512,255374.6,32.767535
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1.024,262137.6,41.835676
1,0,1,0,1,0,0,0,0,1,0,0,0,0,10,1.024,259256.6,37.850793
1,0,1,0,1,0,0,0,0,1,0,0,0,0,50,1.024,260729.6,34.026681
1,0,1,0,1,0,0,0,0,1,0,0,0,0,100,1.024,254384,33.788677
1,0,1,0,1,0,0,0,0,1,0,0,0,0,200,1.024,259694.8,33.42807
1,0,1,0,1,0,0,0,0,1,0,0,0,0,500,1.024,261134.2,32.78694
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2.048,257333.4,41.979192
1,0,1,0,1,0,0,0,0,1,0,0,0,0,10,2.048,257418,38.039075
1,0,1,0,1,0,0,0,0,1,0,0,0,0,50,2.048,256654.4,34.489671
1,0,1,0,1,0,0,0,0,1,0,0,0,0,100,2.048,255451.2,33.21692
1,0,1,0,1,0,0,0,0,1,0,0,0,0,200,2.048,258349.8,33.27807
1,0,1,0,1,0,0,0,0,1,0,0,0,0,500,2.048,255707.8,33.496681
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.096,257612.2,42.268862
1,0,1,0,1,0,0,0,0,1,0,0,0,0,10,4.096,259623,37.898228
1,0,1,0,1,0,0,0,0,1,0,0,0,0,50,4.096,260223.4,34.189131
1,0,1,0,1,0,0,0,0,1,0,0,0,0,100,4.096,256316.2,33.296938
1,0,1,0,1,0,0,0,0,1,0,0,0,0,200,4.096,254562.8,33.134939
1,0,1,0,1,0,0,0,0,1,0,0,0,0,500,4.096,259090.2,32.913743
1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.256,327696,46.878921
1,0,1,0,1,1,0,0,0,1,0,0,0,0,10,0.256,326297.8,41.477941
1,0,1,0,1,1,0,0,0,1,0,0,0,0,50,0.256,328492.6,37.801727
1,0,1,0,1,1,0,0,0,1,0,0,0,0,100,0.256,326205.8,36.647139
1,0,1,0,1,1,0,0,0,1,0,0,0,0,200,0.256,323666.6,35.905115
1,0,1,0,1,1,0,0,0,1,0,0,0,0,500,0.256,321092,35.762811
1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.512,324698.6,46.654987
1,0,1,0,1,1,0,0,0,1,0,0,0,0,10,0.512,333748.4,41.478171
1,0,1,0,1,1,0,0,0,1,0,0,0,0,50,0.512,327664,37.683442
1,0,1,0,1,1,0,0,0,1,0,0,0,0,100,0.512,321989.8,35.951745
1,0,1,0,1,1,0,0,0,1,0,0,0,0,200,0.512,329756,36.232414
1,0,1,0,1,1,0,0,0,1,0,0,0,0,500,0.512,325027.6,35.919932
1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1.024,326032.6,46.455755
1,0,1,0,1,1,0,0,0,1,0,0,0,0,10,1.024,331089.6,41.802767
1,0,1,0,1,1,0,0,0,1,0,0,0,0,50,1.024,328855,37.578455
1,0,1,0,1,1,0,0,0,1,0,0,0,0,100,1.024,328433,36.690645
1,0,1,0,1,1,0,0,0,1,0,0,0,0,200,1.024,329896.2,36.606055
1,0,1,0,1,1,0,0,0,1,0,0,0,0,500,1.024,327028.2,35.172046
1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,2.048,328868.2,46.639295
1,0,1,0,1,1,0,0,0,1,0,0,0,0,10,2.048,330827.2,41.947388
1,0,1,0,1,1,0,0,0,1,0,0,0,0,50,2.048,330940.2,37.360819
1,0,1,0,1,1,0,0,0,1,0,0,0,0,100,2.048,322192.6,35.627853
1,0,1,0,1,1,0,0,0,1,0,0,0,0,200,2.048,321661,35.306546
1,0,1,0,1,1,0,0,0,1,0,0,0,0,500,2.048,333353.2,36.664699
1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,4.096,329025.4,46.877164
1,0,1,0,1,1,0,0,0,1,0,0,0,0,10,4.096,333196.2,42.276631
1,0,1,0,1,1,0,0,0,1,0,0,0,0,50,4.096,330178.8,37.47824
1,0,1,0,1,1,0,0,0,1,0,0,0,0,100,4.096,326098,36.506424
1,0,1,0,1,1,0,0,0,1,0,0,0,0,200,4.096,326760,36.152107
1,0,1,0,1,1,0,0,0,1,0,0,0,0,500,4.096,328720.2,35.744359
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.256,257636.2,41.596108
1,0,1,0,1,0,0,0,0,0,0,0,0,1,10,0.256,261769.4,37.010659
1,0,1,0,1,0,0,0,0,0,0,0,0,1,50,0.256,256437.6,33.460941
1,0,1,0,1,0,0,0,0,0,0,0,0,1,100,0.256,251113,32.76514
1,0,1,0,1,0,0,0,0,0,0,0,0,1,200,0.256,256098.8,32.476113
1,0,1,0,1,0,0,0,0,0,0,0,0,1,500,0.256,255636,32.005885
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.512,254547.4,41.219689
1,0,1,0,1,0,0,0,0,0,0,0,0,1,10,0.512,253600.8,36.806391
1,0,1,0,1,0,0,0,0,0,0,0,0,1,50,0.512,256414.8,33.273775
1,0,1,0,1,0,0,0,0,0,0,0,0,1,100,0.512,257741,32.69548
1,0,1,0,1,0,0,0,0,0,0,0,0,1,200,0.512,254501.2,32.04407
1,0,1,0,1,0,0,0,0,0,0,0,0,1,500,0.512,256144.8,32.214179
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1.024,259924.6,41.864438
1,0,1,0,1,0,0,0,0,0,0,0,0,1,10,1.024,257889.4,37.048315
1,0,1,0,1,0,0,0,0,0,0,0,0,1,50,1.024,257724.2,33.199821
1,0,1,0,1,0,0,0,0,0,0,0,0,1,100,1.024,248846.2,32.850298
1,0,1,0,1,0,0,0,0,0,0,0,0,1,200,1.024,253771,32.528699
1,0,1,0,1,0,0,0,0,0,0,0,0,1,500,1.024,253613.6,32.501537
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2.048,254999,41.331497
1,0,1,0,1,0,0,0,0,0,0,0,0,1,10,2.048,252840.2,37.214184
1,0,1,0,1,0,0,0,0,0,0,0,0,1,50,2.048,252813.2,33.326989
1,0,1,0,1,0,0,0,0,0,0,0,0,1,100,2.048,259312.8,32.674627
1,0,1,0,1,0,0,0,0,0,0,0,0,1,200,2.048,255215.2,34.313053
1,0,1,0,1,0,0,0,0,0,0,0,0,1,500,2.048,258030.6,34.319388
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4.096,261347,41.382091
1,0,1,0,1,0,0,0,0,0,0,0,0,1,10,4.096,253879.2,37.833413
1,0,1,0,1,0,0,0,0,0,0,0,0,1,50,4.096,259134,34.387996
1,0,1,0,1,0,0,0,0,0,0,0,0,1,100,4.096,259888.6,34.518839
1,0,1,0,1,0,0,0,0,0,0,0,0,1,200,4.096,256515,34.165211
1,0,1,0,1,0,0,0,0,0,0,0,0,1,500,4.096,260579.4,34.281191
1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0.256,259570.6,42.053277
1,0,1,0,1,0,0,0,0,1,0,0,0,1,10,0.256,259829.4,38.470038
1,0,1,0,1,0,0,0,0,1,0,0,0,1,50,0.256,254070,33.446724
1,0,1,0,1,0,0,0,0,1,0,0,0,1,100,0.256,258289.2,34.159206
1,0,1,0,1,0,0,0,0,1,0,0,0,1,200,0.256,259199.8,32.459558
1,0,1,0,1,0,0,0,0,1,0,0,0,1,500,0.256,259012.2,33.605094
1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0.512,264134.6,41.563717
1,0,1,0,1,0,0,0,0,1,0,0,0,1,10,0.512,256748.8,36.902537
1,0,1,0,1,0,0,0,0,1,0,0,0,1,50,0.512,260662.4,34.80446
1,0,1,0,1,0,0,0,0,1,0,0,0,1,100,0.512,259538.2,32.917236
1,0,1,0,1,0,0,0,0,1,0,0,0,1,200,0.512,254604.4,33.279178
1,0,1,0,1,0,0,0,0,1,0,0,0,1,500,0.512,261149.4,34.029942
1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1.024,264040.6,42.642459
1,0,1,0,1,0,0,0,0,1,0,0,0,1,10,1.024,264319.2,39.276535
1,0,1,0,1,0,0,0,0,1,0,0,0,1,50,1.024,261224.4,34.569335
1,0,1,0,1,0,0,0,0,1,0,0,0,1,100,1.024,258967.6,33.020571
1,0,1,0,1,0,0,0,0,1,0,0,0,1,200,1.024,257755.4,31.328775
1,0,1,0,1,0,0,0,0,1,0,0,0,1,500,1.024,258923.8,34.066124
1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2.048,264405.6,42.440818
1,0,1,0,1,0,0,0,0,1,0,0,0,1,10,2.048,257011,38.68654
1,0,1,0,1,0,0,0,0,1,0,0,0,1,50,2.048,264714.4,35.313666
1,0,1,0,1,0,0,0,0,1,0,0,0,1,100,2.048,257597.6,33.193299
1,0,1,0,1,0,0,0,0,1,0,0,0,1,200,2.048,258440.6,33.935551
1,0,1,0,1,0,0,0,0,1,0,0,0,1,500,2.048,257282.6,33.833427
1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,4.096,259820.6,42.386584
1,0,1,0,1,0,0,0,0,1,0,0,0,1,10,4.096,256713.8,38.822867
1,0,1,0,1,0,0,0,0,1,0,0,0,1,50,4.096,257560.6,32.185877
1,0,1,0,1,0,0,0,0,1,0,0,0,1,100,4.096,256371.6,32.434112
1,0,1,0,1,0,0,0,0,1,0,0,0,1,200,4.096,260779,34.393595
1,0,1,0,1,0,0,0,0,1,0,0,0,1,500,4.096,265645,33.535933
1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.256,330572.2,47.1239
1,0,1,0,1,1,0,0,0,0,0,0,0,1,10,0.256,323159.2,41.306695
1,0,1,0,1,1,0,0,0,0,0,0,0,1,50,0.256,330644.4,38.542276
1,0,1,0,1,1,0,0,0,0,0,0,0,1,100,0.256,330428.6,37.389189
1,0,1,0,1,1,0,0,0,0,0,0,0,1,200,0.256,330740.8,37.119024
1,0,1,0,1,1,0,0,0,0,0,0,0,1,500,0.256,330550.2,36.919073
1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.512,331233,47.496908
1,0,1,0,1,1,0,0,0,0,0,0,0,1,10,0.512,330341,42.824536
1,0,1,0,1,1,0,0,0,0,0,0,0,1,50,0.512,329417.6,38.096371
1,0,1,0,1,1,0,0,0,0,0,0,0,1,100,0.512,327132.8,37.303764
1,0,1,0,1,1,0,0,0,0,0,0,0,1,200,0.512,332693.6,36.793405
1,0,1,0,1,1,0,0,0,0,0,0,0,1,500,0.512,325512.8,35.032566
1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1.024,331816.8,47.340795
1,0,1,0,1,1,0,0,0,0,0,0,0,1,10,1.024,330628.4,43.086044
1,0,1,0,1,1,0,0,0,0,0,0,0,1,50,1.024,329425.8,38.196702
1,0,1,0,1,1,0,0,0,0,0,0,0,1,100,1.024,329346.8,37.147511
1,0,1,0,1,1,0,0,0,0,0,0,0,1,200,1.024,330185.6,37.252906
1,0,1,0,1,1,0,0,0,0,0,0,0,1,500,1.024,328033.6,35.031485
1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2.048,330232.2,47.571182
1,0,1,0,1,1,0,0,0,0,0,0,0,1,10,2.048,330443.8,41.566664
1,0,1,0,1,1,0,0,0,0,0,0,0,1,50,2.048,322749.2,36.706769
1,0,1,0,1,1,0,0,0,0,0,0,0,1,100,2.048,333095.2,37.428125
1,0,1,0,1,1,0,0,0,0,0,0,0,1,200,2.048,331139.6,37.117253
1,0,1,0,1,1,0,0,0,0,0,0,0,1,500,2.048,326606,37.062628
1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,4.096,332609.4,47.42953
1,0,1,0,1,1,0,0,0,0,0,0,0,1,10,4.096,326381.2,41.250447
1,0,1,0,1,1,0,0,0,0,0,0,0,1,50,4.096,332947.2,38.703127
1,0,1,0,1,1,0,0,0,0,0,0,0,1,100,4.096,331476,37.106613
1,0,1,0,1,1,0,0,0,0,0,0,0,1,200,4.096,321959.6,35.284063
1,0,1,0,1,1,0,0,0,0,0,0,0,1,500,4.096,326300.6,36.924592
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0.256,336009.6,47.396362
1,0,1,0,1,1,0,0,0,1,0,0,0,1,10,0.256,333912.2,42.173855
1,0,1,0,1,1,0,0,0,1,0,0,0,1,50,0.256,333011.6,38.280195
1,0,1,0,1,1,0,0,0,1,0,0,0,1,100,0.256,329593.6,37.594612
1,0,1,0,1,1,0,0,0,1,0,0,0,1,200,0.256,329339.4,35.086484
1,0,1,0,1,1,0,0,0,1,0,0,0,1,500,0.256,331917.8,37.023924
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0.512,332496.6,46.785465
1,0,1,0,1,1,0,0,0,1,0,0,0,1,10,0.512,329496.2,42.962974
1,0,1,0,1,1,0,0,0,1,0,0,0,1,50,0.512,324828.2,36.890607
1,0,1,0,1,1,0,0,0,1,0,0,0,1,100,0.512,333245,36.957626
1,0,1,0,1,1,0,0,0,1,0,0,0,1,200,0.512,327510.6,36.768387
1,0,1,0,1,1,0,0,0,1,0,0,0,1,500,0.512,333237.8,35.781789
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1.024,327279.2,47.030461
1,0,1,0,1,1,0,0,0,1,0,0,0,1,10,1.024,329714.2,42.131705
1,0,1,0,1,1,0,0,0,1,0,0,0,1,50,1.024,332452.8,37.61916
1,0,1,0,1,1,0,0,0,1,0,0,0,1,100,1.024,329442.4,36.453369
1,0,1,0,1,1,0,0,0,1,0,0,0,1,200,1.024,337696.2,36.282639
1,0,1,0,1,1,0,0,0,1,0,0,0,1,500,1.024,330307,36.059663
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,2.048,333275.8,47.186411
1,0,1,0,1,1,0,0,0,1,0,0,0,1,10,2.048,332819.6,42.149741
1,0,1,0,1,1,0,0,0,1,0,0,0,1,50,2.048,331583.4,37.101212
1,0,1,0,1,1,0,0,0,1,0,0,0,1,100,2.048,334732.6,36.810111
1,0,1,0,1,1,0,0,0,1,0,0,0,1,200,2.048,328564.2,36.510088
1,0,1,0,1,1,0,0,0,1,0,0,0,1,500,2.048,330262.6,36.082567
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,4.096,336249.4,47.207764
1,0,1,0,1,1,0,0,0,1,0,0,0,1,10,4.096,330787,42.071482
1,0,1,0,1,1,0,0,0,1,0,0,0,1,50,4.096,336138.4,37.607897
1,0,1,0,1,1,0,0,0,1,0,0,0,1,100,4.096,332117,36.645337
1,0,1,0,1,1,0,0,0,1,0,0,0,1,200,4.096,332226.4,36.27132
1,0,1,0,1,1,0,0,0,1,0,0,0,1,500,4.096,333150.8,37.451485
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.256,265489.4,41.508423
1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0.256,257487.8,37.463288
1,0,1,1,0,0,0,0,0,0,0,0,0,0,50,0.256,257314.6,33.787498
1,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0.256,258182.4,32.1737
1,0,1,1,0,0,0,0,0,0,0,0,0,0,200,0.256,257725,33.141137
1,0,1,1,0,0,0,0,0,0,0,0,0,0,500,0.256,250535,31.710113
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.512,260724.4,42.069468
1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0.512,257784.2,37.376684
1,0,1,1,0,0,0,0,0,0,0,0,0,0,50,0.512,255695.4,35.213902
1,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0.512,258309.4,32.231066
1,0,1,1,0,0,0,0,0,0,0,0,0,0,200,0.512,258746.8,34.290333
1,0,1,1,0,0,0,0,0,0,0,0,0,0,500,0.512,256467.4,32.054258
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.024,253308.4,41.163371
1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1.024,258487.8,37.909456
1,0,1,1,0,0,0,0,0,0,0,0,0,0,50,1.024,254812.2,33.781445
1,0,1,1,0,0,0,0,0,0,0,0,0,0,100,1.024,255841.6,34.661183
1,0,1,1,0,0,0,0,0,0,0,0,0,0,200,1.024,264247,34.703415
1,0,1,1,0,0,0,0,0,0,0,0,0,0,500,1.024,256751.2,34.040573
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.048,258335.8,41.408416
1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,2.048,259213.8,39.275252
1,0,1,1,0,0,0,0,0,0,0,0,0,0,50,2.048,257644,35.490292
1,0,1,1,0,0,0,0,0,0,0,0,0,0,100,2.048,256904.8,33.104994
1,0,1,1,0,0,0,0,0,0,0,0,0,0,200,2.048,262195.2,34.699701
1,0,1,1,0,0,0,0,0,0,0,0,0,0,500,2.048,260572.2,34.242958
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4.096,252999.4,40.50923
1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,4.096,252977,37.475922
1,0,1,1,0,0,0,0,0,0,0,0,0,0,50,4.096,259372.2,33.451281
1,0,1,1,0,0,0,0,0,0,0,0,0,0,100,4.096,261890.8,34.391107
1,0,1,1,0,0,0,0,0,0,0,0,0,0,200,4.096,259943.6,33.278171
1,0,1,1,0,0,0,0,0,0,0,0,0,0,500,4.096,257343.2,33.236476
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0.256,328877,46.939977
1,0,1,1,0,1,0,0,0,0,0,0,0,0,10,0.256,329127.4,41.395434
1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,0.256,328038,37.550858
1,0,1,1,0,1,0,0,0,0,0,0,0,0,100,0.256,326945.4,37.777964
1,0,1,1,0,1,0,0,0,0,0,0,0,0,200,0.256,329951.8,36.100461
1,0,1,1,0,1,0,0,0,0,0,0,0,0,500,0.256,329674,35.303861
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0.512,329979.2,46.921331
1,0,1,1,0,1,0,0,0,0,0,0,0,0,10,0.512,329365.4,41.690826
1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,0.512,330375.8,38.219901
1,0,1,1,0,1,0,0,0,0,0,0,0,0,100,0.512,326830.4,36.774111
1,0,1,1,0,1,0,0,0,0,0,0,0,0,200,0.512,330296,36.121824
1,0,1,1,0,1,0,0,0,0,0,0,0,0,500,0.512,329030,35.67398
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1.024,331136.8,46.162918
1,0,1,1,0,1,0,0,0,0,0,0,0,0,10,1.024,328586,41.7273
1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,1.024,331517.4,38.585157
1,0,1,1,0,1,0,0,0,0,0,0,0,0,100,1.024,330624.4,37.367383
1,0,1,1,0,1,0,0,0,0,0,0,0,0,200,1.024,327375.4,35.261177
1,0,1,1,0,1,0,0,0,0,0,0,0,0,500,1.024,332543.6,37.074071
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2.048,329582,47.72034
1,0,1,1,0,1,0,0,0,0,0,0,0,0,10,2.048,331449.4,43.149419
1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,2.048,332099.8,38.692934
1,0,1,1,0,1,0,0,0,0,0,0,0,0,100,2.048,329551,36.653115
1,0,1,1,0,1,0,0,0,0,0,0,0,0,200,2.048,327250.8,37.466166
1,0,1,1,0,1,0,0,0,0,0,0,0,0,500,2.048,335175,35.553348
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,4.096,329963,47.394886
1,0,1,1,0,1,0,0,0,0,0,0,0,0,10,4.096,330259.8,41.644755
1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,4.096,328596.6,37.54026
1,0,1,1,0,1,0,0,0,0,0,0,0,0,100,4.096,324080.8,36.53241
1,0,1,1,0,1,0,0,0,0,0,0,0,0,200,4.096,330194.8,37.755551
1,0,1,1,0,1,0,0,0,0,0,0,0,0,500,4.096,320679.2,35.905939
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.256,255920.6,41.409563
1,0,1,1,0,0,0,0,0,0,0,0,0,1,10,0.256,250478,36.368762
1,0,1,1,0,0,0,0,0,0,0,0,0,1,50,0.256,252772.6,33.119416
1,0,1,1,0,0,0,0,0,0,0,0,0,1,100,0.256,249584.6,32.610482
1,0,1,1,0,0,0,0,0,0,0,0,0,1,200,0.256,255841,32.497775
1,0,1,1,0,0,0,0,0,0,0,0,0,1,500,0.256,252945,33.36837
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.512,254948.6,41.630641
1,0,1,1,0,0,0,0,0,0,0,0,0,1,10,0.512,252542.6,37.442922
1,0,1,1,0,0,0,0,0,0,0,0,0,1,50,0.512,255429,33.206108
1,0,1,1,0,0,0,0,0,0,0,0,0,1,100,0.512,254596.4,32.561863
1,0,1,1,0,0,0,0,0,0,0,0,0,1,200,0.512,253196.6,31.988748
1,0,1,1,0,0,0,0,0,0,0,0,0,1,500,0.512,252415.8,32.252165
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.024,258887.8,42.328192
1,0,1,1,0,0,0,0,0,0,0,0,0,1,10,1.024,256688.4,36.90964
1,0,1,1,0,0,0,0,0,0,0,0,0,1,50,1.024,261991,34.086042
1,0,1,1,0,0,0,0,0,0,0,0,0,1,100,1.024,253238.2,32.512676
1,0,1,1,0,0,0,0,0,0,0,0,0,1,200,1.024,249209.4,32.19738
1,0,1,1,0,0,0,0,0,0,0,0,0,1,500,1.024,255643.2,33.837585
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.048,257108.2,42.204074
1,0,1,1,0,0,0,0,0,0,0,0,0,1,10,2.048,261858.4,37.218144
1,0,1,1,0,0,0,0,0,0,0,0,0,1,50,2.048,257449,33.695984
1,0,1,1,0,0,0,0,0,0,0,0,0,1,100,2.048,254704.4,33.543613
1,0,1,1,0,0,0,0,0,0,0,0,0,1,200,2.048,257878,33.008433
1,0,1,1,0,0,0,0,0,0,0,0,0,1,500,2.048,258077.2,32.581164
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4.096,257837.6,42.100495
1,0,1,1,0,0,0,0,0,0,0,0,0,1,10,4.096,253651.6,37.88876
1,0,1,1,0,0,0,0,0,0,0,0,0,1,50,4.096,252986.4,34.29717
1,0,1,1,0,0,0,0,0,0,0,0,0,1,100,4.096,257312.4,32.284165
