opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,opt_unroll,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,Compile-performance-,Fixed-compile-cpu-
1,0,0,0,1,3,0,1,64,20,64,4827.4,7.76722
1,0,0,0,1,4,0,1,64,20,64,5159.2,7.956182
1,0,0,0,1,2,0,2,64,20,64,4765.2,7.648645
1,0,0,0,1,3,0,2,64,20,64,4714.2,7.146976
1,0,0,0,1,4,0,2,64,20,64,5038.8,7.501103
1,0,0,0,1,2,0,3,64,20,64,4828.6,8.526237
1,0,0,0,1,3,0,3,64,20,64,4829.6,7.619419
1,0,0,0,1,4,0,3,64,20,64,5173.4,7.373571
1,0,0,0,1,2,0,4,64,20,64,4757.6,7.711226
1,0,0,0,1,3,0,4,64,20,64,4723.8,7.520388
1,0,0,0,1,4,0,4,64,20,64,5065.4,7.662759
1,0,0,0,1,2,0,1,128,20,64,4826.2,7.27929
1,0,0,0,1,3,0,1,128,20,64,4790,7.532903
1,0,0,0,1,4,0,1,128,20,64,5113.4,7.582272
1,0,0,0,1,2,0,2,128,20,64,4742.2,7.494477
1,0,0,0,1,3,0,2,128,20,64,4709,7.310323
1,0,0,0,1,4,0,2,128,20,64,5043.2,7.754023
1,0,0,0,1,2,0,3,128,20,64,4938.8,8.350333
1,0,0,0,1,3,0,3,128,20,64,4930,7.81
1,0,0,0,1,4,0,3,128,20,64,5268.8,8.279496
1,0,0,0,1,2,0,4,128,20,64,4711.4,8.175484
1,0,0,0,1,3,0,4,128,20,64,4658.4,7.800938
1,0,0,0,1,4,0,4,128,20,64,5045.6,8.002069
1,0,0,0,1,2,0,1,0,32,64,4325.2,7.5261
1,0,0,0,1,3,0,1,0,32,64,4289.8,7.215305
1,0,0,0,1,4,0,1,0,32,64,4649.4,7.195425
1,0,0,0,1,2,0,2,0,32,64,4370.4,6.651634
1,0,0,0,1,3,0,2,0,32,64,4389.6,7.642135
1,0,0,0,1,4,0,2,0,32,64,4702.6,7.251593
1,0,0,0,1,2,0,3,0,32,64,4356.8,7.816296
1,0,0,0,1,3,0,3,0,32,64,4383.6,7.75037
1,0,0,0,1,4,0,3,0,32,64,4724.2,7.458065
1,0,0,0,1,2,0,4,0,32,64,4373.4,6.94183
1,0,0,0,1,3,0,4,0,32,64,4365.2,7.046209
1,0,0,0,1,4,0,4,0,32,64,4715.8,7.526672
1,0,0,0,1,2,0,1,8,32,64,4806.4,7.288387
1,0,0,0,1,3,0,1,8,32,64,4785.8,7.142581
1,0,0,0,1,4,0,1,8,32,64,5137.2,7.355314
1,0,0,0,1,2,0,2,8,32,64,4818.2,8.292785
1,0,0,0,1,3,0,2,8,32,64,4810.2,7.408495
1,0,0,0,1,4,0,2,8,32,64,5129.4,8.011724
1,0,0,0,1,2,0,3,8,32,64,4878.2,7.667333
1,0,0,0,1,3,0,3,8,32,64,4871.4,7.439548
1,0,0,0,1,4,0,3,8,32,64,5226.2,7.376008
1,0,0,0,1,2,0,4,8,32,64,4744.2,7.884336
1,0,0,0,1,3,0,4,8,32,64,4695.6,7.545101
1,0,0,0,1,4,0,4,8,32,64,5021.8,7.80708
1,0,0,0,1,2,0,1,10,32,64,4933.2,7.676667
1,0,0,0,1,3,0,1,10,32,64,4917.6,7.688
1,0,0,0,1,4,0,1,10,32,64,5220.8,8.145714
1,0,0,0,1,2,0,2,10,32,64,4920.4,7.622559
1,0,0,0,1,3,0,2,10,32,64,4888.4,7.517333
1,0,0,0,1,4,0,2,10,32,64,5198.8,7.720339
1,0,0,0,1,2,0,3,10,32,64,4814.8,7.479946
1,0,0,0,1,3,0,3,10,32,64,4796.4,8.148114
1,0,0,0,1,4,0,3,10,32,64,5132.6,7.965517
1,0,0,0,1,2,0,4,10,32,64,4892.8,7.892667
1,0,0,0,1,3,0,4,10,32,64,4850.2,7.58114
1,0,0,0,1,4,0,4,10,32,64,5171,8.072365
1,0,0,0,1,2,0,1,16,32,64,4831.8,7.387269
1,0,0,0,1,3,0,1,16,32,64,4815.6,7.520726
1,0,0,0,1,4,0,1,16,32,64,5148,8.320837
1,0,0,0,1,2,0,2,16,32,64,4739.4,7.959329
1,0,0,0,1,3,0,2,16,32,64,4695.4,7.939369
1,0,0,0,1,4,0,2,16,32,64,5061.8,7.888276
1,0,0,0,1,2,0,3,16,32,64,4873.2,7.840376
1,0,0,0,1,3,0,3,16,32,64,4855.4,8.270667
1,0,0,0,1,4,0,3,16,32,64,5175,7.89848
1,0,0,0,1,2,0,4,16,32,64,4666.6,7.862675
1,0,0,0,1,3,0,4,16,32,64,4658,7.353525
1,0,0,0,1,4,0,4,16,32,64,4953.4,7.606
1,0,0,0,1,2,0,1,20,32,64,4818,7.869694
1,0,0,0,1,3,0,1,20,32,64,4771.6,8.02191
1,0,0,0,1,4,0,1,20,32,64,5087.2,7.65198
1,0,0,0,1,2,0,2,20,32,64,4865.8,7.681333
1,0,0,0,1,3,0,2,20,32,64,4805.8,7.072258
1,0,0,0,1,4,0,2,20,32,64,5137.8,7.44213
1,0,0,0,1,2,0,3,20,32,64,4798,7.450503
1,0,0,0,1,3,0,3,20,32,64,4785.4,8.696433
1,0,0,0,1,4,0,3,20,32,64,5123.2,8.006552
1,0,0,0,1,2,0,4,20,32,64,4854.8,7.570495
1,0,0,0,1,3,0,4,20,32,64,4827.6,7.165699
1,0,0,0,1,4,0,4,20,32,64,5150.6,8.064581
1,0,0,0,1,2,0,1,32,32,64,4810,8.516846
1,0,0,0,1,3,0,1,32,32,64,4771.8,7.773032
1,0,0,0,1,4,0,1,32,32,64,5137.4,7.607809
1,0,0,0,1,2,0,2,32,32,64,4780.6,7.46
1,0,0,0,1,3,0,2,32,32,64,4714.4,7.905584
1,0,0,0,1,4,0,2,32,32,64,5058.2,7.788965
1,0,0,0,1,2,0,3,32,32,64,4819.8,7.840365
1,0,0,0,1,3,0,3,32,32,64,4800.2,7.367742
1,0,0,0,1,4,0,3,32,32,64,5108.6,7.921379
1,0,0,0,1,2,0,4,32,32,64,4718.4,7.827556
1,0,0,0,1,3,0,4,32,32,64,4673,7.879724
1,0,0,0,1,4,0,4,32,32,64,4986.4,7.566736
1,0,0,0,1,2,0,1,64,32,64,4789.6,7.22
1,0,0,0,1,3,0,1,64,32,64,4757.8,8.093213
1,0,0,0,1,4,0,1,64,32,64,5103,8.093103
1,0,0,0,1,2,0,2,64,32,64,4829.2,7.816714
1,0,0,0,1,3,0,2,64,32,64,4773,7.154294
1,0,0,0,1,4,0,2,64,32,64,5131.2,8.235862
1,0,0,0,1,2,0,3,64,32,64,4894.6,7.484
1,0,0,0,1,3,0,3,64,32,64,4885.4,7.352
1,0,0,0,1,4,0,3,64,32,64,5222.2,7.978361
1,0,0,0,1,2,0,4,64,32,64,4796.6,8.382048
1,0,0,0,1,3,0,4,64,32,64,4683.6,7.990204
1,0,0,0,1,4,0,4,64,32,64,5064,7.993103
1,0,0,0,1,2,0,1,128,32,64,4791.6,7.686323
1,0,0,0,1,3,0,1,128,32,64,4755.4,7.316116
1,0,0,0,1,4,0,1,128,32,64,5113.6,8.101379
1,0,0,0,1,2,0,2,128,32,64,4713.2,7.976723
1,0,0,0,1,3,0,2,128,32,64,4682,8.081692
1,0,0,0,1,4,0,2,128,32,64,5016.8,7.590828
1,0,0,0,1,2,0,3,128,32,64,4772.4,7.1
1,0,0,0,1,3,0,3,128,32,64,4710,7.549711
1,0,0,0,1,4,0,3,128,32,64,5088,8.252414
1,0,0,0,1,2,0,4,128,32,64,4752.8,7.435484
1,0,0,0,1,3,0,4,128,32,64,4696.6,7.463229
1,0,0,0,1,4,0,4,128,32,64,5042.2,7.55931
1,0,0,0,1,2,0,1,0,64,64,4328.2,6.815948
1,0,0,0,1,3,0,1,0,64,64,4300.2,7.629392
1,0,0,0,1,4,0,1,0,64,64,4654.2,7.567475
1,0,0,0,1,2,0,2,0,64,64,4400.2,7.203898
1,0,0,0,1,3,0,2,0,64,64,4356.6,7.717037
1,0,0,0,1,4,0,2,0,64,64,4692.8,7.885698
1,0,0,0,1,2,0,3,0,64,64,4364,6.758671
1,0,0,0,1,3,0,3,0,64,64,4347.2,7.580196
1,0,0,0,1,4,0,3,0,64,64,4708.2,7.657368
1,0,0,0,1,2,0,4,0,64,64,4363,7.680741
1,0,0,0,1,3,0,4,0,64,64,4361.8,7.515106
1,0,0,0,1,4,0,4,0,64,64,4711.8,8.0856
1,0,0,0,1,2,0,1,8,64,64,4790,7.363871
1,0,0,0,1,3,0,1,8,64,64,4774.4,7.61151
1,0,0,0,1,4,0,1,8,64,64,5090,8.202759
1,0,0,0,1,2,0,2,8,64,64,4803.6,8.700633
1,0,0,0,1,3,0,2,8,64,64,4771.4,7.309677
1,0,0,0,1,4,0,2,8,64,64,5117.4,7.764138
1,0,0,0,1,2,0,3,8,64,64,4809.6,7.369678
1,0,0,0,1,3,0,3,8,64,64,4801.2,7.671621
1,0,0,0,1,4,0,3,8,64,64,5128,7.802936
1,0,0,0,1,2,0,4,8,64,64,4768.2,7.661858
1,0,0,0,1,3,0,4,8,64,64,4763.6,7.865523
1,0,0,0,1,4,0,4,8,64,64,5084.8,7.876552
1,0,0,0,1,2,0,1,10,64,64,4827.2,7.708598
1,0,0,0,1,3,0,1,10,64,64,4850.8,7.734667
1,0,0,0,1,4,0,1,10,64,64,5167,8.179729
1,0,0,0,1,2,0,2,10,64,64,4824.4,7.92315
1,0,0,0,1,3,0,2,10,64,64,4820.6,7.516925
1,0,0,0,1,4,0,2,10,64,64,5152.2,7.79303
1,0,0,0,1,2,0,3,10,64,64,4843.2,7.556409
1,0,0,0,1,3,0,3,10,64,64,4858.8,7.721833
1,0,0,0,1,4,0,3,10,64,64,5180.2,8.442685
1,0,0,0,1,2,0,4,10,64,64,4877.4,8.542833
1,0,0,0,1,3,0,4,10,64,64,4828.6,7.679753
1,0,0,0,1,4,0,4,10,64,64,5192,7.717731
1,0,0,0,1,2,0,1,16,64,64,4817,7.254946
1,0,0,0,1,3,0,1,16,64,64,4786.8,7.372527
1,0,0,0,1,4,0,1,16,64,64,5143.6,7.690973
1,0,0,0,1,2,0,2,16,64,64,4662.8,7.670817
1,0,0,0,1,3,0,2,16,64,64,4674.4,7.62396
1,0,0,0,1,4,0,2,16,64,64,4980.2,7.654713
1,0,0,0,1,2,0,3,16,64,64,4840,7.534559
1,0,0,0,1,3,0,3,16,64,64,4862.8,7.711333
1,0,0,0,1,4,0,3,16,64,64,5205.8,7.188824
1,0,0,0,1,2,0,4,16,64,64,4630.8,7.402544
1,0,0,0,1,3,0,4,16,64,64,4623.8,8.462708
1,0,0,0,1,4,0,4,16,64,64,4956.2,7.706667
1,0,0,0,1,2,0,1,20,64,64,4830.6,7.269634
1,0,0,0,1,3,0,1,20,64,64,4861.4,7.997892
1,0,0,0,1,4,0,1,20,64,64,5165.2,8.161355
1,0,0,0,1,2,0,2,20,64,64,4919.6,7.577333
1,0,0,0,1,3,0,2,20,64,64,4881.6,7.554667
1,0,0,0,1,4,0,2,20,64,64,5218.2,7.510785
1,0,0,0,1,2,0,3,20,64,64,4875.4,8.311333
1,0,0,0,1,3,0,3,20,64,64,4848.6,7.927253
1,0,0,0,1,4,0,3,20,64,64,5169.4,8.242611
1,0,0,0,1,2,0,4,20,64,64,4878.8,7.606
1,0,0,0,1,3,0,4,20,64,64,4846.4,8.149102
1,0,0,0,1,4,0,4,20,64,64,5179.8,8.007094
1,0,0,0,1,2,0,1,32,64,64,4848.8,7.365742
1,0,0,0,1,3,0,1,32,64,64,4826.8,7.961322
1,0,0,0,1,4,0,1,32,64,64,5128.2,7.867709
1,0,0,0,1,2,0,2,32,64,64,4746.2,7.602323
1,0,0,0,1,3,0,2,32,64,64,4696.4,7.360504
1,0,0,0,1,4,0,2,32,64,64,5035.8,8.013977
1,0,0,0,1,2,0,3,32,64,64,4867.2,7.581205
1,0,0,0,1,3,0,3,32,64,64,4835.8,7.861633
1,0,0,0,1,4,0,3,32,64,64,5205,8.33
1,0,0,0,1,2,0,4,32,64,64,4698.2,8.086968
1,0,0,0,1,3,0,4,32,64,64,4640.6,7.380646
1,0,0,0,1,4,0,4,32,64,64,4967.6,7.909333
1,0,0,0,1,2,0,1,64,64,64,4881.4,8.096833
1,0,0,0,1,3,0,1,64,64,64,4861,7.560946
1,0,0,0,1,4,0,1,64,64,64,5197.2,7.602042
1,0,0,0,1,2,0,2,64,64,64,4804.4,8.578074
1,0,0,0,1,3,0,2,64,64,64,4742.2,7.294527
1,0,0,0,1,4,0,2,64,64,64,5099.8,7.831803
1,0,0,0,1,2,0,3,64,64,64,4857.6,7.891
1,0,0,0,1,3,0,3,64,64,64,4822.2,7.495925
1,0,0,0,1,4,0,3,64,64,64,5185.2,7.418697
1,0,0,0,1,2,0,4,64,64,64,4671.4,7.555406
1,0,0,0,1,3,0,4,64,64,64,4667.4,8.28565
1,0,0,0,1,4,0,4,64,64,64,4992,7.873609
1,0,0,0,1,2,0,1,128,64,64,4784.2,7.275484
1,0,0,0,1,3,0,1,128,64,64,4785.4,7.467742
1,0,0,0,1,4,0,1,128,64,64,5097.8,7.944749
1,0,0,0,1,2,0,2,128,64,64,4736,8.118942
1,0,0,0,1,3,0,2,128,64,64,4679.6,7.006532
1,0,0,0,1,4,0,2,128,64,64,5017,7.909954
1,0,0,0,1,2,0,3,128,64,64,4789.6,7.321935
1,0,0,0,1,3,0,3,128,64,64,4766.8,7.194839
1,0,0,0,1,4,0,3,128,64,64,5091,8.158621
1,0,0,0,1,2,0,4,128,64,64,4670.6,7.836825
1,0,0,0,1,3,0,4,128,64,64,4647.8,7.4699
1,0,0,0,1,4,0,4,128,64,64,4979,7.469057
1,0,0,0,1,2,0,1,0,128,64,4361.8,7.723704
1,0,0,0,1,3,0,1,0,128,64,4373,7.602963
1,0,0,0,1,4,0,1,0,128,64,4682.6,7.342757
1,0,0,0,1,2,0,2,0,128,64,4331.6,6.87244
1,0,0,0,1,3,0,2,0,128,64,4317,7.368932
1,0,0,0,1,4,0,2,0,128,64,4651.6,7.911625
1,0,0,0,1,2,0,3,0,128,64,4324.4,7.64963
1,0,0,0,1,3,0,3,0,128,64,4330,7.286514
1,0,0,0,1,4,0,3,0,128,64,4658.8,7.026169
1,0,0,0,1,2,0,4,0,128,64,4307.6,6.871808
1,0,0,0,1,3,0,4,0,128,64,4298.6,7.576783
1,0,0,0,1,4,0,4,0,128,64,4614.2,7.911706
1,0,0,0,1,2,0,1,8,128,64,4891,8.111833
1,0,0,0,1,3,0,1,8,128,64,4837.6,8.190403
1,0,0,0,1,4,0,1,8,128,64,5196.8,8.501552
1,0,0,0,1,2,0,2,8,128,64,4757.6,7.570864
1,0,0,0,1,3,0,2,8,128,64,4718.6,7.317419
1,0,0,0,1,4,0,2,8,128,64,5025.6,7.543954
1,0,0,0,1,2,0,3,8,128,64,4854,7.634667
1,0,0,0,1,3,0,3,8,128,64,4869,7.55
1,0,0,0,1,4,0,3,8,128,64,5165.2,7.964717
1,0,0,0,1,2,0,4,8,128,64,4727.8,7.784583
1,0,0,0,1,3,0,4,8,128,64,4719.8,7.614013
1,0,0,0,1,4,0,4,8,128,64,5057,7.707291
1,0,0,0,1,2,0,1,10,128,64,4900,7.484473
1,0,0,0,1,3,0,1,10,128,64,4882.4,8.384833
1,0,0,0,1,4,0,1,10,128,64,5232,8.013571
1,0,0,0,1,2,0,2,10,128,64,4838,7.737764
1,0,0,0,1,3,0,2,10,128,64,4790,7.263871
1,0,0,0,1,4,0,2,10,128,64,5129,8.117931
1,0,0,0,1,2,0,3,10,128,64,4978,7.509035
1,0,0,0,1,3,0,3,10,128,64,4985,7.61269
1,0,0,0,1,4,0,3,10,128,64,5301.4,8.138571
1,0,0,0,1,2,0,4,10,128,64,4840.4,8.442866
1,0,0,0,1,3,0,4,10,128,64,4770,7.714374
1,0,0,0,1,4,0,4,10,128,64,5095,7.790345
1,0,0,0,1,2,0,1,16,128,64,4819.2,7.271505
1,0,0,0,1,3,0,1,16,128,64,4781,7.123226
1,0,0,0,1,4,0,1,16,128,64,5112,7.869261
1,0,0,0,1,2,0,2,16,128,64,4823.4,7.534301
1,0,0,0,1,3,0,2,16,128,64,4780.6,7.224516
1,0,0,0,1,4,0,2,16,128,64,5082.8,7.646345
1,0,0,0,1,2,0,3,16,128,64,4774.4,7.416774
1,0,0,0,1,3,0,3,16,128,64,4765.4,7.345806
1,0,0,0,1,4,0,3,16,128,64,5156.2,7.782954
1,0,0,0,1,2,0,4,16,128,64,4683.8,7.788282
1,0,0,0,1,3,0,4,16,128,64,4644.2,7.181923
1,0,0,0,1,4,0,4,16,128,64,5010.6,7.908873
1,0,0,0,1,2,0,1,20,128,64,4832.2,7.613715
1,0,0,0,1,3,0,1,20,128,64,4803.8,8.164595
1,0,0,0,1,4,0,1,20,128,64,5158,8.045887
1,0,0,0,1,2,0,2,20,128,64,4882.2,7.67
1,0,0,0,1,3,0,2,20,128,64,4864.6,7.585893
1,0,0,0,1,4,0,2,20,128,64,5189.6,7.730882
1,0,0,0,1,2,0,3,20,128,64,4754.6,8.288903
1,0,0,0,1,3,0,3,20,128,64,4742.2,7.692061
1,0,0,0,1,4,0,3,20,128,64,5087.2,8.091724
1,0,0,0,1,2,0,4,20,128,64,4797,8.596767
1,0,0,0,1,3,0,4,20,128,64,4755.2,7.224254
1,0,0,0,1,4,0,4,20,128,64,5100,7.507764
1,0,0,0,1,2,0,1,32,128,64,4856.6,7.512989
1,0,0,0,1,3,0,1,32,128,64,4826.6,7.7632
1,0,0,0,1,4,0,1,32,128,64,5180.6,8.228227
1,0,0,0,1,2,0,2,32,128,64,4784,7.553462
1,0,0,0,1,3,0,2,32,128,64,4735.8,7.336774
1,0,0,0,1,4,0,2,32,128,64,5083.4,7.762877
1,0,0,0,1,2,0,3,32,128,64,4785.6,7.269032
1,0,0,0,1,3,0,3,32,128,64,4746.6,7.335768
1,0,0,0,1,4,0,3,32,128,64,5120,8.125517
1,0,0,0,1,2,0,4,32,128,64,4766.8,8.081373
1,0,0,0,1,3,0,4,32,128,64,4700.4,7.469419
1,0,0,0,1,4,0,4,32,128,64,5053.8,7.728965
1,0,0,0,1,2,0,1,64,128,64,4858.8,7.606666
1,0,0,0,1,3,0,1,64,128,64,4849,7.280925
1,0,0,0,1,4,0,1,64,128,64,5194.2,7.789897
1,0,0,0,1,2,0,2,64,128,64,4697,8.163819
1,0,0,0,1,3,0,2,64,128,64,4675.6,7.421001
1,0,0,0,1,4,0,2,64,128,64,5002,7.917011
1,0,0,0,1,2,0,3,64,128,64,4830.8,7.905715
1,0,0,0,1,3,0,3,64,128,64,4834.2,7.446
1,0,0,0,1,4,0,3,64,128,64,5176.6,8.263054
1,0,0,0,1,2,0,4,64,128,64,4674.2,7.857075
1,0,0,0,1,3,0,4,64,128,64,4634,7.668021
1,0,0,0,1,4,0,4,64,128,64,4964.2,7.493448
1,0,0,0,1,2,0,1,128,128,64,4820.6,7.348624
1,0,0,0,1,3,0,1,128,128,64,4807,8.052279
1,0,0,0,1,4,0,1,128,128,64,5134.2,7.864706
1,0,0,0,1,2,0,2,128,128,64,4799.4,7.807897
1,0,0,0,1,3,0,2,128,128,64,4743.6,7.12
1,0,0,0,1,4,0,2,128,128,64,5076.2,7.892414
1,0,0,0,1,2,0,3,128,128,64,4774.8,7.807355
1,0,0,0,1,3,0,3,128,128,64,4721,7.246875
1,0,0,0,1,4,0,3,128,128,64,5062,7.618844
1,0,0,0,1,2,0,4,128,128,64,4680.8,7.924233
1,0,0,0,1,3,0,4,128,128,64,4647,7.147825
1,0,0,0,1,4,0,4,128,128,64,5033,7.747494
1,0,0,0,1,2,0,1,0,0,128,4136.4,7.241699
1,0,0,0,1,3,0,1,0,0,128,4114.2,7.235172
1,0,0,0,1,4,0,1,0,0,128,4451.6,6.714938
1,0,0,0,1,2,0,2,0,0,128,4194.6,7.497857
1,0,0,0,1,3,0,2,0,0,128,4174.2,7.037429
1,0,0,0,1,4,0,2,0,0,128,4493,7.141443
1,0,0,0,1,2,0,3,0,0,128,4095.6,7.133793
1,0,0,0,1,3,0,3,0,0,128,4113.8,6.902143
1,0,0,0,1,4,0,3,0,0,128,4467.6,6.75697
1,0,0,0,1,2,0,4,0,0,128,4145,7.469704
1,0,0,0,1,3,0,4,0,0,128,4149.2,7.324089
1,0,0,0,1,4,0,4,0,0,128,4460.8,7.235682
1,0,0,0,1,2,0,1,8,0,128,4763.2,7.708129
1,0,0,0,1,3,0,1,8,0,128,4733.2,7.226169
1,0,0,0,1,4,0,1,8,0,128,5125.4,7.597079
1,0,0,0,1,2,0,2,8,0,128,4580.8,7.2425
1,0,0,0,1,3,0,2,8,0,128,4535.4,7.573198
1,0,0,0,1,4,0,2,8,0,128,4920.4,7.729333
1,0,0,0,1,2,0,3,8,0,128,4637.2,7.70581
1,0,0,0,1,3,0,3,8,0,128,4622.4,7.1275
1,0,0,0,1,4,0,3,8,0,128,4983.2,7.498276
1,0,0,0,1,2,0,4,8,0,128,4496.6,7.965385
1,0,0,0,1,3,0,4,8,0,128,4442.6,7.833447
1,0,0,0,1,4,0,4,8,0,128,4812.8,7.45871
1,0,0,0,1,2,0,1,10,0,128,4677.2,8.172335
1,0,0,0,1,3,0,1,10,0,128,4662,7.233811
1,0,0,0,1,4,0,1,10,0,128,4999.6,7.832713
1,0,0,0,1,2,0,2,10,0,128,4602,7.082308
1,0,0,0,1,3,0,2,10,0,128,4591.8,8.006923
1,0,0,0,1,4,0,2,10,0,128,4911.6,7.956167
1,0,0,0,1,2,0,3,10,0,128,4587,7.383283
1,0,0,0,1,3,0,3,10,0,128,4581,7.10875
1,0,0,0,1,4,0,3,10,0,128,4940.2,7.749333
1,0,0,0,1,2,0,4,10,0,128,4659.4,7.502358
1,0,0,0,1,3,0,4,10,0,128,4632.6,7.802925
1,0,0,0,1,4,0,4,10,0,128,4985.6,8.275638
1,0,0,0,1,2,0,1,16,0,128,4591.8,7.359375
1,0,0,0,1,3,0,1,16,0,128,4624.2,7.1425
1,0,0,0,1,4,0,1,16,0,128,4917.4,7.387333
1,0,0,0,1,2,0,2,16,0,128,4587,8.197969
1,0,0,0,1,3,0,2,16,0,128,4551.2,7.911538
1,0,0,0,1,4,0,2,16,0,128,4874.6,7.595333
1,0,0,0,1,2,0,3,16,0,128,4646.6,8.027786
1,0,0,0,1,3,0,3,16,0,128,4678.8,7.242843
1,0,0,0,1,4,0,3,16,0,128,4984,7.612782
1,0,0,0,1,2,0,4,16,0,128,4403.6,7.269968
1,0,0,0,1,3,0,4,16,0,128,4405.2,7.762222
1,0,0,0,1,4,0,4,16,0,128,4777.2,8.375584
1,0,0,0,1,2,0,1,20,0,128,4820.8,7.423871
1,0,0,0,1,3,0,1,20,0,128,4794.2,7.414839
1,0,0,0,1,4,0,1,20,0,128,5148,7.77666
1,0,0,0,1,2,0,2,20,0,128,4688.8,8.1893
1,0,0,0,1,3,0,2,20,0,128,4638,7.5928
1,0,0,0,1,4,0,2,20,0,128,4994.8,7.693701
1,0,0,0,1,2,0,3,20,0,128,4696,7.243125
1,0,0,0,1,3,0,3,20,0,128,4673,7.413742
1,0,0,0,1,4,0,3,20,0,128,5005.4,7.530621
1,0,0,0,1,2,0,4,20,0,128,4595.6,7.874808
1,0,0,0,1,3,0,4,20,0,128,4566.6,8.078769
1,0,0,0,1,4,0,4,20,0,128,4919.8,7.728
1,0,0,0,1,2,0,1,32,0,128,4701,7.296069
1,0,0,0,1,3,0,1,32,0,128,4709.2,7.3
1,0,0,0,1,4,0,1,32,0,128,5037.2,7.795902
1,0,0,0,1,2,0,2,32,0,128,4629,8.1392
1,0,0,0,1,3,0,2,32,0,128,4628,6.903125
1,0,0,0,1,4,0,2,32,0,128,4932.4,7.628645
1,0,0,0,1,2,0,3,32,0,128,4610.8,7.255385
1,0,0,0,1,3,0,3,32,0,128,4588,7.411154
1,0,0,0,1,4,0,3,32,0,128,4949.2,7.729333
1,0,0,0,1,2,0,4,32,0,128,4467.8,7.495035
1,0,0,0,1,3,0,4,32,0,128,4441,7.882023
1,0,0,0,1,4,0,4,32,0,128,4816.2,7.53628
1,0,0,0,1,2,0,1,64,0,128,4661.8,8.496
1,0,0,0,1,3,0,1,64,0,128,4648.2,7.1125
1,0,0,0,1,4,0,1,64,0,128,4977.4,7.647334
1,0,0,0,1,2,0,2,64,0,128,4585,8.076923
1,0,0,0,1,3,0,2,64,0,128,4537.4,7.472727
1,0,0,0,1,4,0,2,64,0,128,4884.6,7.524602
1,0,0,0,1,2,0,3,64,0,128,4652.6,7.113004
1,0,0,0,1,3,0,3,64,0,128,4678.2,7.144597
1,0,0,0,1,4,0,3,64,0,128,4977.2,7.753379
1,0,0,0,1,2,0,4,64,0,128,4553.2,8.147692
1,0,0,0,1,3,0,4,64,0,128,4505.4,7.745828
1,0,0,0,1,4,0,4,64,0,128,4850.4,7.368301
1,0,0,0,1,2,0,1,128,0,128,4642.4,7.6845
1,0,0,0,1,3,0,1,128,0,128,4657.2,7.577567
1,0,0,0,1,4,0,1,128,0,128,4965.8,7.45
1,0,0,0,1,2,0,2,128,0,128,4627.2,7.710429
1,0,0,0,1,3,0,2,128,0,128,4614.6,8.003156
1,0,0,0,1,4,0,2,128,0,128,4936,7.562667
1,0,0,0,1,2,0,3,128,0,128,4625.2,6.968277
1,0,0,0,1,3,0,3,128,0,128,4666,7.435794
1,0,0,0,1,4,0,3,128,0,128,4927.6,7.28
1,0,0,0,1,2,0,4,128,0,128,4463.8,8.11
1,0,0,0,1,3,0,4,128,0,128,4448.8,7.882023
1,0,0,0,1,4,0,4,128,0,128,4756.6,7.227419
1,0,0,0,1,2,0,1,0,8,128,4417.2,7.725807
1,0,0,0,1,3,0,1,0,8,128,4397,7.76963
1,0,0,0,1,4,0,1,0,8,128,4717.6,7.490323
1,0,0,0,1,2,0,2,0,8,128,4411,7.531133
1,0,0,0,1,3,0,2,0,8,128,4409.2,6.952482
1,0,0,0,1,4,0,2,0,8,128,4720.6,7.325807
1,0,0,0,1,2,0,3,0,8,128,4423.6,7.440671
1,0,0,0,1,3,0,3,0,8,128,4398.8,7.791852
1,0,0,0,1,4,0,3,0,8,128,4723.2,7.417703
1,0,0,0,1,2,0,4,0,8,128,4402.4,7.184714
1,0,0,0,1,3,0,4,0,8,128,4401.2,7.945185
1,0,0,0,1,4,0,4,0,8,128,4711.6,7.443793
1,0,0,0,1,2,0,1,8,8,128,4869.2,8.025167
1,0,0,0,1,3,0,1,8,8,128,4853.2,7.549204
1,0,0,0,1,4,0,1,8,8,128,5163.6,7.747266
1,0,0,0,1,2,0,2,8,8,128,4696.6,7.958555
1,0,0,0,1,3,0,2,8,8,128,4684.8,8.231226
1,0,0,0,1,4,0,2,8,8,128,4978.8,7.666115
1,0,0,0,1,2,0,3,8,8,128,4870.8,7.66
1,0,0,0,1,3,0,3,8,8,128,4852.6,7.488
1,0,0,0,1,4,0,3,8,8,128,5163.6,7.768435
1,0,0,0,1,2,0,4,8,8,128,4713,7.305187
1,0,0,0,1,3,0,4,8,8,128,4734.6,8.4752
1,0,0,0,1,4,0,4,8,8,128,5013.6,7.906851
1,0,0,0,1,2,0,1,10,8,128,4990.4,8.030161
1,0,0,0,1,3,0,1,10,8,128,4947.2,7.767333
1,0,0,0,1,4,0,1,10,8,128,5240.2,8.225
1,0,0,0,1,2,0,2,10,8,128,4951,7.714667
1,0,0,0,1,3,0,2,10,8,128,4928.6,7.647333
1,0,0,0,1,4,0,2,10,8,128,5269,7.801181
1,0,0,0,1,2,0,3,10,8,128,4946.2,7.401333
1,0,0,0,1,3,0,3,10,8,128,4933.4,7.848833
1,0,0,0,1,4,0,3,10,8,128,5276,8.259286
