delayedInnodbLogFlush,delayedInnodbLogWrite,innodbFlushMethod,fsyncFlush,dsyncFlush,directFlush,binaryLog,innodbDoubleWrite,TempTableSize,InnodbBufferPoolSize,InnodbLogBufferSize,Performance-,Cpu-
1,0,1,0,0,1,1,1,4096,512,8,65.72888,1.386949
1,0,1,0,0,1,1,1,65536,512,8,64.92884,1.74724
1,0,1,0,0,1,1,1,256,8,64,76.19752,1.763254
1,0,1,0,0,1,1,1,4096,8,64,77.53552,1.943789
1,0,1,0,0,1,1,1,65536,8,64,82.53034,1.803394
1,0,1,0,0,1,1,1,256,64,64,66.30684,1.754474
1,0,1,0,0,1,1,1,4096,64,64,62.0596,1.555902
1,0,1,0,0,1,1,1,65536,64,64,67.61356,1.458549
1,0,1,0,0,1,1,1,256,512,64,66.95442,1.474416
1,0,1,0,0,1,1,1,4096,512,64,65.14762,1.65154
1,0,1,0,0,1,1,1,65536,512,64,68.87998,1.521248
1,0,1,0,1,0,0,0,256,8,1,132.32214,2.098229
1,0,1,0,1,0,0,0,4096,8,1,127.8706,1.371009
1,0,1,0,1,0,0,0,65536,8,1,139.66136,1.800134
1,0,1,0,1,0,0,0,256,64,1,121.23378,1.533649
1,0,1,0,1,0,0,0,4096,64,1,123.39188,1.527155
1,0,1,0,1,0,0,0,65536,64,1,119.49972,1.533097
1,0,1,0,1,0,0,0,256,512,1,130.95498,1.54617
1,0,1,0,1,0,0,0,4096,512,1,119.25102,1.424655
1,0,1,0,1,0,0,0,65536,512,1,121.74636,1.666436
1,0,1,0,1,0,0,0,256,8,8,137.31596,1.129671
1,0,1,0,1,0,0,0,4096,8,8,143.52402,1.963168
1,0,1,0,1,0,0,0,65536,8,8,132.12136,1.437626
1,0,1,0,1,0,0,0,256,64,8,117.85066,1.430582
1,0,1,0,1,0,0,0,4096,64,8,124.61498,1.487116
1,0,1,0,1,0,0,0,65536,64,8,128.3507,1.743184
1,0,1,0,1,0,0,0,256,512,8,124.8017,1.557687
1,0,1,0,1,0,0,0,4096,512,8,119.76966,1.237812
1,0,1,0,1,0,0,0,65536,512,8,127.54664,1.337047
1,0,1,0,1,0,0,0,256,8,64,126.5307,1.579173
1,0,1,0,1,0,0,0,4096,8,64,139.55442,1.493418
1,0,1,0,1,0,0,0,65536,8,64,129.50516,1.540379
1,0,1,0,1,0,0,0,256,64,64,125.387,1.555658
1,0,1,0,1,0,0,0,4096,64,64,116.56724,1.312526
1,0,1,0,1,0,0,0,65536,64,64,130.5035,1.47403
1,0,1,0,1,0,0,0,256,512,64,119.13246,1.437558
1,0,1,0,1,0,0,0,4096,512,64,127.77774,1.693651
1,0,1,0,1,0,0,0,65536,512,64,133.1577,1.687827
1,0,1,0,1,0,0,1,256,8,1,140.77832,1.107218
1,0,1,0,1,0,0,1,4096,8,1,133.32166,1.811704
1,0,1,0,1,0,0,1,65536,8,1,145.57968,1.327941
1,0,1,0,1,0,0,1,256,64,1,120.93716,1.409198
1,0,1,0,1,0,0,1,4096,64,1,130.08078,1.391734
1,0,1,0,1,0,0,1,65536,64,1,132.76238,1.633282
1,0,1,0,1,0,0,1,256,512,1,115.60052,1.286875
1,0,1,0,1,0,0,1,4096,512,1,131.51036,1.402135
1,0,1,0,1,0,0,1,65536,512,1,118.17178,1.174778
1,0,1,0,1,0,0,1,256,8,8,145.09264,1.752392
1,0,1,0,1,0,0,1,4096,8,8,137.67414,1.633706
1,0,1,0,1,0,0,1,65536,8,8,142.0761,1.478741
1,0,1,0,1,0,0,1,256,64,8,123.64052,1.20278
1,0,1,0,1,0,0,1,4096,64,8,126.24064,1.651573
1,0,1,0,1,0,0,1,65536,64,8,126.04182,1.463239
1,0,1,0,1,0,0,1,256,512,8,118.38758,1.809646
1,0,1,0,1,0,0,1,4096,512,8,125.23114,1.536134
1,0,1,0,1,0,0,1,65536,512,8,128.68764,1.327143
1,0,1,0,1,0,0,1,256,8,64,133.11794,1.945573
1,0,1,0,1,0,0,1,4096,8,64,140.8152,1.70006
1,0,1,0,1,0,0,1,65536,8,64,145.185,1.915161
1,0,1,0,1,0,0,1,256,64,64,122.32018,1.236306
1,0,1,0,1,0,0,1,4096,64,64,122.13442,1.64572
1,0,1,0,1,0,0,1,65536,64,64,124.91508,1.496063
1,0,1,0,1,0,0,1,256,512,64,120.27536,1.664856
1,0,1,0,1,0,0,1,4096,512,64,132.59998,1.471244
1,0,1,0,1,0,0,1,65536,512,64,122.71284,1.599655
1,0,1,0,1,0,1,0,256,8,1,195.08038,1.372822
1,0,1,0,1,0,1,0,4096,8,1,191.7285,2.44004
1,0,1,0,1,0,1,0,65536,8,1,195.83798,1.484126
1,0,1,0,1,0,1,0,256,64,1,182.71382,2.313821
1,0,1,0,1,0,1,0,4096,64,1,182.71246,1.855569
1,0,1,0,1,0,1,0,65536,64,1,182.29456,2.006323
1,0,1,0,1,0,1,0,256,512,1,168.03008,1.506275
1,0,1,0,1,0,1,0,4096,512,1,179.71918,1.598958
1,0,1,0,1,0,1,0,65536,512,1,178.21364,1.88633
1,0,1,0,1,0,1,0,256,8,8,194.55664,1.421179
1,0,1,0,1,0,1,0,4096,8,8,193.39354,1.433396
1,0,1,0,1,0,1,0,65536,8,8,196.45734,1.913601
1,0,1,0,1,0,1,0,256,64,8,174.82132,1.347916
1,0,1,0,1,0,1,0,4096,64,8,178.07954,1.508632
1,0,1,0,1,0,1,0,65536,64,8,178.05722,1.423925
1,0,1,0,1,0,1,0,256,512,8,178.92934,1.821759
1,0,1,0,1,0,1,0,4096,512,8,176.87678,1.839747
1,0,1,0,1,0,1,0,65536,512,8,183.6792,1.494642
1,0,1,0,1,0,1,0,256,8,64,195.8429,1.492303
1,0,1,0,1,0,1,0,4096,8,64,194.49294,1.804986
1,0,1,0,1,0,1,0,65536,8,64,199.92904,1.497038
1,0,1,0,1,0,1,0,256,64,64,177.30792,1.456752
1,0,1,0,1,0,1,0,4096,64,64,180.26528,1.213803
1,0,1,0,1,0,1,0,65536,64,64,177.74082,1.710252
1,0,1,0,1,0,1,0,256,512,64,177.7507,2.060282
1,0,1,0,1,0,1,0,4096,512,64,180.8247,1.249659
1,0,1,0,1,0,1,0,65536,512,64,183.96716,2.081761
1,0,1,0,1,0,1,1,256,8,1,210.72088,1.441201
1,0,1,0,1,0,1,1,4096,8,1,208.66318,1.054004
1,0,1,0,1,0,1,1,65536,8,1,213.5254,1.44888
1,0,1,0,1,0,1,1,256,64,1,184.5632,1.265678
1,0,1,0,1,0,1,1,4096,64,1,181.82778,1.499571
1,0,1,0,1,0,1,1,65536,64,1,180.74118,1.209308
1,0,1,0,1,0,1,1,256,512,1,187.13222,1.903895
1,0,1,0,1,0,1,1,4096,512,1,183.83054,1.309875
1,0,1,0,1,0,1,1,65536,512,1,184.33572,1.890773
1,0,1,0,1,0,1,1,256,8,8,204.25208,1.396929
1,0,1,0,1,0,1,1,4096,8,8,214.24328,1.852899
1,0,1,0,1,0,1,1,65536,8,8,209.00358,1.644513
1,0,1,0,1,0,1,1,256,64,8,183.53776,1.797585
1,0,1,0,1,0,1,1,4096,64,8,177.63588,1.681339
1,0,1,0,1,0,1,1,65536,64,8,181.8303,1.491422
1,0,1,0,1,0,1,1,256,512,8,183.50686,1.733424
1,0,1,0,1,0,1,1,4096,512,8,182.79288,1.374979
1,0,1,0,1,0,1,1,65536,512,8,178.43548,1.258366
1,0,1,0,1,0,1,1,256,8,64,212.80754,1.819322
1,0,1,0,1,0,1,1,4096,8,64,210.93856,1.118207
1,0,1,0,1,0,1,1,65536,8,64,201.4908,1.606212
1,0,1,0,1,0,1,1,256,64,64,185.6874,1.632747
1,0,1,0,1,0,1,1,4096,64,64,185.85926,1.338843
1,0,1,0,1,0,1,1,65536,64,64,184.10094,2.012904
1,0,1,0,1,0,1,1,256,512,64,182.57834,1.812928
1,0,1,0,1,0,1,1,4096,512,64,187.3751,1.244724
1,0,1,0,1,0,1,1,65536,512,64,196.03558,1.632986
1,0,1,1,0,0,0,0,256,8,1,66.76542,2.021084
1,0,1,1,0,0,0,0,4096,8,1,66.61184,1.758741
1,0,1,1,0,0,0,0,65536,8,1,65.53812,1.656031
1,0,1,1,0,0,0,0,256,64,1,61.5545,1.613327
1,0,1,1,0,0,0,0,4096,64,1,67.94832,1.431208
1,0,1,1,0,0,0,0,65536,64,1,59.2532,1.54633
1,0,1,1,0,0,0,0,256,512,1,60.05058,1.547121
1,0,1,1,0,0,0,0,4096,512,1,62.40172,1.605274
1,0,1,1,0,0,0,0,65536,512,1,62.21736,1.67056
1,0,1,1,0,0,0,0,256,8,8,59.71644,1.751162
1,0,1,1,0,0,0,0,4096,8,8,61.50246,1.735867
1,0,1,1,0,0,0,0,65536,8,8,61.91214,1.821963
1,0,1,1,0,0,0,0,256,64,8,64.0298,1.602599
1,0,1,1,0,0,0,0,4096,64,8,59.73318,1.522072
1,0,1,1,0,0,0,0,65536,64,8,61.36082,1.64658
1,0,1,1,0,0,0,0,256,512,8,63.11236,1.784867
1,0,1,1,0,0,0,0,4096,512,8,63.82168,1.650623
1,0,1,1,0,0,0,0,65536,512,8,64.05008,1.592737
1,0,1,1,0,0,0,0,256,8,64,64.16582,1.911696
1,0,1,1,0,0,0,0,4096,8,64,68.63506,1.845419
1,0,1,1,0,0,0,0,65536,8,64,65.29248,1.718231
1,0,1,1,0,0,0,0,256,64,64,60.31724,1.5282
1,0,1,1,0,0,0,0,4096,64,64,63.58248,1.783535
1,0,1,1,0,0,0,0,65536,64,64,64.41892,1.583718
1,0,1,1,0,0,0,0,256,512,64,57.55776,1.637253
1,0,1,1,0,0,0,0,4096,512,64,57.69104,1.564503
1,0,1,1,0,0,0,0,65536,512,64,63.8527,1.546799
1,0,1,1,0,0,0,1,256,8,1,72.51996,1.712805
1,0,1,1,0,0,0,1,4096,8,1,67.768,1.691378
1,0,1,1,0,0,0,1,65536,8,1,73.01804,1.618009
1,0,1,1,0,0,0,1,256,64,1,62.45114,1.706501
1,0,1,1,0,0,0,1,4096,64,1,67.18814,1.536065
1,0,1,1,0,0,0,1,65536,64,1,57.003,1.897585
1,0,1,1,0,0,0,1,256,512,1,61.7266,1.655785
1,0,1,1,0,0,0,1,4096,512,1,66.88106,1.673736
1,0,1,1,0,0,0,1,65536,512,1,65.68756,1.474002
1,0,1,1,0,0,0,1,256,8,8,67.9846,1.757667
1,0,1,1,0,0,0,1,4096,8,8,70.12018,1.645884
1,0,1,1,0,0,0,1,65536,8,8,66.27538,1.855291
1,0,1,1,0,0,0,1,256,64,8,59.8243,1.600729
1,0,1,1,0,0,0,1,4096,64,8,64.30116,1.598334
1,0,1,1,0,0,0,1,65536,64,8,67.14076,1.657408
1,0,1,1,0,0,0,1,256,512,8,59.45774,1.703227
1,0,1,1,0,0,0,1,4096,512,8,66.43056,1.37102
1,0,1,1,0,0,0,1,65536,512,8,61.54488,1.680538
1,0,1,1,0,0,0,1,256,8,64,67.97026,1.761691
1,0,1,1,0,0,0,1,4096,8,64,67.20594,1.735302
1,0,1,1,0,0,0,1,65536,8,64,70.79542,1.744258
1,0,1,1,0,0,0,1,256,64,64,69.62692,1.585649
1,0,1,1,0,0,0,1,4096,64,64,68.26452,1.447527
1,0,1,1,0,0,0,1,65536,64,64,61.48692,1.607188
1,0,1,1,0,0,0,1,256,512,64,65.65044,1.503059
1,0,1,1,0,0,0,1,4096,512,64,66.10128,1.592155
1,0,1,1,0,0,0,1,65536,512,64,58.88278,1.723009
1,0,1,1,0,0,1,0,256,8,1,66.38508,2.048976
1,0,1,1,0,0,1,0,4096,8,1,63.2707,1.703746
1,0,1,1,0,0,1,0,65536,8,1,66.42318,1.858495
1,0,1,1,0,0,1,0,256,64,1,59.14678,1.756202
1,0,1,1,0,0,1,0,4096,64,1,60.37182,1.709559
1,0,1,1,0,0,1,0,65536,64,1,64.89984,1.557686
1,0,1,1,0,0,1,0,256,512,1,66.31226,1.657051
1,0,1,1,0,0,1,0,4096,512,1,62.89136,1.700527
1,0,1,1,0,0,1,0,65536,512,1,66.86548,1.480853
1,0,1,1,0,0,1,0,256,8,8,68.76114,1.885237
1,0,1,1,0,0,1,0,4096,8,8,71.93534,1.603018
1,0,1,1,0,0,1,0,65536,8,8,68.76882,1.754109
1,0,1,1,0,0,1,0,256,64,8,62.39712,1.997773
1,0,1,1,0,0,1,0,4096,64,8,65.67968,1.504187
1,0,1,1,0,0,1,0,65536,64,8,65.2189,1.388449
1,0,1,1,0,0,1,0,256,512,8,67.391,1.422464
1,0,1,1,0,0,1,0,4096,512,8,60.5284,1.493759
1,0,1,1,0,0,1,0,65536,512,8,63.00506,1.437403
1,0,1,1,0,0,1,0,256,8,64,64.671,1.753758
1,0,1,1,0,0,1,0,4096,8,64,63.5517,1.751359
1,0,1,1,0,0,1,0,65536,8,64,65.11014,1.761262
1,0,1,1,0,0,1,0,256,64,64,63.53058,1.512873
1,0,1,1,0,0,1,0,4096,64,64,58.41284,1.659385
1,0,1,1,0,0,1,0,65536,64,64,60.56744,1.671364
1,0,1,1,0,0,1,0,256,512,64,65.94566,1.526359
1,0,1,1,0,0,1,0,4096,512,64,64.82308,1.656722
1,0,1,1,0,0,1,0,65536,512,64,61.63208,1.550645
1,0,1,1,0,0,1,1,256,8,1,77.183,1.576383
1,0,1,1,0,0,1,1,4096,8,1,73.24244,1.698908
1,0,1,1,0,0,1,1,65536,8,1,71.27526,1.648991
1,0,1,1,0,0,1,1,256,64,1,64.39756,1.521079
1,0,1,1,0,0,1,1,4096,64,1,66.39912,1.467283
1,0,1,1,0,0,1,1,65536,64,1,64.10244,1.590119
1,0,1,1,0,0,1,1,256,512,1,71.03118,1.562315
1,0,1,1,0,0,1,1,4096,512,1,67.27866,1.460646
1,0,1,1,0,0,1,1,65536,512,1,62.0616,1.72489
1,0,1,1,0,0,1,1,256,8,8,72.79566,1.59231
1,0,1,1,0,0,1,1,4096,8,8,72.34228,1.628638
1,0,1,1,0,0,1,1,65536,8,8,67.06784,1.919909
1,0,1,1,0,0,1,1,256,64,8,72.54666,1.453159
1,0,1,1,0,0,1,1,4096,64,8,66.2754,1.735728
1,0,1,1,0,0,1,1,65536,64,8,70.3974,1.475184
1,0,1,1,0,0,1,1,256,512,8,63.51462,1.806646
1,0,1,1,0,0,1,1,4096,512,8,63.37058,1.689943
1,0,1,1,0,0,1,1,65536,512,8,64.55818,1.578436
1,0,1,1,0,0,1,1,256,8,64,73.58054,1.756454
1,0,1,1,0,0,1,1,4096,8,64,67.47164,1.688054
1,0,1,1,0,0,1,1,65536,8,64,65.15092,1.612266
1,0,1,1,0,0,1,1,256,64,64,70.4566,1.587977
1,0,1,1,0,0,1,1,4096,64,64,62.80038,1.539108
1,0,1,1,0,0,1,1,65536,64,64,69.09474,1.546767
1,0,1,1,0,0,1,1,256,512,64,68.31548,1.577181
1,0,1,1,0,0,1,1,4096,512,64,67.31598,1.392042
1,0,1,1,0,0,1,1,65536,512,64,71.7009,1.487402
1,1,1,0,0,1,0,0,256,8,1,75.8544,1.925332
1,1,1,0,0,1,0,0,4096,8,1,80.96556,1.778526
1,1,1,0,0,1,0,0,65536,8,1,79.9052,1.648522
1,1,1,0,0,1,0,0,256,64,1,61.54948,1.418211
1,1,1,0,0,1,0,0,4096,64,1,62.86458,1.809889
1,1,1,0,0,1,0,0,65536,64,1,58.88552,1.611652
1,1,1,0,0,1,0,0,256,512,1,62.30206,1.675374
1,1,1,0,0,1,0,0,4096,512,1,57.77232,1.763885
1,1,1,0,0,1,0,0,65536,512,1,60.71928,1.743873
1,1,1,0,0,1,0,0,256,8,8,77.44026,1.825017
1,1,1,0,0,1,0,0,4096,8,8,75.44806,1.725137
1,1,1,0,0,1,0,0,65536,8,8,76.9347,1.779321
1,1,1,0,0,1,0,0,256,64,8,61.53418,1.536753
1,1,1,0,0,1,0,0,4096,64,8,60.98682,1.626948
1,1,1,0,0,1,0,0,65536,64,8,63.97494,1.523635
1,1,1,0,0,1,0,0,256,512,8,64.55628,1.443116
1,1,1,0,0,1,0,0,4096,512,8,59.09386,1.929863
1,1,1,0,0,1,0,0,65536,512,8,65.3897,1.541053
1,1,1,0,0,1,0,0,256,8,64,74.05852,1.905012
1,1,1,0,0,1,0,0,4096,8,64,73.33678,1.881376
1,1,1,0,0,1,0,0,65536,8,64,73.32566,1.791358
1,1,1,0,0,1,0,0,256,64,64,57.76866,1.530319
1,1,1,0,0,1,0,0,4096,64,64,63.116,1.730148
1,1,1,0,0,1,0,0,65536,64,64,59.0877,1.56885
1,1,1,0,0,1,0,0,256,512,64,58.90066,1.66945
1,1,1,0,0,1,0,0,4096,512,64,60.14096,1.584772
1,1,1,0,0,1,0,0,65536,512,64,60.51112,1.530507
1,1,1,0,0,1,0,1,256,8,1,70.0061,1.635882
1,1,1,0,0,1,0,1,4096,8,1,72.53932,1.782625
1,1,1,0,0,1,0,1,65536,8,1,76.54384,1.903727
1,1,1,0,0,1,0,1,256,64,1,61.9925,1.545043
1,1,1,0,0,1,0,1,4096,64,1,59.5411,1.909999
1,1,1,0,0,1,0,1,65536,64,1,59.66418,1.600513
1,1,1,0,0,1,0,1,256,512,1,64.23882,1.560819
1,1,1,0,0,1,0,1,4096,512,1,64.16854,1.50228
1,1,1,0,0,1,0,1,65536,512,1,63.81434,1.44281
1,1,1,0,0,1,0,1,256,8,8,75.892,1.725259
1,1,1,0,0,1,0,1,4096,8,8,76.86476,1.809235
1,1,1,0,0,1,0,1,65536,8,8,73.5878,1.667866
1,1,1,0,0,1,0,1,256,64,8,65.29732,1.561618
1,1,1,0,0,1,0,1,4096,64,8,61.2999,1.539308
1,1,1,0,0,1,0,1,65536,64,8,57.0357,1.654442
1,1,1,0,0,1,0,1,256,512,8,60.18998,1.718658
1,1,1,0,0,1,0,1,4096,512,8,62.22112,1.526852
1,1,1,0,0,1,0,1,65536,512,8,65.8721,1.540702
1,1,1,0,0,1,0,1,256,8,64,75.7137,1.700449
1,1,1,0,0,1,0,1,4096,8,64,74.305,1.78646
1,1,1,0,0,1,0,1,65536,8,64,78.4292,1.566516
1,1,1,0,0,1,0,1,256,64,64,61.33648,1.727309
1,1,1,0,0,1,0,1,4096,64,64,64.59998,1.515467
1,1,1,0,0,1,0,1,65536,64,64,63.77212,1.485273
1,1,1,0,0,1,0,1,256,512,64,62.80772,1.617343
1,1,1,0,0,1,0,1,4096,512,64,58.50764,1.690287
1,1,1,0,0,1,0,1,65536,512,64,67.62396,1.55577
1,1,1,0,0,1,1,0,256,8,1,81.27952,1.642251
1,1,1,0,0,1,1,0,4096,8,1,80.95856,1.74872
1,1,1,0,0,1,1,0,65536,8,1,79.28466,1.855874
1,1,1,0,0,1,1,0,256,64,1,65.45206,1.373608
1,1,1,0,0,1,1,0,4096,64,1,63.44972,1.742841
1,1,1,0,0,1,1,0,65536,64,1,59.93114,1.683757
1,1,1,0,0,1,1,0,256,512,1,66.7145,1.701512
1,1,1,0,0,1,1,0,4096,512,1,64.47814,1.484369
1,1,1,0,0,1,1,0,65536,512,1,61.3593,1.590684
1,1,1,0,0,1,1,0,256,8,8,82.21762,1.667379
1,1,1,0,0,1,1,0,4096,8,8,74.62154,1.776428
1,1,1,0,0,1,1,0,65536,8,8,84.83558,1.6365
1,1,1,0,0,1,1,0,256,64,8,64.97624,1.561295
1,1,1,0,0,1,1,0,4096,64,8,60.11002,1.565568
1,1,1,0,0,1,1,0,65536,64,8,68.01396,1.520951
1,1,1,0,0,1,1,0,256,512,8,60.86454,1.628683
1,1,1,0,0,1,1,0,4096,512,8,63.89296,1.613454
1,1,1,0,0,1,1,0,65536,512,8,68.20818,1.556203
1,1,1,0,0,1,1,0,256,8,64,79.19292,1.643417
1,1,1,0,0,1,1,0,4096,8,64,82.16754,1.620885
1,1,1,0,0,1,1,0,65536,8,64,76.5226,1.863516
1,1,1,0,0,1,1,0,256,64,64,60.47674,1.628909
1,1,1,0,0,1,1,0,4096,64,64,63.61324,1.644288
1,1,1,0,0,1,1,0,65536,64,64,60.41064,1.858681
1,1,1,0,0,1,1,0,256,512,64,62.55246,1.705371
1,1,1,0,0,1,1,0,4096,512,64,60.98176,1.663316
1,1,1,0,0,1,1,0,65536,512,64,63.20732,1.658053
1,1,1,0,0,1,1,1,256,8,1,79.09694,1.84261
1,1,1,0,0,1,1,1,4096,8,1,79.36434,1.720359
1,1,1,0,0,1,1,1,65536,8,1,82.89678,1.552177
1,1,1,0,0,1,1,1,256,64,1,65.15744,1.591509
1,1,1,0,0,1,1,1,4096,64,1,63.64778,1.410698
1,1,1,0,0,1,1,1,65536,64,1,64.98928,1.676824
1,1,1,0,0,1,1,1,256,512,1,66.88148,1.754942
1,1,1,0,0,1,1,1,4096,512,1,62.53318,1.652066
1,1,1,0,0,1,1,1,65536,512,1,61.35736,1.819244
1,1,1,0,0,1,1,1,256,8,8,77.95192,1.852922
1,1,1,0,0,1,1,1,4096,8,8,74.0829,1.897551
1,1,1,0,0,1,1,1,65536,8,8,75.75952,1.556799
1,1,1,0,0,1,1,1,256,64,8,68.40764,1.653925
1,1,1,0,0,1,1,1,4096,64,8,67.9715,1.412018
1,1,1,0,0,1,1,1,65536,64,8,63.6934,1.870805
1,1,1,0,0,1,1,1,256,512,8,59.30456,1.666205
1,1,1,0,0,1,1,1,4096,512,8,61.59146,1.576184
1,1,1,0,0,1,1,1,65536,512,8,62.1079,1.812544
1,1,1,0,0,1,1,1,256,8,64,77.89244,1.748903
1,1,1,0,0,1,1,1,4096,8,64,72.62398,1.702435
1,1,1,0,0,1,1,1,65536,8,64,81.01184,1.676432
1,1,1,0,0,1,1,1,256,64,64,64.97018,1.501437
1,1,1,0,0,1,1,1,4096,64,64,61.2997,1.842257
1,1,1,0,0,1,1,1,65536,64,64,61.47228,1.706902
1,1,1,0,0,1,1,1,256,512,64,66.19658,1.517274
1,1,1,0,0,1,1,1,4096,512,64,64.83964,1.521937
1,1,1,0,0,1,1,1,65536,512,64,67.26862,1.438729
1,1,1,0,1,0,0,0,256,8,1,61.02224,1.702419
1,1,1,0,1,0,0,0,4096,8,1,62.09794,1.475808
1,1,1,0,1,0,0,0,65536,8,1,58.14306,1.667669
1,1,1,0,1,0,0,0,256,64,1,62.24836,1.309406
1,1,1,0,1,0,0,0,4096,64,1,58.37488,1.439672
1,1,1,0,1,0,0,0,65536,64,1,57.46366,1.481897
1,1,1,0,1,0,0,0,256,512,1,60.48508,1.356427
1,1,1,0,1,0,0,0,4096,512,1,60.43964,1.271543
1,1,1,0,1,0,0,0,65536,512,1,59.16556,1.401437
1,1,1,0,1,0,0,0,256,8,8,65.27692,1.460937
1,1,1,0,1,0,0,0,4096,8,8,59.71142,1.647472
1,1,1,0,1,0,0,0,65536,8,8,63.06456,1.651824
1,1,1,0,1,0,0,0,256,64,8,57.36648,1.448578
1,1,1,0,1,0,0,0,4096,64,8,58.41386,1.511753
1,1,1,0,1,0,0,0,65536,64,8,59.37668,1.502772
1,1,1,0,1,0,0,0,256,512,8,62.76702,1.199561
1,1,1,0,1,0,0,0,4096,512,8,59.96744,1.356983
1,1,1,0,1,0,0,0,65536,512,8,59.11362,1.390802
1,1,1,0,1,0,0,0,256,8,64,61.01346,1.554776
1,1,1,0,1,0,0,0,4096,8,64,65.99692,1.488095
1,1,1,0,1,0,0,0,65536,8,64,65.5255,1.299824
1,1,1,0,1,0,0,0,256,64,64,58.65604,1.39118
1,1,1,0,1,0,0,0,4096,64,64,56.88006,1.331115
1,1,1,0,1,0,0,0,65536,64,64,59.47256,1.444736
1,1,1,0,1,0,0,0,256,512,64,62.75928,1.273052
1,1,1,0,1,0,0,0,4096,512,64,64.04694,1.303733
1,1,1,0,1,0,0,0,65536,512,64,60.06514,1.208581
1,1,1,0,1,0,0,1,256,8,1,67.28282,1.472668
1,1,1,0,1,0,0,1,4096,8,1,65.5835,1.559393
1,1,1,0,1,0,0,1,65536,8,1,69.38328,1.487801
1,1,1,0,1,0,0,1,256,64,1,63.66606,1.319956
1,1,1,0,1,0,0,1,4096,64,1,59.66058,1.325812
1,1,1,0,1,0,0,1,65536,64,1,60.82088,1.342498
1,1,1,0,1,0,0,1,256,512,1,60.46336,1.414561
1,1,1,0,1,0,0,1,4096,512,1,59.61866,1.354097
1,1,1,0,1,0,0,1,65536,512,1,64.32316,1.290053
1,1,1,0,1,0,0,1,256,8,8,64.90004,1.484875
1,1,1,0,1,0,0,1,4096,8,8,66.5715,1.484554
1,1,1,0,1,0,0,1,65536,8,8,64.285,1.439492
1,1,1,0,1,0,0,1,256,64,8,61.97516,1.247643
1,1,1,0,1,0,0,1,4096,64,8,65.23672,1.332211
1,1,1,0,1,0,0,1,65536,64,8,59.81042,1.254684
1,1,1,0,1,0,0,1,256,512,8,63.63872,1.367971
1,1,1,0,1,0,0,1,4096,512,8,60.07014,1.423734
1,1,1,0,1,0,0,1,65536,512,8,62.46328,1.554945
1,1,1,0,1,0,0,1,256,8,64,70.92708,1.562285
1,1,1,0,1,0,0,1,4096,8,64,72.3029,1.35451
1,1,1,0,1,0,0,1,65536,8,64,67.90246,1.466743
1,1,1,0,1,0,0,1,256,64,64,63.24916,1.327217
1,1,1,0,1,0,0,1,4096,64,64,65.7431,1.534441
1,1,1,0,1,0,0,1,65536,64,64,61.01242,1.471288
1,1,1,0,1,0,0,1,256,512,64,60.80256,1.50468
1,1,1,0,1,0,0,1,4096,512,64,62.63726,1.216988
1,1,1,0,1,0,0,1,65536,512,64,66.89696,1.385645
1,1,1,0,1,0,1,0,256,8,1,58.9856,1.694267
1,1,1,0,1,0,1,0,4096,8,1,62.91166,1.643776
1,1,1,0,1,0,1,0,65536,8,1,62.06858,1.554991
1,1,1,0,1,0,1,0,256,64,1,61.02158,1.411715
1,1,1,0,1,0,1,0,4096,64,1,65.21644,1.384752
1,1,1,0,1,0,1,0,65536,64,1,60.72236,1.522173
1,1,1,0,1,0,1,0,256,512,1,60.42356,1.465019
1,1,1,0,1,0,1,0,4096,512,1,60.27534,1.336673
1,1,1,0,1,0,1,0,65536,512,1,59.44794,1.522216
1,1,1,0,1,0,1,0,256,8,8,66.19002,1.498277
1,1,1,0,1,0,1,0,4096,8,8,62.16232,1.643232
1,1,1,0,1,0,1,0,65536,8,8,61.072,1.726561
1,1,1,0,1,0,1,0,256,64,8,62.11918,1.339232
1,1,1,0,1,0,1,0,4096,64,8,66.13198,1.363668
1,1,1,0,1,0,1,0,65536,64,8,59.94766,1.378801
1,1,1,0,1,0,1,0,256,512,8,62.78264,1.47623
1,1,1,0,1,0,1,0,4096,512,8,60.08222,1.423748
1,1,1,0,1,0,1,0,65536,512,8,65.64336,1.312765
1,1,1,0,1,0,1,0,256,8,64,69.26912,1.505381
1,1,1,0,1,0,1,0,4096,8,64,63.34992,1.551248
1,1,1,0,1,0,1,0,65536,8,64,60.84856,1.599015
1,1,1,0,1,0,1,0,256,64,64,65.52552,1.344552
1,1,1,0,1,0,1,0,4096,64,64,64.81616,1.299051
1,1,1,0,1,0,1,0,65536,64,64,60.54748,1.285858
1,1,1,0,1,0,1,0,256,512,64,59.98842,1.431877
1,1,1,0,1,0,1,0,4096,512,64,59.9573,1.558229
1,1,1,0,1,0,1,0,65536,512,64,64.49122,1.220719
1,1,1,0,1,0,1,1,256,8,1,77.21358,1.491307
1,1,1,0,1,0,1,1,4096,8,1,64.09456,1.64461
1,1,1,0,1,0,1,1,65536,8,1,67.99004,1.545044
1,1,1,0,1,0,1,1,256,64,1,64.12856,1.280877
1,1,1,0,1,0,1,1,4096,64,1,64.7858,1.411191
1,1,1,0,1,0,1,1,65536,64,1,64.30182,1.431048
1,1,1,0,1,0,1,1,256,512,1,63.66312,1.288336
1,1,1,0,1,0,1,1,4096,512,1,66.31236,1.47222
1,1,1,0,1,0,1,1,65536,512,1,60.8158,1.262369
