N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,PRED40+,MRE-,ACC+
150,absolute_error,9,1.75,6,0.0,100.67,-0.65
60,squared_error,11,3.25,2,0.0,120.78,-12.8
170,absolute_error,18,1.0,2,0.0,100.59,-0.58
120,absolute_error,14,3.75,16,83.33333333,0.0,0.0
200,absolute_error,16,0.25,7,0.0,100.5,-0.49
180,absolute_error,20,1.75,16,0.0,100.56,-0.55
10,absolute_error,2,7.5,2,83.33333333,0.0,0.0
140,poisson,15,0.25,7,0.0,119.67,-12.37
190,squared_error,18,2.5,2,0.0,119.82,-12.43
120,poisson,20,1.75,20,0.0,122.17,-13.31
10,poisson,10,7.0,15,0.0,124.67,-14.18
10,squared_error,18,1.0,18,0.0,120.67,-12.76
100,squared_error,20,2.75,14,0.0,119.53,-12.32
20,squared_error,7,1.75,14,0.0,118.67,-11.97
70,absolute_error,5,5.75,3,83.33333333,0.0,0.0
70,squared_error,8,4.0,2,0.0,122.1,-13.29
20,poisson,16,6.25,16,0.0,123.67,-13.84
190,absolute_error,17,4.25,11,0.0,100.53,-0.52
130,poisson,10,2.5,2,0.0,119.33,-12.24
110,poisson,18,4.5,7,0.0,117.33,-11.4
140,poisson,11,1.75,3,0.0,119.81,-12.43
40,absolute_error,4,2.5,6,83.33333333,0.0,0.0
180,poisson,17,8.5,19,0.0,119.7,-12.38
80,squared_error,19,9.25,20,0.0,121.0,-12.88
160,absolute_error,15,9.0,10,83.33333333,0.0,0.0
190,squared_error,11,7.0,5,0.0,120.0,-12.5
80,squared_error,6,7.0,7,0.0,119.75,-12.4
180,poisson,16,2.5,16,0.0,119.96,-12.49
100,squared_error,12,3.5,19,0.0,120.4,-12.66
190,squared_error,15,0.5,16,0.0,118.95,-12.08
10,poisson,1,5.75,5,0.0,116.0,-10.81
180,absolute_error,5,2.0,5,0.0,100.56,-0.55
40,absolute_error,5,6.25,6,83.33333333,0.0,0.0
90,absolute_error,13,9.0,16,83.33333333,0.0,0.0
170,squared_error,5,9.5,12,0.0,120.2,-12.58
10,absolute_error,12,7.75,18,83.33333333,0.0,0.0
190,squared_error,17,0.75,6,0.0,120.49,-12.69
20,absolute_error,17,9.5,19,83.33333333,0.0,0.0
120,absolute_error,13,1.25,17,83.33333333,0.0,0.0
30,absolute_error,11,2.0,18,83.33333333,0.0,0.0
160,squared_error,11,6.75,4,0.0,119.42,-12.27
80,absolute_error,17,6.0,20,0.0,101.25,-1.2
150,squared_error,2,6.75,6,0.0,120.04,-12.52
140,absolute_error,4,7.5,8,0.0,100.71,-0.7
20,squared_error,6,4.0,6,0.0,119.67,-12.37
110,poisson,2,9.5,14,0.0,118.55,-11.92
170,poisson,15,3.0,2,0.0,119.69,-12.38
90,poisson,4,6.25,9,0.0,119.11,-12.15
50,absolute_error,11,3.5,4,83.33333333,0.0,0.0
140,poisson,5,6.75,8,0.0,118.19,-11.77
70,poisson,2,7.75,10,0.0,120.38,-12.65
150,poisson,14,6.25,18,0.0,120.4,-12.66
120,squared_error,7,4.25,2,0.0,120.39,-12.65
90,poisson,18,7.0,3,0.0,118.81,-12.03
110,squared_error,15,2.5,12,0.0,120.85,-12.83
70,absolute_error,3,9.25,6,83.33333333,0.0,0.0
100,poisson,20,6.25,5,0.0,122.67,-13.49
160,poisson,20,9.5,7,0.0,120.87,-12.84
130,absolute_error,10,6.25,10,83.33333333,0.0,0.0
60,poisson,10,8.75,9,0.0,118.11,-11.74
160,poisson,7,0.0,10,0.0,120.87,-12.84
180,absolute_error,18,6.75,8,0.0,101.11,-1.08
180,absolute_error,18,7.25,17,83.33333333,0.0,0.0
60,squared_error,3,5.5,5,0.0,119.67,-12.37
140,poisson,10,0.5,15,0.0,119.0,-12.1
160,poisson,16,7.5,15,0.0,119.21,-12.19
90,squared_error,12,7.75,11,0.0,119.11,-12.15
90,absolute_error,18,2.5,17,83.33333333,0.0,0.0
190,absolute_error,5,7.25,1,0.0,101.05,-1.02
70,squared_error,5,7.5,13,0.0,119.05,-12.12
150,absolute_error,2,6.75,4,0.0,100.67,-0.65
60,squared_error,3,7.25,17,0.0,120.33,-12.63
190,absolute_error,11,4.25,6,83.33333333,0.0,0.0
120,poisson,19,4.75,9,0.0,120.28,-12.61
90,poisson,5,8.0,5,0.0,118.15,-11.75
170,absolute_error,1,4.0,2,0.0,100.59,-0.58
30,absolute_error,11,0.75,2,0.0,106.67,-5.56
20,poisson,5,9.0,10,0.0,122.33,-13.37
200,poisson,19,5.75,8,0.0,119.47,-12.29
200,squared_error,20,9.0,9,0.0,119.53,-12.32
130,poisson,7,2.25,17,0.0,122.1,-13.29
110,squared_error,6,1.0,12,0.0,121.88,-13.21
150,squared_error,14,9.0,10,0.0,119.82,-12.43
100,squared_error,7,7.0,18,0.0,119.07,-12.13
150,squared_error,12,0.0,7,0.0,119.38,-12.25
130,absolute_error,2,6.75,8,0.0,100.77,-0.75
60,poisson,14,0.25,20,0.0,120.0,-12.5
60,poisson,20,8.5,6,0.0,120.56,-12.71
100,absolute_error,3,1.75,4,83.33333333,0.0,0.0
40,squared_error,8,3.75,12,0.0,120.5,-12.69
120,squared_error,14,2.0,1,0.0,121.5,-13.07
100,squared_error,8,9.0,9,0.0,120.87,-12.83
110,poisson,5,6.25,7,0.0,121.33,-13.01
150,absolute_error,3,0.75,11,0.0,100.67,-0.65
170,poisson,6,4.75,20,0.0,121.22,-12.96
150,absolute_error,20,2.0,12,83.33333333,0.0,0.0
20,absolute_error,1,7.75,17,83.33333333,0.0,0.0
10,squared_error,17,8.5,5,0.0,122.67,-13.49
200,squared_error,16,4.25,16,0.0,118.77,-12.01
150,poisson,1,4.5,19,0.0,121.29,-12.99
180,absolute_error,20,10.0,20,0.0,101.11,-1.08
150,poisson,14,5.75,13,0.0,120.84,-12.82
10,poisson,16,4.25,12,0.0,125.33,-14.39
150,poisson,14,5.0,12,0.0,121.16,-12.94
80,poisson,11,6.25,7,0.0,120.0,-12.5
60,poisson,4,7.75,16,0.0,121.33,-13.01
10,poisson,12,7.25,3,0.0,122.67,-13.49
180,squared_error,19,2.75,18,0.0,121.07,-12.91
110,poisson,12,2.25,7,0.0,118.61,-11.94
160,poisson,4,0.75,18,0.0,121.37,-13.02
30,squared_error,19,0.5,18,0.0,121.78,-13.17
80,poisson,7,0.75,15,0.0,121.42,-13.04
50,absolute_error,3,9.75,1,0.0,102.0,-1.89
180,poisson,1,2.0,7,0.0,118.96,-12.09
140,absolute_error,19,9.0,16,83.33333333,0.0,0.0
140,poisson,2,3.5,12,0.0,119.14,-12.16
110,squared_error,7,8.75,17,0.0,119.88,-12.45
130,absolute_error,13,1.25,11,0.0,100.77,-0.75
140,squared_error,15,3.25,20,0.0,120.1,-12.54
180,squared_error,3,3.0,11,0.0,119.59,-12.34
160,poisson,1,1.75,14,0.0,120.33,-12.63
50,absolute_error,7,8.25,3,0.0,102.0,-1.89
90,poisson,15,5.75,5,0.0,118.3,-11.81
170,squared_error,17,9.5,7,0.0,120.12,-12.55
100,absolute_error,19,7.0,18,83.33333333,0.0,0.0
170,squared_error,11,0.75,13,0.0,120.82,-12.82
170,squared_error,19,7.25,17,0.0,121.29,-12.99
50,absolute_error,5,8.0,14,83.33333333,0.0,0.0
20,poisson,10,1.75,10,0.0,122.67,-13.49
110,poisson,12,2.5,12,0.0,120.61,-12.73
80,absolute_error,6,0.25,16,0.0,101.25,-1.2
90,squared_error,20,4.0,8,0.0,120.52,-12.7
140,squared_error,17,9.75,4,0.0,120.38,-12.65
20,absolute_error,17,2.0,3,83.33333333,0.0,0.0
30,squared_error,14,1.75,13,0.0,122.67,-13.49
170,poisson,17,2.5,14,0.0,118.94,-12.08
110,poisson,13,6.25,12,0.0,119.52,-12.31
90,absolute_error,2,3.0,15,0.0,101.11,-1.08
10,absolute_error,4,3.75,17,83.33333333,0.0,0.0
150,squared_error,4,3.0,5,0.0,120.84,-12.82
100,absolute_error,8,1.75,4,83.33333333,0.0,0.0
160,absolute_error,12,2.75,3,0.0,100.63,-0.61
170,squared_error,16,2.0,14,0.0,120.94,-12.86
180,poisson,12,4.0,5,0.0,119.04,-12.12
40,poisson,7,7.75,1,0.0,120.67,-12.76
180,poisson,5,1.75,11,0.0,120.19,-12.57
130,squared_error,12,2.25,3,0.0,118.36,-11.84
170,absolute_error,2,5.5,6,83.33333333,0.0,0.0
60,squared_error,9,2.25,19,0.0,118.33,-11.83
160,absolute_error,17,5.5,11,0.0,100.63,-0.61
190,squared_error,18,5.25,11,0.0,120.98,-12.88
60,absolute_error,10,0.75,5,83.33333333,0.0,0.0
90,squared_error,12,4.75,18,0.0,119.7,-12.38
160,squared_error,2,9.25,2,0.0,120.75,-12.79
160,absolute_error,6,1.5,3,83.33333333,0.0,0.0
80,absolute_error,8,4.0,5,0.0,101.25,-1.2
160,squared_error,14,8.75,13,0.0,120.04,-12.52
150,absolute_error,10,4.25,4,0.0,100.67,-0.65
50,poisson,15,3.5,5,0.0,121.6,-13.11
80,poisson,2,2.5,18,0.0,120.42,-12.66
90,poisson,5,3.25,10,0.0,118.74,-12.0
60,absolute_error,20,7.5,3,83.33333333,0.0,0.0
110,poisson,4,6.75,13,0.0,118.79,-12.02
190,absolute_error,7,3.75,9,0.0,101.58,-1.51
80,squared_error,3,6.25,20,0.0,119.67,-12.37
190,squared_error,13,4.25,12,0.0,121.44,-13.05
70,squared_error,3,6.5,15,0.0,120.86,-12.83
130,squared_error,11,2.25,4,0.0,119.85,-12.44
30,squared_error,9,5.0,4,0.0,119.33,-12.24
150,squared_error,15,9.75,6,0.0,120.4,-12.66
100,squared_error,5,9.5,4,0.0,119.0,-12.1
100,absolute_error,7,6.5,16,83.33333333,0.0,0.0
40,absolute_error,11,4.25,11,83.33333333,0.0,0.0
140,squared_error,14,3.25,14,0.0,119.67,-12.37
120,absolute_error,16,3.5,16,0.0,101.67,-1.59
70,squared_error,7,2.25,6,0.0,118.86,-12.04
100,absolute_error,2,7.0,19,83.33333333,0.0,0.0
120,absolute_error,20,0.0,4,83.33333333,0.0,0.0
190,squared_error,13,1.75,5,0.0,119.79,-12.42
190,absolute_error,3,8.75,3,0.0,100.53,-0.52
110,squared_error,8,8.75,7,0.0,120.06,-12.52
160,squared_error,3,9.25,20,0.0,119.58,-12.34
50,squared_error,3,1.75,17,0.0,119.07,-12.13
130,squared_error,12,0.25,15,0.0,118.97,-12.09
10,poisson,17,9.75,1,0.0,120.0,-12.5
190,absolute_error,6,9.75,9,0.0,100.53,-0.52
120,squared_error,12,3.75,1,0.0,120.0,-12.5
120,absolute_error,19,9.25,19,0.0,101.67,-1.59
150,poisson,13,2.0,1,0.0,121.02,-12.89
110,poisson,19,2.5,1,0.0,121.15,-12.94
20,poisson,13,4.0,1,0.0,118.33,-11.83
130,poisson,11,9.75,6,0.0,120.97,-12.87
20,squared_error,14,0.75,15,0.0,120.33,-12.63
20,absolute_error,16,9.25,2,83.33333333,0.0,0.0
140,squared_error,14,0.75,11,0.0,119.43,-12.27
110,squared_error,2,2.0,7,0.0,120.55,-12.71
110,poisson,2,3.0,4,0.0,121.15,-12.94
80,poisson,3,2.25,11,0.0,120.33,-12.63
120,squared_error,19,2.0,4,0.0,120.72,-12.78
10,poisson,2,7.0,19,0.0,121.33,-13.01
10,absolute_error,5,3.25,9,83.33333333,0.0,0.0
90,poisson,11,1.5,7,0.0,119.11,-12.15
30,absolute_error,4,8.25,2,83.33333333,0.0,0.0
150,absolute_error,2,2.0,1,83.33333333,0.0,0.0
130,poisson,18,4.75,2,0.0,120.51,-12.7
90,absolute_error,4,0.5,6,83.33333333,0.0,0.0
40,squared_error,9,6.0,1,0.0,121.17,-12.95
180,poisson,19,8.5,10,0.0,119.56,-12.32
80,squared_error,6,3.25,1,0.0,120.0,-12.5
160,poisson,12,4.75,13,0.0,120.12,-12.55
10,absolute_error,19,0.0,12,83.33333333,0.0,0.0
160,squared_error,13,2.5,12,0.0,120.12,-12.55
170,poisson,16,1.25,20,0.0,119.57,-12.33
120,poisson,20,6.0,20,0.0,120.5,-12.69
200,poisson,8,2.75,12,0.0,120.97,-12.87
60,squared_error,15,8.25,19,0.0,119.33,-12.24
190,squared_error,14,3.25,16,0.0,120.42,-12.66
190,poisson,15,9.75,17,0.0,120.18,-12.57
40,squared_error,4,8.75,16,0.0,120.5,-12.69
30,squared_error,4,3.75,4,0.0,122.22,-13.33
60,poisson,14,1.25,15,0.0,119.89,-12.46
20,absolute_error,11,3.0,6,0.0,105.0,-4.35
110,squared_error,5,7.5,9,0.0,117.7,-11.56
10,poisson,18,1.25,3,0.0,122.67,-13.49
70,squared_error,15,8.5,20,0.0,119.9,-12.46
130,absolute_error,14,10.0,17,0.0,100.77,-0.75
190,poisson,13,9.75,19,0.0,119.51,-12.31
10,squared_error,9,1.0,4,0.0,126.0,-14.61
200,poisson,5,2.5,13,0.0,119.13,-12.16
110,squared_error,5,4.25,18,0.0,119.52,-12.31
130,poisson,8,3.5,17,0.0,120.62,-12.74
120,absolute_error,17,7.25,20,83.33333333,0.0,0.0
50,squared_error,8,3.0,5,0.0,118.8,-12.02
20,absolute_error,4,4.25,4,83.33333333,0.0,0.0
20,poisson,13,1.25,17,0.0,122.0,-13.25
170,poisson,2,2.25,9,0.0,118.47,-11.88
160,poisson,6,7.0,11,0.0,119.67,-12.37
40,poisson,14,10.0,3,0.0,121.0,-12.88
60,squared_error,1,2.75,7,0.0,121.78,-13.17
70,absolute_error,14,3.5,4,0.0,101.43,-1.37
110,poisson,6,0.75,18,0.0,118.79,-12.02
150,squared_error,13,9.75,19,0.0,118.98,-12.09
190,absolute_error,14,8.5,1,0.0,100.53,-0.52
60,poisson,5,0.5,15,0.0,118.11,-11.74
190,absolute_error,14,10.0,13,83.33333333,0.0,0.0
160,squared_error,8,2.25,11,0.0,119.21,-12.19
100,squared_error,19,8.0,5,0.0,120.53,-12.71
170,squared_error,10,6.5,1,0.0,120.98,-12.88
130,absolute_error,5,3.0,19,83.33333333,0.0,0.0
100,absolute_error,11,9.25,5,0.0,101.0,-0.97
70,squared_error,16,7.5,19,0.0,121.14,-12.94
30,absolute_error,2,2.5,3,0.0,103.33,-3.03
170,absolute_error,15,1.75,19,83.33333333,0.0,0.0
180,poisson,16,2.75,11,0.0,120.74,-12.79
20,poisson,17,1.25,14,0.0,116.33,-10.96
30,squared_error,4,4.5,2,0.0,120.22,-12.59
10,absolute_error,11,10.0,16,83.33333333,0.0,0.0
40,absolute_error,15,1.0,13,83.33333333,0.0,0.0
70,poisson,5,3.5,4,0.0,122.1,-13.29
110,absolute_error,8,1.25,8,83.33333333,0.0,0.0
40,absolute_error,4,8.75,14,83.33333333,0.0,0.0
30,poisson,4,7.5,10,0.0,117.78,-11.59
80,poisson,13,3.0,4,0.0,119.33,-12.24
170,squared_error,9,8.0,5,0.0,120.47,-12.68
100,poisson,16,7.75,2,0.0,119.2,-12.18
60,absolute_error,2,8.5,4,83.33333333,0.0,0.0
180,absolute_error,18,2.25,13,0.0,100.56,-0.55
110,absolute_error,14,3.75,8,0.0,100.91,-0.88
140,poisson,1,2.0,9,0.0,120.57,-12.72
60,poisson,9,9.5,14,0.0,117.67,-11.55
160,poisson,9,2.75,2,0.0,119.0,-12.1
20,absolute_error,8,8.5,17,83.33333333,0.0,0.0
120,absolute_error,15,6.75,8,83.33333333,0.0,0.0
150,poisson,4,7.5,10,0.0,118.89,-12.06
80,poisson,7,9.0,14,0.0,118.42,-11.86
10,squared_error,5,6.5,13,0.0,124.67,-14.18
40,poisson,3,7.5,2,0.0,120.83,-12.82
10,squared_error,13,1.25,2,0.0,118.67,-11.97
160,poisson,1,6.75,13,0.0,119.58,-12.34
60,squared_error,18,5.0,16,0.0,121.33,-13.01
50,absolute_error,7,3.0,3,0.0,104.0,-3.57
30,absolute_error,1,5.25,20,83.33333333,0.0,0.0
50,poisson,7,4.5,14,0.0,120.0,-12.5
190,poisson,7,6.75,3,0.0,120.74,-12.78
40,absolute_error,19,9.75,13,0.0,102.5,-2.33
150,squared_error,2,3.0,6,0.0,120.4,-12.66
160,absolute_error,4,2.25,17,0.0,100.63,-0.61
160,poisson,5,7.25,14,0.0,120.75,-12.79
120,squared_error,18,5.0,6,0.0,120.56,-12.71
40,squared_error,17,6.5,5,0.0,119.0,-12.1
120,poisson,13,3.5,19,0.0,119.33,-12.24
120,absolute_error,5,6.75,16,83.33333333,0.0,0.0
80,absolute_error,18,1.25,20,83.33333333,0.0,0.0
160,poisson,11,9.5,15,0.0,119.96,-12.48
50,squared_error,6,1.0,5,0.0,118.0,-11.69
70,absolute_error,7,4.75,11,0.0,101.43,-1.37
120,squared_error,18,2.75,9,0.0,120.22,-12.59
90,squared_error,16,3.5,11,0.0,119.19,-12.18
190,poisson,18,4.75,1,0.0,119.89,-12.46
100,absolute_error,2,3.75,13,83.33333333,0.0,0.0
160,squared_error,5,7.0,5,0.0,121.17,-12.95
180,absolute_error,8,7.25,5,0.0,100.56,-0.55
40,squared_error,1,8.0,9,0.0,123.17,-13.67
200,absolute_error,4,9.0,3,0.0,100.5,-0.49
120,poisson,17,7.25,2,0.0,118.0,-11.69
90,absolute_error,2,3.25,4,83.33333333,0.0,0.0
200,poisson,15,5.75,1,0.0,120.9,-12.85
110,squared_error,9,4.0,14,0.0,119.03,-12.11
140,poisson,1,9.5,15,0.0,119.71,-12.39
80,squared_error,14,0.25,9,0.0,120.08,-12.53
10,poisson,8,0.5,11,0.0,118.0,-11.69
10,squared_error,19,1.0,9,0.0,124.0,-13.95
130,squared_error,17,5.75,10,0.0,120.0,-12.5
30,absolute_error,1,8.5,2,0.0,103.33,-3.03
130,poisson,15,5.25,13,0.0,118.92,-12.07
100,squared_error,11,4.0,6,0.0,118.53,-11.91
140,absolute_error,8,9.0,15,83.33333333,0.0,0.0
130,squared_error,7,9.5,6,0.0,119.18,-12.17
20,poisson,11,3.0,13,0.0,120.0,-12.5
130,squared_error,9,5.5,15,0.0,120.46,-12.68
180,absolute_error,15,5.25,14,83.33333333,0.0,0.0
90,poisson,20,8.5,16,0.0,120.44,-12.67
180,poisson,9,5.0,19,0.0,119.07,-12.13
110,poisson,14,2.5,20,0.0,120.97,-12.87
170,poisson,14,4.25,13,0.0,120.9,-12.85
20,absolute_error,11,7.75,3,83.33333333,0.0,0.0
170,absolute_error,2,1.5,19,83.33333333,0.0,0.0
100,poisson,6,0.5,13,0.0,120.6,-12.73
130,poisson,4,5.75,17,0.0,119.9,-12.46
190,squared_error,18,7.0,18,0.0,119.86,-12.45
160,poisson,13,7.25,2,0.0,118.75,-12.0
20,absolute_error,1,6.25,2,83.33333333,0.0,0.0
50,absolute_error,3,9.5,1,83.33333333,0.0,0.0
100,poisson,6,4.75,8,0.0,119.53,-12.32
30,poisson,10,9.0,7,0.0,120.89,-12.84
150,poisson,6,5.5,9,0.0,120.13,-12.55
130,squared_error,2,4.25,4,0.0,120.31,-12.62
50,squared_error,8,7.5,13,0.0,120.27,-12.6
140,poisson,10,5.25,13,0.0,119.29,-12.22
140,squared_error,13,2.0,12,0.0,120.95,-12.87
20,absolute_error,19,6.5,6,83.33333333,0.0,0.0
110,poisson,17,5.0,12,0.0,119.03,-12.11
180,absolute_error,8,7.0,10,0.0,100.56,-0.55
110,absolute_error,5,2.75,7,0.0,100.91,-0.88
130,absolute_error,20,9.5,1,83.33333333,0.0,0.0
60,poisson,19,8.5,17,0.0,120.56,-12.71
20,absolute_error,14,2.25,7,0.0,105.0,-4.35
80,squared_error,5,2.25,10,0.0,119.58,-12.34
60,poisson,14,6.75,10,0.0,121.44,-13.05
170,squared_error,15,1.25,9,0.0,119.88,-12.45
60,absolute_error,3,5.75,4,83.33333333,0.0,0.0
80,absolute_error,16,0.75,9,0.0,101.25,-1.2
130,absolute_error,15,5.0,16,0.0,101.54,-1.47
160,squared_error,16,9.0,10,0.0,118.92,-12.07
180,absolute_error,4,9.75,10,83.33333333,0.0,0.0
10,squared_error,16,4.5,9,0.0,118.0,-11.69
140,poisson,13,8.5,17,0.0,119.67,-12.37
20,squared_error,19,8.5,18,0.0,120.67,-12.76
30,squared_error,5,5.0,12,0.0,118.89,-12.06
60,poisson,19,7.5,16,0.0,118.22,-11.78
180,absolute_error,8,1.5,15,83.33333333,0.0,0.0
70,squared_error,4,8.25,19,0.0,119.05,-12.12
100,squared_error,8,3.0,11,0.0,117.8,-11.6
10,absolute_error,14,5.5,5,83.33333333,0.0,0.0
20,absolute_error,9,6.5,6,83.33333333,0.0,0.0
10,squared_error,2,5.25,11,0.0,120.67,-12.76
60,absolute_error,12,5.75,11,83.33333333,0.0,0.0
170,poisson,1,0.25,2,0.0,119.84,-12.44
70,poisson,12,7.75,11,0.0,120.0,-12.5
110,squared_error,2,1.0,4,0.0,120.3,-12.62
60,poisson,2,9.75,20,0.0,121.0,-12.88
60,squared_error,12,0.25,18,0.0,120.0,-12.5
40,absolute_error,15,4.75,20,83.33333333,0.0,0.0
100,poisson,6,4.5,4,0.0,119.67,-12.37
50,poisson,13,5.0,15,0.0,120.27,-12.6
80,poisson,2,10.0,18,0.0,120.83,-12.82
80,poisson,9,5.5,4,0.0,119.75,-12.4
200,squared_error,14,7.25,6,0.0,121.23,-12.97
190,absolute_error,13,5.0,17,83.33333333,0.0,0.0
170,squared_error,8,6.0,12,0.0,120.16,-12.56
200,absolute_error,18,8.5,17,83.33333333,0.0,0.0
30,absolute_error,3,1.0,5,83.33333333,0.0,0.0
60,squared_error,19,5.0,14,0.0,120.67,-12.76
50,poisson,3,5.0,12,0.0,118.27,-11.8
90,squared_error,7,4.5,17,0.0,120.0,-12.5
190,poisson,18,2.5,4,0.0,120.49,-12.69
150,poisson,3,1.5,5,0.0,120.36,-12.64
10,squared_error,15,10.0,16,0.0,121.33,-13.01
130,poisson,16,7.75,7,0.0,121.95,-13.23
100,squared_error,4,4.5,11,0.0,120.8,-12.81
10,squared_error,18,4.25,18,0.0,113.33,-9.52
200,poisson,6,1.0,11,0.0,118.73,-11.99
10,absolute_error,16,3.5,7,83.33333333,0.0,0.0
150,absolute_error,16,7.75,1,83.33333333,0.0,0.0
160,squared_error,3,0.75,17,0.0,119.83,-12.43
130,absolute_error,10,3.0,3,0.0,100.77,-0.75
100,absolute_error,7,3.25,6,83.33333333,0.0,0.0
120,poisson,13,9.5,6,0.0,121.56,-13.09
100,poisson,2,6.25,4,0.0,119.13,-12.16
180,squared_error,4,3.5,3,0.0,118.7,-11.98
60,absolute_error,20,9.5,17,83.33333333,0.0,0.0
120,poisson,13,5.0,7,0.0,121.72,-13.15
130,absolute_error,15,6.5,12,83.33333333,0.0,0.0
120,squared_error,18,0.25,1,0.0,119.94,-12.48
30,poisson,4,0.5,13,0.0,118.44,-11.87
80,squared_error,19,0.75,16,0.0,121.58,-13.1
160,squared_error,7,0.75,2,0.0,120.37,-12.65
180,absolute_error,12,4.0,15,83.33333333,0.0,0.0
190,absolute_error,12,2.0,9,0.0,100.53,-0.52
60,squared_error,6,0.25,15,0.0,119.89,-12.46
80,absolute_error,18,9.5,14,83.33333333,0.0,0.0
110,absolute_error,13,1.25,5,0.0,100.91,-0.88
140,poisson,18,1.75,8,0.0,120.38,-12.65
150,absolute_error,1,2.0,7,0.0,100.67,-0.65
70,poisson,2,4.0,9,0.0,117.81,-11.61
140,poisson,3,6.5,14,0.0,120.86,-12.83
90,poisson,15,3.75,2,0.0,120.3,-12.62
170,absolute_error,10,2.0,14,83.33333333,0.0,0.0
140,absolute_error,11,3.25,9,0.0,100.71,-0.7
90,poisson,20,5.0,16,0.0,117.93,-11.66
20,poisson,15,3.25,1,0.0,121.33,-13.01
120,squared_error,3,5.75,3,0.0,120.0,-12.5
180,squared_error,13,9.25,13,0.0,120.22,-12.59
160,absolute_error,18,7.75,6,0.0,101.25,-1.2
120,squared_error,16,6.25,4,0.0,119.33,-12.24
10,poisson,5,8.25,5,0.0,120.67,-12.76
70,squared_error,8,6.25,4,0.0,122.29,-13.36
200,poisson,9,8.5,4,0.0,119.4,-12.26
40,poisson,2,5.25,4,0.0,120.17,-12.56
80,squared_error,6,5.5,13,0.0,118.92,-12.07
80,absolute_error,16,1.25,18,83.33333333,0.0,0.0
90,poisson,14,0.0,8,0.0,121.11,-12.93
100,absolute_error,20,5.75,20,83.33333333,0.0,0.0
170,absolute_error,16,2.5,18,83.33333333,0.0,0.0
40,absolute_error,20,0.0,11,83.33333333,0.0,0.0
60,poisson,17,8.0,2,0.0,118.22,-11.78
20,absolute_error,3,6.75,13,83.33333333,0.0,0.0
40,poisson,17,9.5,4,0.0,120.0,-12.5
160,squared_error,14,3.25,1,0.0,119.46,-12.29
200,poisson,10,5.25,13,0.0,119.47,-12.29
40,squared_error,17,6.75,9,0.0,118.83,-12.03
180,squared_error,4,4.75,7,0.0,120.52,-12.7
20,squared_error,9,8.75,14,0.0,116.33,-10.96
60,squared_error,9,3.75,7,0.0,120.89,-12.84
30,squared_error,13,2.25,1,0.0,119.78,-12.41
130,poisson,19,6.25,19,0.0,122.15,-13.31
40,absolute_error,20,4.0,17,0.0,102.5,-2.33
160,squared_error,15,3.5,6,0.0,118.83,-12.03
20,absolute_error,6,1.25,10,83.33333333,0.0,0.0
20,absolute_error,15,5.0,7,83.33333333,0.0,0.0
60,absolute_error,11,6.25,14,83.33333333,0.0,0.0
40,poisson,18,2.5,16,0.0,121.5,-13.07
100,poisson,18,3.5,10,0.0,119.33,-12.24
60,poisson,5,9.75,12,0.0,120.78,-12.8
150,squared_error,13,4.5,17,0.0,120.04,-12.52
190,poisson,1,2.0,9,0.0,120.53,-12.7
180,squared_error,9,2.75,17,0.0,118.63,-11.95
60,absolute_error,3,7.5,18,83.33333333,0.0,0.0
20,squared_error,14,4.25,18,0.0,120.33,-12.63
100,squared_error,9,5.5,16,0.0,120.8,-12.81
110,poisson,3,1.25,10,0.0,119.09,-12.14
50,absolute_error,8,9.75,18,83.33333333,0.0,0.0
130,absolute_error,16,3.75,9,0.0,100.77,-0.75
50,squared_error,8,1.5,9,0.0,119.33,-12.24
130,absolute_error,15,1.75,5,0.0,100.77,-0.75
190,absolute_error,19,8.0,13,0.0,100.53,-0.52
80,squared_error,1,9.0,11,0.0,119.58,-12.34
100,poisson,6,8.25,16,0.0,120.2,-12.58
200,absolute_error,7,4.5,15,0.0,100.5,-0.49
110,poisson,14,9.5,3,0.0,122.24,-13.34
170,absolute_error,10,5.5,14,83.33333333,0.0,0.0
170,squared_error,12,2.0,14,0.0,118.82,-12.03
70,squared_error,9,4.25,3,0.0,118.86,-12.04
160,squared_error,10,7.25,4,0.0,120.08,-12.53
50,absolute_error,4,3.5,4,83.33333333,0.0,0.0
120,squared_error,5,1.25,19,0.0,120.17,-12.56
120,absolute_error,7,1.5,14,83.33333333,0.0,0.0
140,squared_error,4,6.25,4,0.0,120.14,-12.56
120,poisson,3,9.25,1,0.0,119.39,-12.26
40,poisson,17,5.25,15,0.0,122.0,-13.25
50,poisson,9,2.5,3,0.0,120.0,-12.5
30,squared_error,8,5.5,2,0.0,119.78,-12.41
70,poisson,2,6.5,5,0.0,119.9,-12.46
190,absolute_error,7,4.0,14,0.0,100.53,-0.52
130,poisson,13,4.0,10,0.0,119.74,-12.4
130,squared_error,11,2.0,18,0.0,119.13,-12.15
200,poisson,6,2.0,11,0.0,120.63,-12.74
30,poisson,12,1.75,18,0.0,120.89,-12.84
170,poisson,9,5.5,10,0.0,120.63,-12.74
190,poisson,10,4.5,7,0.0,118.91,-12.07
40,poisson,20,4.25,17,0.0,120.17,-12.56
40,poisson,14,9.5,12,0.0,117.0,-11.26
40,absolute_error,9,0.5,4,83.33333333,0.0,0.0
10,squared_error,2,8.25,11,0.0,120.0,-12.5
200,absolute_error,4,1.5,19,0.0,101.0,-0.97
