N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,PRED40+,MRE-,ACC+
150,squared_error,11,4.0,12,0.0,75.42,7.01
100,squared_error,5,0.75,16,25.0,69.73,7.17
30,absolute_error,9,2.75,15,37.5,100.0,0.0
170,poisson,16,1.0,8,25.0,72.78,7.83
140,absolute_error,18,9.75,14,37.5,100.0,0.0
120,poisson,12,6.75,12,25.0,74.27,7.37
40,absolute_error,8,1.0,7,37.5,100.0,0.0
100,absolute_error,9,5.25,8,37.5,100.0,0.0
200,poisson,10,4.0,17,25.0,74.84,7.19
50,squared_error,13,8.5,10,0.0,75.09,7.12
200,poisson,9,7.0,15,25.0,70.91,8.41
140,poisson,11,7.75,15,25.0,72.89,7.79
10,squared_error,1,2.75,19,12.5,79.99,14.89
60,poisson,19,1.0,5,25.0,74.05,7.43
180,absolute_error,6,7.25,10,0.0,99.77,0.06
30,squared_error,1,4.25,18,25.0,72.5,9.56
190,poisson,13,2.25,12,0.0,76.0,6.84
80,squared_error,19,0.25,12,25.0,73.33,7.66
190,absolute_error,9,3.5,16,37.5,100.0,0.0
30,squared_error,20,4.0,16,25.0,71.93,8.09
130,squared_error,7,8.25,4,0.0,75.17,7.09
50,absolute_error,2,0.75,10,37.5,100.0,0.0
100,absolute_error,6,9.25,1,37.5,100.0,0.0
160,absolute_error,17,2.75,4,37.5,100.0,0.0
50,poisson,16,1.0,19,0.0,76.45,6.7
150,squared_error,11,2.25,11,25.0,73.63,7.57
120,squared_error,16,10.0,10,0.0,76.3,6.75
20,squared_error,1,9.5,13,25.0,69.19,8.95
50,absolute_error,4,7.75,14,37.5,100.0,0.0
10,absolute_error,9,2.0,10,37.5,100.0,0.0
120,squared_error,1,8.75,5,25.0,72.48,7.92
20,absolute_error,1,1.0,2,37.5,100.0,0.0
100,poisson,10,2.25,8,25.0,74.82,7.2
110,absolute_error,5,7.75,8,0.0,99.62,0.1
170,absolute_error,20,1.75,9,0.0,99.75,0.07
190,squared_error,5,6.75,10,25.0,73.55,7.59
40,poisson,8,8.0,6,0.0,76.86,6.58
170,poisson,13,9.5,4,25.0,73.75,7.53
110,absolute_error,2,8.75,6,37.5,100.0,0.0
60,absolute_error,10,3.5,4,37.5,100.0,0.0
170,poisson,2,4.0,17,25.0,73.52,7.6
160,squared_error,18,6.75,12,25.0,73.08,7.73
170,squared_error,6,1.75,20,12.5,75.35,7.69
100,absolute_error,13,8.0,13,37.5,100.0,0.0
60,poisson,17,4.25,3,25.0,73.54,7.59
150,poisson,15,1.5,11,25.0,73.96,7.46
140,absolute_error,18,1.75,4,0.0,99.7,0.08
80,squared_error,9,0.75,7,0.0,75.27,7.06
200,absolute_error,14,0.25,20,37.5,100.0,0.0
100,absolute_error,11,1.75,20,37.5,100.0,0.0
160,absolute_error,2,0.25,11,0.0,93.59,6.22
70,poisson,2,5.25,14,25.0,72.09,8.04
200,absolute_error,8,4.0,18,0.0,99.79,0.06
140,absolute_error,13,7.75,1,37.5,100.0,0.0
200,absolute_error,9,9.5,17,37.5,100.0,0.0
190,absolute_error,4,0.25,14,0.0,99.21,-0.06
160,poisson,12,5.5,10,0.0,75.23,7.07
160,poisson,6,5.0,6,25.0,74.7,7.24
30,squared_error,5,7.0,18,0.0,75.8,6.9
70,squared_error,1,1.25,13,12.5,81.1,11.48
180,poisson,7,1.75,13,0.0,76.58,6.66
20,squared_error,1,9.5,11,25.0,66.78,9.72
90,absolute_error,20,3.75,4,37.5,100.0,0.0
30,squared_error,3,8.25,12,25.0,71.05,8.37
50,absolute_error,5,4.5,17,0.0,98.33,0.45
60,absolute_error,13,3.5,10,37.5,100.0,0.0
80,poisson,16,8.75,16,0.0,76.1,6.81
180,squared_error,7,0.0,1,25.0,75.05,5.56
20,squared_error,6,7.0,15,25.0,68.09,9.3
90,poisson,4,6.25,7,25.0,72.22,8.0
40,squared_error,1,0.25,11,37.5,77.88,20.74
80,poisson,13,9.25,20,25.0,73.82,7.5
70,poisson,13,6.5,16,25.0,72.37,7.95
190,absolute_error,2,5.0,9,37.5,100.0,0.0
160,absolute_error,18,6.5,16,37.5,100.0,0.0
100,poisson,10,9.0,18,0.0,76.64,6.64
120,squared_error,19,7.75,11,25.0,72.99,7.76
70,poisson,15,3.75,10,25.0,72.81,7.82
180,poisson,3,3.75,14,25.0,74.09,7.42
70,absolute_error,12,1.5,5,0.0,98.81,0.32
10,squared_error,1,0.0,16,25.0,85.0,-5.33
50,absolute_error,9,5.5,16,37.5,100.0,0.0
190,absolute_error,16,0.5,5,37.5,100.0,0.0
40,absolute_error,8,9.5,8,37.5,100.0,0.0
130,squared_error,1,6.25,15,0.0,76.32,6.74
80,squared_error,11,4.5,1,25.0,73.16,7.71
200,poisson,20,7.75,17,0.0,75.33,7.04
140,squared_error,11,0.0,5,0.0,76.24,6.77
120,absolute_error,4,0.0,9,0.0,88.09,-1.78
60,squared_error,17,3.25,9,0.0,77.6,6.35
170,poisson,12,6.25,3,25.0,73.53,7.59
200,absolute_error,7,9.0,4,0.0,99.79,0.06
110,poisson,20,7.5,11,25.0,73.03,7.75
120,absolute_error,2,5.5,5,37.5,100.0,0.0
60,poisson,4,2.25,11,0.0,75.07,7.12
130,absolute_error,16,4.0,9,37.5,100.0,0.0
30,absolute_error,15,1.75,8,37.5,100.0,0.0
160,poisson,3,7.75,12,25.0,72.53,7.9
190,poisson,19,1.0,13,25.0,73.74,7.53
80,absolute_error,8,0.5,17,0.0,99.48,0.14
170,squared_error,14,3.25,16,25.0,74.39,7.33
70,poisson,20,0.25,5,25.0,74.4,7.33
60,poisson,17,4.25,17,0.0,76.06,6.82
40,squared_error,5,4.25,6,0.0,78.4,6.11
100,absolute_error,10,0.5,3,0.0,99.58,0.11
120,poisson,6,2.5,20,25.0,73.14,7.72
150,absolute_error,1,0.0,20,25.0,66.56,5.21
190,absolute_error,5,8.5,2,0.0,99.78,0.06
120,absolute_error,2,3.5,3,37.5,100.0,0.0
100,squared_error,8,8.25,10,25.0,72.48,7.92
200,poisson,19,2.25,8,25.0,74.45,7.31
100,poisson,10,5.25,16,0.0,75.81,6.9
160,squared_error,5,3.75,11,25.0,73.88,7.49
130,poisson,20,0.5,12,25.0,73.72,7.54
120,squared_error,10,0.75,16,25.0,73.46,7.61
80,absolute_error,11,8.0,14,37.5,100.0,0.0
80,squared_error,20,4.75,20,25.0,74.15,7.4
140,squared_error,19,4.25,19,0.0,75.91,6.87
130,absolute_error,1,5.75,14,37.5,100.0,0.0
80,absolute_error,10,8.5,8,0.0,99.48,0.14
20,poisson,20,2.5,10,0.0,75.66,6.94
60,poisson,5,9.0,16,0.0,75.04,7.13
50,absolute_error,6,5.25,1,37.5,100.0,0.0
70,absolute_error,4,4.75,11,37.5,100.0,0.0
100,absolute_error,5,3.0,11,0.0,99.58,0.11
200,absolute_error,7,3.5,10,37.5,100.0,0.0
170,absolute_error,14,9.25,9,0.0,99.75,0.07
120,squared_error,2,1.25,4,12.5,75.09,10.55
30,absolute_error,4,4.0,8,37.5,100.0,0.0
60,absolute_error,5,3.25,12,37.5,100.0,0.0
180,absolute_error,12,7.5,19,0.0,99.77,0.06
190,squared_error,4,10.0,18,25.0,73.73,7.53
180,poisson,14,3.0,9,25.0,73.32,7.66
60,poisson,17,8.75,18,25.0,72.19,8.01
140,squared_error,8,2.25,1,25.0,74.69,7.24
90,squared_error,6,7.0,19,25.0,73.54,7.59
180,squared_error,11,2.25,9,25.0,73.76,7.52
140,poisson,1,3.5,13,25.0,74.03,7.44
50,absolute_error,15,6.0,17,37.5,100.0,0.0
160,absolute_error,6,8.75,7,37.5,100.0,0.0
190,poisson,18,8.5,14,25.0,71.7,8.16
160,absolute_error,1,7.25,13,37.5,100.0,0.0
190,squared_error,11,9.75,5,25.0,73.58,7.58
70,poisson,17,5.0,6,25.0,71.46,8.24
170,poisson,14,0.25,5,25.0,73.72,7.54
80,poisson,18,1.0,1,25.0,71.11,8.35
200,squared_error,10,2.75,16,25.0,74.27,7.37
20,squared_error,8,3.0,5,25.0,62.83,11.0
130,absolute_error,5,8.0,19,37.5,100.0,0.0
40,poisson,1,8.5,18,25.0,72.53,7.9
50,squared_error,4,1.5,4,25.0,69.47,8.7
20,squared_error,8,1.75,14,25.0,73.9,7.48
30,poisson,18,1.75,19,25.0,69.88,8.73
160,poisson,17,1.75,15,25.0,73.85,7.5
20,absolute_error,20,0.0,6,37.5,100.0,0.0
160,squared_error,19,8.75,15,25.0,74.01,7.45
50,absolute_error,4,5.5,17,37.5,100.0,0.0
190,absolute_error,1,7.5,3,37.5,100.0,0.0
40,poisson,20,0.25,5,25.0,74.56,7.28
70,poisson,17,2.5,8,25.0,72.62,7.88
170,poisson,13,8.0,4,25.0,73.04,7.75
140,poisson,5,1.75,1,0.0,75.2,7.08
120,squared_error,20,0.0,15,25.0,71.07,8.36
130,poisson,1,5.25,18,0.0,75.59,6.96
130,absolute_error,19,7.0,14,37.5,100.0,0.0
70,absolute_error,10,7.0,13,37.5,100.0,0.0
110,squared_error,5,7.5,17,25.0,72.77,7.83
140,poisson,17,4.75,9,25.0,70.88,8.42
40,absolute_error,10,9.25,13,37.5,100.0,0.0
180,squared_error,9,6.25,3,25.0,70.02,8.69
50,absolute_error,12,0.5,3,37.5,100.0,0.0
40,absolute_error,10,2.0,12,37.5,100.0,0.0
140,absolute_error,20,8.25,13,0.0,99.7,0.08
120,absolute_error,12,1.75,17,37.5,100.0,0.0
110,poisson,14,1.0,4,0.0,76.42,6.71
160,absolute_error,15,1.25,8,37.5,100.0,0.0
160,absolute_error,19,3.5,19,37.5,100.0,0.0
80,poisson,5,5.0,19,25.0,74.86,7.18
150,absolute_error,17,3.0,16,37.5,100.0,0.0
80,poisson,2,1.25,12,0.0,73.98,6.65
180,absolute_error,20,4.5,9,0.0,99.77,0.06
60,absolute_error,20,0.0,8,37.5,100.0,0.0
10,poisson,6,9.25,19,0.0,78.51,6.08
30,poisson,14,3.5,14,25.0,66.67,9.76
20,poisson,12,9.5,10,0.0,77.19,6.48
40,squared_error,12,9.0,10,25.0,69.46,8.87
40,poisson,4,3.25,4,0.0,75.11,7.11
10,poisson,13,0.75,8,25.0,71.93,8.09
120,poisson,7,0.25,4,25.0,72.02,7.67
30,absolute_error,15,0.0,13,37.5,100.0,0.0
110,poisson,9,6.0,11,25.0,73.9,7.48
90,squared_error,12,6.5,15,25.0,74.68,7.24
100,squared_error,9,4.75,14,25.0,71.58,8.2
110,poisson,17,2.25,10,25.0,74.88,7.18
100,squared_error,16,6.25,12,25.0,73.03,7.75
70,absolute_error,1,8.25,18,37.5,100.0,0.0
20,absolute_error,13,1.75,13,37.5,100.0,0.0
190,poisson,17,5.25,11,25.0,73.83,7.5
90,poisson,20,1.25,9,0.0,76.61,6.65
90,absolute_error,9,8.0,10,0.0,99.07,0.25
80,poisson,17,5.5,3,25.0,73.52,7.6
90,poisson,19,2.5,10,25.0,73.25,7.68
200,absolute_error,5,7.25,4,37.5,100.0,0.0
170,poisson,1,2.75,16,25.0,73.86,7.49
10,poisson,17,5.25,11,0.0,78.29,6.15
130,squared_error,3,1.5,4,25.0,72.94,11.16
90,squared_error,5,9.25,7,25.0,71.49,8.23
10,squared_error,5,2.5,11,0.0,72.51,-0.28
130,poisson,10,0.75,18,0.0,75.3,7.05
80,squared_error,7,1.0,5,25.0,73.69,7.23
10,squared_error,5,2.0,15,25.0,74.12,7.41
20,squared_error,19,9.75,6,25.0,74.78,7.21
140,absolute_error,8,1.75,10,0.0,99.7,0.08
50,squared_error,8,9.5,11,25.0,69.82,8.75
110,poisson,9,9.5,5,25.0,74.76,7.22
200,absolute_error,12,3.0,18,37.5,100.0,0.0
30,squared_error,3,8.25,11,0.0,76.61,6.65
20,poisson,8,8.25,19,25.0,74.23,7.38
150,poisson,12,4.5,15,25.0,74.34,7.34
70,absolute_error,18,2.75,8,37.5,100.0,0.0
60,absolute_error,16,8.75,6,37.5,100.0,0.0
10,absolute_error,7,10.0,15,37.5,100.0,0.0
170,poisson,12,1.5,1,25.0,73.44,7.62
170,poisson,6,4.0,3,25.0,74.1,7.42
50,squared_error,12,2.75,12,0.0,80.7,5.43
190,squared_error,2,5.0,9,25.0,73.87,9.6
170,squared_error,19,9.25,19,25.0,72.72,7.85
90,poisson,1,1.25,4,25.0,75.29,7.14
120,absolute_error,9,5.0,2,37.5,100.0,0.0
80,absolute_error,6,6.0,11,37.5,100.0,0.0
150,poisson,19,0.75,19,25.0,73.22,7.69
120,poisson,1,10.0,13,25.0,72.57,7.89
30,absolute_error,2,9.25,16,37.5,100.0,0.0
60,absolute_error,19,0.75,10,37.5,100.0,0.0
120,poisson,2,6.0,7,25.0,70.1,8.66
110,squared_error,10,10.0,18,25.0,74.64,7.25
150,poisson,6,0.5,1,25.0,71.9,6.92
120,poisson,19,8.0,11,25.0,73.67,7.55
120,squared_error,5,6.5,10,25.0,71.07,8.36
140,absolute_error,18,2.75,11,37.5,100.0,0.0
110,poisson,14,2.75,11,25.0,74.58,7.27
60,absolute_error,2,5.75,3,37.5,100.0,0.0
120,absolute_error,10,3.5,16,37.5,100.0,0.0
10,poisson,3,3.5,7,0.0,80.92,5.36
90,poisson,20,4.0,20,25.0,72.32,7.97
200,absolute_error,4,6.0,17,0.0,99.79,0.06
180,squared_error,7,3.25,19,0.0,75.21,7.08
120,absolute_error,9,4.25,18,37.5,100.0,0.0
160,absolute_error,12,8.5,15,0.0,99.74,0.07
60,absolute_error,2,4.5,13,0.0,99.31,0.19
130,squared_error,1,9.5,2,25.0,73.03,7.75
50,poisson,14,3.0,8,0.0,76.54,6.67
170,squared_error,2,3.5,3,25.0,74.62,9.92
110,squared_error,5,1.25,9,25.0,73.4,7.16
130,squared_error,7,8.5,20,25.0,72.72,7.84
30,poisson,16,6.0,8,25.0,69.74,8.78
80,squared_error,19,3.25,15,25.0,74.31,7.35
80,poisson,5,5.0,8,25.0,74.1,7.42
60,poisson,3,0.5,19,25.0,70.64,15.53
40,poisson,15,8.0,7,0.0,75.77,6.91
80,absolute_error,11,9.75,2,37.5,100.0,0.0
130,squared_error,11,3.5,9,25.0,74.26,7.37
100,squared_error,16,6.5,18,25.0,72.54,7.9
160,absolute_error,19,7.0,3,0.0,99.74,0.07
120,squared_error,14,8.0,16,0.0,76.21,6.77
30,absolute_error,14,8.25,16,37.5,100.0,0.0
130,poisson,2,4.5,19,25.0,73.82,7.51
20,squared_error,14,9.5,9,0.0,76.32,6.74
160,poisson,19,7.0,17,25.0,72.0,8.07
170,poisson,15,1.0,16,25.0,72.29,7.98
60,squared_error,1,7.0,16,25.0,73.5,7.6
190,squared_error,3,9.75,9,25.0,73.94,7.47
140,squared_error,11,8.5,13,25.0,73.54,7.59
10,squared_error,16,6.0,11,0.0,77.63,6.34
200,squared_error,6,3.5,19,25.0,73.36,7.65
150,squared_error,18,8.0,10,25.0,72.94,7.78
110,squared_error,19,6.75,10,25.0,74.64,7.25
20,poisson,3,3.5,2,0.0,79.28,5.85
150,absolute_error,16,2.25,16,37.5,100.0,0.0
170,squared_error,5,9.75,20,25.0,73.92,7.48
70,squared_error,9,4.25,16,0.0,75.25,7.07
130,squared_error,14,9.25,18,25.0,72.81,7.82
70,squared_error,8,9.5,3,25.0,72.37,7.95
180,poisson,5,0.0,11,25.0,72.85,7.23
120,poisson,8,8.75,15,25.0,72.62,7.88
10,squared_error,18,0.0,3,0.0,80.7,5.43
120,poisson,5,1.75,5,25.0,72.62,7.88
20,poisson,11,5.25,7,25.0,70.61,8.5
10,poisson,12,2.0,16,25.0,67.98,9.34
160,poisson,4,6.75,16,25.0,71.41,8.25
200,poisson,12,3.75,12,25.0,74.9,7.17
120,squared_error,18,5.75,14,25.0,72.53,7.9
130,poisson,1,5.0,7,25.0,74.54,7.28
100,absolute_error,6,0.25,8,0.0,99.5,-0.11
60,squared_error,20,2.75,5,0.0,75.07,7.12
160,poisson,16,8.25,2,25.0,74.11,7.42
70,poisson,17,2.25,2,25.0,73.65,7.56
110,absolute_error,17,7.0,15,0.0,99.62,0.1
10,squared_error,7,7.75,1,0.0,75.44,7.01
10,absolute_error,3,8.75,13,37.5,100.0,0.0
70,poisson,10,4.25,17,0.0,75.56,6.97
60,absolute_error,10,3.25,8,37.5,100.0,0.0
90,absolute_error,13,6.75,15,37.5,100.0,0.0
200,poisson,8,8.75,13,25.0,73.06,7.74
80,poisson,16,4.5,13,25.0,73.36,7.65
60,poisson,2,8.25,20,0.0,75.04,7.13
80,squared_error,3,5.75,7,25.0,71.92,9.4
200,squared_error,11,1.0,5,25.0,71.95,8.08
30,squared_error,12,5.5,16,25.0,72.66,7.86
70,squared_error,19,7.75,19,25.0,72.71,7.85
190,absolute_error,1,8.5,1,0.0,99.56,0.12
120,poisson,16,4.75,6,25.0,72.66,7.86
60,absolute_error,20,4.75,17,37.5,100.0,0.0
170,absolute_error,3,5.75,14,0.0,99.75,0.07
100,poisson,2,3.0,4,25.0,74.56,7.28
110,squared_error,6,5.25,15,0.0,75.6,6.96
110,absolute_error,16,1.5,6,37.5,100.0,0.0
90,squared_error,5,4.0,6,0.0,75.34,7.04
100,squared_error,18,7.75,17,25.0,73.64,7.56
100,poisson,16,0.75,3,0.0,75.33,7.04
140,poisson,4,7.75,17,25.0,74.34,7.34
140,absolute_error,6,7.75,10,37.5,100.0,0.0
190,absolute_error,1,2.25,12,37.5,100.0,0.0
40,poisson,4,10.0,10,0.0,77.74,6.31
80,absolute_error,19,3.5,3,0.0,99.48,0.14
200,poisson,14,3.75,13,25.0,74.75,7.22
20,absolute_error,3,7.5,17,37.5,100.0,0.0
140,absolute_error,19,8.25,6,0.0,99.7,0.08
110,squared_error,17,5.75,14,0.0,76.81,6.59
20,absolute_error,12,2.75,19,37.5,100.0,0.0
80,absolute_error,19,1.25,8,37.5,100.0,0.0
70,absolute_error,19,9.25,15,37.5,100.0,0.0
50,absolute_error,8,4.0,7,37.5,100.0,0.0
80,squared_error,15,3.75,7,25.0,73.14,7.72
140,absolute_error,3,0.25,1,0.0,97.38,2.82
150,poisson,17,5.75,5,25.0,74.21,7.39
130,squared_error,19,2.0,14,25.0,72.74,7.84
50,squared_error,19,0.75,12,0.0,75.7,6.93
170,absolute_error,14,6.75,13,0.0,99.75,0.07
170,poisson,5,4.25,6,0.0,75.39,7.02
180,squared_error,1,7.5,20,0.0,75.43,7.01
150,poisson,1,2.0,6,0.0,76.94,6.55
10,poisson,16,4.25,14,25.0,74.34,7.34
190,absolute_error,10,8.75,5,37.5,100.0,0.0
80,poisson,10,2.75,16,25.0,70.39,8.57
70,absolute_error,17,3.0,7,37.5,100.0,0.0
170,poisson,10,4.75,4,25.0,73.57,7.58
180,squared_error,1,7.0,8,25.0,72.56,7.89
40,absolute_error,15,8.25,1,37.5,100.0,0.0
70,absolute_error,15,7.0,4,37.5,100.0,0.0
190,poisson,15,1.75,16,25.0,72.47,7.92
70,poisson,14,0.5,2,25.0,72.37,7.95
160,poisson,8,0.5,18,25.0,74.18,7.4
80,absolute_error,5,6.75,2,37.5,100.0,0.0
40,poisson,2,0.25,2,0.0,85.22,10.88
30,squared_error,18,3.5,8,0.0,78.44,6.1
20,absolute_error,14,6.5,19,37.5,100.0,0.0
10,squared_error,16,10.0,15,0.0,83.99,4.46
90,absolute_error,4,8.5,9,0.0,99.54,0.12
160,squared_error,9,1.25,6,25.0,72.79,7.82
160,poisson,13,8.25,1,25.0,73.48,7.61
110,squared_error,7,1.25,11,25.0,72.87,7.79
70,poisson,18,7.0,3,25.0,71.21,8.32
130,squared_error,16,10.0,4,25.0,73.3,7.67
100,poisson,17,0.25,13,25.0,74.78,7.21
40,poisson,5,9.75,10,25.0,70.34,8.59
180,squared_error,13,2.5,16,25.0,72.09,8.04
200,squared_error,14,0.75,8,25.0,72.35,7.96
120,absolute_error,19,9.25,6,37.5,100.0,0.0
40,squared_error,8,0.75,10,0.0,76.15,6.79
190,poisson,8,9.25,20,0.0,75.12,7.11
40,absolute_error,8,8.75,11,37.5,100.0,0.0
190,absolute_error,11,0.0,1,37.5,100.0,0.0
140,absolute_error,9,3.0,9,0.0,99.7,0.08
50,squared_error,10,5.5,20,0.0,77.41,6.41
190,squared_error,19,3.75,13,0.0,76.1,6.81
70,poisson,10,3.75,5,0.0,75.63,6.95
110,poisson,18,3.0,19,25.0,74.24,7.38
110,poisson,18,1.0,12,25.0,69.54,8.84
40,absolute_error,19,0.0,13,37.5,100.0,0.0
60,squared_error,18,7.5,20,25.0,73.17,7.71
70,absolute_error,7,2.0,5,37.5,100.0,0.0
80,absolute_error,18,9.0,9,37.5,100.0,0.0
50,squared_error,20,3.0,17,25.0,73.07,7.74
10,poisson,11,7.25,9,0.0,76.75,6.61
10,absolute_error,7,9.5,10,37.5,100.0,0.0
190,absolute_error,13,3.25,12,37.5,100.0,0.0
30,absolute_error,10,7.25,3,37.5,100.0,0.0
130,absolute_error,11,8.5,18,0.0,99.68,0.09
180,poisson,4,9.75,19,25.0,74.72,7.23
80,squared_error,3,3.25,8,0.0,77.14,7.17
30,absolute_error,19,4.0,7,37.5,100.0,0.0
200,absolute_error,20,4.25,3,0.0,99.79,0.06
90,absolute_error,11,3.75,18,37.5,100.0,0.0
90,squared_error,11,7.75,15,0.0,75.76,6.91
150,squared_error,2,4.25,1,0.0,76.23,7.24
120,squared_error,10,9.25,2,25.0,72.79,7.82
140,absolute_error,15,5.0,19,0.0,99.7,0.08
160,absolute_error,13,8.25,13,37.5,100.0,0.0
130,poisson,9,8.75,1,25.0,74.71,7.23
120,poisson,7,1.5,14,0.0,75.58,6.96
120,poisson,12,10.0,6,0.0,75.68,6.94
100,poisson,18,2.5,14,25.0,71.4,8.26
150,absolute_error,16,3.75,11,37.5,100.0,0.0
150,absolute_error,6,1.5,20,0.0,99.72,0.07
150,squared_error,20,9.25,19,0.0,75.23,7.07
110,poisson,12,7.0,7,0.0,75.48,7.0
120,poisson,10,6.0,19,25.0,71.33,8.28
80,poisson,16,1.75,12,25.0,72.37,7.95
10,poisson,8,6.0,7,0.0,79.61,5.75
160,poisson,2,2.5,5,25.0,73.19,7.7
100,absolute_error,7,7.75,18,37.5,100.0,0.0
130,absolute_error,14,6.25,16,37.5,100.0,0.0
180,absolute_error,11,8.0,8,0.0,99.77,0.06
50,absolute_error,11,3.0,18,37.5,100.0,0.0
180,squared_error,16,2.0,10,25.0,74.84,7.19
50,squared_error,8,4.75,19,25.0,71.27,8.3
60,poisson,12,6.0,7,0.0,75.84,6.89
160,squared_error,2,2.0,2,25.0,75.23,11.44
10,squared_error,13,6.25,13,25.0,67.32,9.55
110,squared_error,10,5.0,18,25.0,72.85,7.81
190,poisson,5,7.25,17,25.0,73.77,7.52
190,squared_error,2,1.25,11,0.0,76.96,9.86
150,absolute_error,7,2.0,14,37.5,100.0,0.0
90,poisson,6,4.25,12,25.0,73.25,7.68
90,absolute_error,8,3.0,14,37.5,100.0,0.0
10,squared_error,19,1.5,3,25.0,71.27,8.3
110,poisson,4,6.0,4,0.0,75.14,7.1
60,poisson,20,2.25,3,0.0,75.48,7.0
50,poisson,16,9.5,13,0.0,76.36,6.73
20,absolute_error,11,0.75,17,37.5,100.0,0.0
200,absolute_error,18,8.25,1,0.0,99.79,0.06
120,poisson,12,7.5,15,25.0,72.0,8.07
200,absolute_error,15,1.5,12,37.5,100.0,0.0
150,squared_error,11,7.75,15,0.0,75.44,7.01
130,poisson,16,0.5,13,25.0,72.87,7.8
180,squared_error,15,9.75,12,25.0,74.89,7.18
60,squared_error,11,3.0,14,25.0,72.99,7.76
50,poisson,12,0.25,4,25.0,74.52,7.29
180,squared_error,8,9.75,20,25.0,72.2,8.01
120,absolute_error,17,1.5,7,37.5,100.0,0.0
10,absolute_error,8,1.0,14,37.5,100.0,0.0
190,absolute_error,1,9.5,20,37.5,100.0,0.0
140,poisson,11,2.75,18,0.0,75.67,6.94
80,poisson,5,8.5,6,25.0,74.42,7.32
110,poisson,19,5.75,11,0.0,76.36,6.73
200,squared_error,17,3.5,9,25.0,74.98,7.15
170,absolute_error,16,5.75,5,0.0,99.75,0.07
90,squared_error,16,10.0,18,0.0,76.46,6.7
180,absolute_error,12,6.5,18,37.5,100.0,0.0
60,squared_error,20,5.5,1,0.0,75.0,7.14
100,absolute_error,3,6.0,15,37.5,100.0,0.0
180,absolute_error,8,1.5,13,37.5,100.0,0.0
130,squared_error,10,6.75,4,25.0,72.93,7.78
130,absolute_error,19,0.0,11,37.5,100.0,0.0
130,poisson,20,8.25,4,25.0,72.94,7.78
200,absolute_error,4,9.5,4,37.5,100.0,0.0
20,poisson,4,7.75,2,0.0,76.64,6.64
170,squared_error,15,5.0,20,25.0,72.99,7.76
70,absolute_error,12,1.0,11,37.5,100.0,0.0
60,absolute_error,15,0.5,1,37.5,100.0,0.0
180,squared_error,5,2.5,1,0.0,75.22,7.0
40,absolute_error,10,5.75,9,37.5,100.0,0.0
10,poisson,2,9.75,8,0.0,81.58,5.17
130,poisson,19,3.25,14,25.0,74.56,7.28
130,absolute_error,5,3.5,17,0.0,99.36,0.17
200,squared_error,6,10.0,11,25.0,73.27,7.68
10,absolute_error,7,8.75,18,37.5,100.0,0.0
190,poisson,6,8.5,14,25.0,72.02,8.06
90,poisson,6,2.25,7,25.0,72.39,7.95
90,squared_error,3,5.0,20,25.0,72.88,9.21
80,squared_error,7,6.5,18,0.0,76.56,6.67
70,poisson,5,4.5,13,25.0,73.62,7.57
190,squared_error,8,2.25,2,25.0,74.38,7.33
100,squared_error,3,3.75,19,25.0,69.01,11.55
150,poisson,13,0.0,15,25.0,74.36,7.34
160,poisson,8,0.25,13,25.0,74.65,7.16
180,poisson,12,4.5,17,25.0,73.09,7.73
70,absolute_error,6,0.25,4,37.5,100.0,0.0
140,squared_error,4,9.75,4,25.0,74.19,7.39
160,squared_error,1,8.75,4,25.0,72.09,8.04
130,absolute_error,10,2.75,9,0.0,99.68,0.09
50,absolute_error,20,0.75,2,37.5,100.0,0.0
200,absolute_error,7,0.5,5,0.0,99.79,0.06
120,absolute_error,3,5.5,19,37.5,100.0,0.0
90,absolute_error,9,1.25,20,0.0,99.54,0.12
160,absolute_error,1,1.5,16,37.5,100.0,0.0
160,poisson,19,8.75,19,25.0,74.36,7.34
190,poisson,10,6.5,14,25.0,71.47,8.24
80,poisson,11,2.25,8,25.0,71.77,8.14
100,absolute_error,17,4.75,7,37.5,100.0,0.0
50,absolute_error,8,6.75,13,37.5,100.0,0.0
140,poisson,10,8.0,12,25.0,74.33,7.35
180,poisson,15,4.0,8,25.0,73.28,7.67
100,absolute_error,2,7.75,19,37.5,100.0,0.0
200,squared_error,6,6.0,17,0.0,75.05,7.13
120,poisson,16,2.25,13,25.0,73.74,7.53
130,absolute_error,10,5.0,19,37.5,100.0,0.0
20,poisson,19,2.0,6,0.0,76.97,6.54
70,absolute_error,10,8.75,2,37.5,100.0,0.0
40,squared_error,13,0.75,6,25.0,74.62,7.26
200,poisson,12,9.25,18,0.0,75.71,6.93
160,absolute_error,13,3.25,16,37.5,100.0,0.0
190,absolute_error,8,2.5,1,0.0,99.56,0.12
110,absolute_error,4,5.5,1,37.5,100.0,0.0
150,squared_error,3,6.25,20,25.0,74.61,7.26
10,squared_error,10,3.75,10,25.0,66.89,9.69
30,squared_error,3,5.5,19,25.0,74.02,9.54
20,squared_error,12,7.5,12,25.0,75.0,7.14
90,poisson,15,2.75,16,25.0,72.86,7.8
200,squared_error,6,8.5,1,25.0,72.49,7.92
60,squared_error,12,7.75,2,25.0,73.65,7.56
30,absolute_error,3,1.75,7,37.5,100.0,0.0
70,poisson,6,5.25,17,25.0,71.87,8.11
70,poisson,19,4.75,18,0.0,77.29,6.45
180,absolute_error,7,6.5,10,0.0,99.77,0.06
